CASENUM	VEH_NO	WEIGHT	REGION	STRATUM	PJ	PSU	PSUSTRAT	MFACTOR
201328424703	1	24.553	3	1	1	62	8	0
201328424703	2	24.553	3	1	1	62	8	99
201328424710	1	98.212	3	5	1	62	8	0
201328424711	1	98.212	3	5	2	62	8	0
201328424712	1	220.977	3	6	2	62	8	0
201328424712	2	220.977	3	6	2	62	8	0
201328424729	1	220.977	3	6	3	62	8	0
201328424729	2	220.977	3	6	3	62	8	0
201328424743	1	40.029247	3	3	6	62	8	0
201328424743	2	40.029247	3	3	6	62	8	0
201328424750	1	354.240865	3	4	8	62	8	1
201328424750	2	354.240865	3	4	8	62	8	0
201328424752	1	24.553	3	3	17	62	8	0
201328424756	1	343.742	3	4	17	62	8	0
201328424763	1	220.977	3	6	17	62	8	0
201328424763	2	220.977	3	6	17	62	8	0
201328424768	1	343.742	3	4	2	62	8	0
201328424768	2	343.742	3	4	2	62	8	0
201328424777	1	24.553	3	3	2	62	8	0
201328424781	1	24.553	3	3	2	62	8	0
201328424781	2	24.553	3	3	2	62	8	0
201328424782	1	24.553	3	3	2	62	8	0
201328424786	1	98.212	3	5	3	62	8	0
201328424786	2	98.212	3	5	3	62	8	0
201328424793	1	220.977	3	6	4	62	8	0
201328424793	2	220.977	3	6	4	62	8	0
201328424793	3	220.977	3	6	4	62	8	0
201328424803	1	98.212	3	5	4	62	8	0
201328424804	1	343.742	3	4	4	62	8	0
201328424804	2	343.742	3	4	4	62	8	0
201328424805	1	49.106	3	2	4	62	8	0
201328424805	2	49.106	3	2	4	62	8	0
201328424813	1	220.977	3	6	5	62	8	0
201328424815	1	40.029247	3	3	6	62	8	0
201328424815	2	40.029247	3	3	6	62	8	0
201328424821	1	343.742	3	4	1	62	8	0
201328424827	1	220.977	3	6	1	62	8	0
201328424831	1	24.553	3	1	1	62	8	0
201328424833	1	98.212	3	5	1	62	8	0
201328424833	2	98.212	3	5	1	62	8	0
201328424847	1	343.742	3	4	2	62	8	0
201328424847	2	343.742	3	4	2	62	8	0
201328424853	1	220.977	3	6	2	62	8	0
201328424857	1	24.553	3	3	3	62	8	0
201328424871	1	220.977	3	6	4	62	8	0
201328424871	2	220.977	3	6	4	62	8	0
201328424880	1	98.212	3	5	17	62	8	0
201328424911	1	24.553	3	3	2	62	8	0
201328424911	2	24.553	3	3	2	62	8	0
201328424916	1	343.742	3	4	2	62	8	0
201328424916	2	343.742	3	4	2	62	8	0
201328424938	1	343.742	3	4	2	62	8	0
201328424938	2	343.742	3	4	2	62	8	0
201328424939	1	98.212	3	5	2	62	8	0
201328424939	2	98.212	3	5	2	62	8	0
201328424940	1	24.553	3	1	2	62	8	0
201328424940	2	24.553	3	1	2	62	8	0
201328424944	1	220.977	3	6	2	62	8	0
201328424947	1	343.742	3	4	3	62	8	0
201328424947	2	343.742	3	4	3	62	8	0
201328424959	1	220.977	3	6	3	62	8	0
201328424959	2	220.977	3	6	3	62	8	0
201328424961	1	24.553	3	3	4	62	8	0
201328424961	2	24.553	3	3	4	62	8	0
201328424971	1	98.212	3	5	4	62	8	0
201328424971	2	98.212	3	5	4	62	8	0
201328424981	1	343.742	3	4	17	62	8	0
201328424981	2	343.742	3	4	17	62	8	0
201328424983	1	212.544519	3	6	8	62	8	0
201328424983	2	212.544519	3	6	8	62	8	0
201328424983	3	212.544519	3	6	8	62	8	0
201328424984	1	354.240865	3	4	8	62	8	0
201328424985	1	70.848173	3	5	8	62	8	0
201328424985	2	70.848173	3	5	8	62	8	0
201328424988	1	360.263223	3	4	6	62	8	0
201328424988	2	360.263223	3	4	6	62	8	0
201328424992	1	80.058494	3	5	6	62	8	0
201328424992	2	80.058494	3	5	6	62	8	0
201328425019	1	24.553	3	3	4	62	8	0
201328425025	1	220.977	3	6	1	62	8	1
201328425028	1	98.212	3	5	1	62	8	0
201328425028	2	98.212	3	5	1	62	8	0
201328425028	3	98.212	3	5	1	62	8	0
201328425033	1	343.742	3	4	1	62	8	0
201328425033	2	343.742	3	4	1	62	8	0
201328425035	1	24.553	3	3	2	62	8	0
201328425053	1	24.553	3	1	2	62	8	0
201328425053	2	24.553	3	1	2	62	8	0
201328425060	1	24.553	3	1	2	62	8	0
201328425066	1	343.742	3	4	2	62	8	0
201328425066	2	343.742	3	4	2	62	8	0
201328425076	1	98.212	3	5	1	62	8	0
201328425094	1	220.977	3	6	2	62	8	0
201328425096	1	343.742	3	4	2	62	8	0
201328425096	2	343.742	3	4	2	62	8	0
201328425096	3	343.742	3	4	2	62	8	0
201328425096	4	343.742	3	4	2	62	8	0
201328425096	5	343.742	3	4	2	62	8	0
201328425096	6	343.742	3	4	2	62	8	0
201328425108	1	98.212	3	5	3	62	8	0
201328425108	2	98.212	3	5	3	62	8	0
201328425113	1	220.977	3	6	3	62	8	0
201328425113	2	220.977	3	6	3	62	8	0
201328425113	3	220.977	3	6	3	62	8	0
201328425120	1	343.742	3	4	4	62	8	0
201328425120	2	343.742	3	4	4	62	8	0
201328425127	1	220.977	3	6	4	62	8	0
201328425127	2	220.977	3	6	4	62	8	0
201328425133	1	40.029247	3	3	6	62	8	0
201328425133	2	40.029247	3	3	6	62	8	0
201328425134	1	360.263223	3	4	6	62	8	0
201328425143	1	220.977	3	6	1	62	8	99
201328425153	1	98.212	3	5	2	62	8	0
201328425153	2	98.212	3	5	2	62	8	0
201328425169	1	343.742	3	4	3	62	8	0
201328425169	2	343.742	3	4	3	62	8	0
201328425171	1	24.553	3	1	3	62	8	0
201328425194	1	24.553	3	3	4	62	8	0
201328425195	1	98.212	3	5	4	62	8	0
201328425195	2	98.212	3	5	4	62	8	0
201328425199	1	200.146235	3	6	6	62	8	0
201328425199	2	200.146235	3	6	6	62	8	0
201328425204	1	70.848173	3	5	8	62	8	0
201328425204	2	70.848173	3	5	8	62	8	0
201328425204	3	70.848173	3	5	8	62	8	0
201328425205	1	212.544519	3	6	8	62	8	0
201328425205	2	212.544519	3	6	8	62	8	0
201328425209	1	24.553	3	3	17	62	8	0
201328425209	2	24.553	3	3	17	62	8	0
201328425241	1	98.212	3	5	1	62	8	0
201328425250	1	24.553	3	3	3	62	8	0
201328425250	2	24.553	3	3	3	62	8	0
201328425250	3	24.553	3	3	3	62	8	0
201328425251	1	343.742	3	4	3	62	8	0
201328425251	2	343.742	3	4	3	62	8	0
201328425260	1	220.977	3	6	5	62	8	0
201328425266	1	360.263223	3	4	6	62	8	0
201328425266	2	360.263223	3	4	6	62	8	0
201328425275	1	354.240865	3	4	8	62	8	0
201328425275	2	354.240865	3	4	8	62	8	0
201328425283	1	24.553	3	3	1	62	8	0
201328425297	1	343.742	3	4	3	62	8	0
201328425297	2	343.742	3	4	3	62	8	0
201328425309	1	24.553	3	1	4	62	8	0
201328425309	2	24.553	3	1	4	62	8	0
201328425309	3	24.553	3	1	4	62	8	0
201328425310	1	343.742	3	4	4	62	8	0
201328425310	2	343.742	3	4	4	62	8	0
201328425313	1	220.977	3	6	4	62	8	0
201328425313	2	220.977	3	6	4	62	8	0
201328425315	1	360.263223	3	4	6	62	8	0
201328425319	1	70.848173	3	3	8	62	8	0
201328425324	1	343.742	3	4	2	62	8	0
201328425324	2	343.742	3	4	2	62	8	0
201328425363	1	220.977	3	6	2	62	8	0
201328425363	2	220.977	3	6	2	62	8	0
201328425368	1	24.553	3	3	2	62	8	0
201328425371	1	98.212	3	5	2	62	8	0
201328425371	2	98.212	3	5	2	62	8	0
201328425376	1	24.553	3	3	2	62	8	0
201328425376	2	24.553	3	3	2	62	8	0
201328425384	1	343.742	3	4	2	62	8	0
201328425384	2	343.742	3	4	2	62	8	0
201328425384	3	343.742	3	4	2	62	8	0
201328425384	4	343.742	3	4	2	62	8	0
201328425384	5	343.742	3	4	2	62	8	0
201328425391	1	24.553	3	3	2	62	8	99
201328425394	1	24.553	3	3	2	62	8	0
201328425394	2	24.553	3	3	2	62	8	0
201328425404	1	24.553	3	3	2	62	8	0
201328425404	2	24.553	3	3	2	62	8	0
201328425408	1	24.553	3	3	2	62	8	0
201328425408	2	24.553	3	3	2	62	8	0
201328425410	1	343.742	3	4	2	62	8	0
201328425410	2	343.742	3	4	2	62	8	0
201328425412	1	220.977	3	6	3	62	8	0
201328425412	2	220.977	3	6	3	62	8	0
201328425426	1	24.553	3	3	4	62	8	99
201328425429	1	24.553	3	3	4	62	8	0
201328425429	2	24.553	3	3	4	62	8	0
201328425433	1	98.212	3	5	5	62	8	0
201328425433	2	98.212	3	5	5	62	8	0
201328425440	1	80.058494	3	5	6	62	8	0
201328425440	2	80.058494	3	5	6	62	8	0
201328425444	1	354.240865	3	4	8	62	8	0
201328425450	1	24.553	3	1	1	62	8	0
201328425453	1	220.977	3	6	1	62	8	0
201328425453	2	220.977	3	6	1	62	8	0
201328425455	1	98.212	3	5	1	62	8	0
201328425465	1	24.553	3	3	2	62	8	0
201328425466	1	220.977	3	6	2	62	8	0
201328425466	2	220.977	3	6	2	62	8	0
201328425478	1	343.742	3	4	2	62	8	0
201328425478	2	343.742	3	4	2	62	8	0
201328425483	1	24.553	3	3	2	62	8	0
201328425483	2	24.553	3	3	2	62	8	0
201328425493	1	24.553	3	3	2	62	8	0
201328425497	1	49.106	3	2	2	62	8	2
201328425497	2	49.106	3	2	2	62	8	0
201328425497	3	49.106	3	2	2	62	8	0
201328425498	1	24.553	3	3	2	62	8	0
201328425502	1	98.212	3	5	3	62	8	0
201328425502	2	98.212	3	5	3	62	8	0
201328425512	1	343.742	3	4	3	62	8	0
201328425512	2	343.742	3	4	3	62	8	0
201328425515	1	98.212	3	5	4	62	8	0
201328425529	1	360.263223	3	4	6	62	8	0
201328425529	2	360.263223	3	4	6	62	8	0
201328425535	1	70.848173	3	3	8	62	8	0
201328425538	1	343.742	3	4	17	62	8	0
201328425542	1	24.553	3	3	17	62	8	0
201328425542	2	24.553	3	3	17	62	8	0
201328425542	3	24.553	3	3	17	62	8	0
201328425544	1	98.212	3	5	17	62	8	0
201328425544	2	98.212	3	5	17	62	8	0
201328425546	1	24.553	3	1	17	62	8	0
201328425546	2	24.553	3	1	17	62	8	0
201328425567	1	24.553	3	3	2	62	8	0
201328425567	2	24.553	3	3	2	62	8	0
201328425568	1	343.742	3	4	2	62	8	0
201328425568	2	343.742	3	4	2	62	8	0
201328425575	1	220.977	3	6	2	62	8	0
201328425582	1	24.553	3	3	3	62	8	0
201328425582	2	24.553	3	3	3	62	8	0
201328425589	1	343.742	3	4	4	62	8	0
201328425589	2	343.742	3	4	4	62	8	0
201328425591	1	24.553	3	1	4	62	8	0
201328425600	1	80.058494	3	5	6	62	8	0
201328425600	2	80.058494	3	5	6	62	8	0
201328425607	1	40.029247	3	3	6	62	8	0
201328425607	2	40.029247	3	3	6	62	8	0
201328425607	3	40.029247	3	3	6	62	8	0
201328425609	1	354.240865	3	4	8	62	8	0
201328425609	2	354.240865	3	4	8	62	8	0
201328425612	1	24.553	3	3	1	62	8	0
201328425614	1	343.742	3	4	1	62	8	0
201328425614	2	343.742	3	4	1	62	8	0
201328425616	1	24.553	3	1	1	62	8	0
201328425616	2	24.553	3	1	1	62	8	0
201328425617	1	220.977	3	6	1	62	8	0
201328425617	2	220.977	3	6	1	62	8	0
201328425638	1	98.212	3	5	2	62	8	0
201328425638	2	98.212	3	5	2	62	8	0
201328425640	1	343.742	3	4	2	62	8	0
201328425640	2	343.742	3	4	2	62	8	0
201328425645	1	24.553	3	3	2	62	8	0
201328425645	2	24.553	3	3	2	62	8	0
201328425661	1	343.742	3	4	2	62	8	0
201328425670	1	24.553	3	3	4	62	8	0
201328425678	1	98.212	3	5	4	62	8	0
201328425680	1	360.263223	3	4	6	62	8	0
201328425680	2	360.263223	3	4	6	62	8	0
201328425682	1	200.146235	3	6	6	62	8	0
201328425682	2	200.146235	3	6	6	62	8	0
201328425688	1	212.544519	3	6	8	62	8	0
201328425688	2	212.544519	3	6	8	62	8	0
201328425701	1	24.553	3	3	1	62	8	0
201328425707	1	220.977	3	6	1	62	8	0
201328425707	2	220.977	3	6	1	62	8	0
201328425708	1	24.553	3	3	1	62	8	0
201328425717	1	220.977	3	6	2	62	8	0
201328425717	2	220.977	3	6	2	62	8	0
201328425718	1	24.553	3	3	2	62	8	0
201328425718	2	24.553	3	3	2	62	8	0
201328425730	1	343.742	3	4	3	62	8	0
201328425730	2	343.742	3	4	3	62	8	0
201328425735	1	24.553	3	1	3	62	8	0
201328425735	2	24.553	3	1	3	62	8	0
201328425741	1	98.212	3	5	3	62	8	0
201328425749	1	343.742	3	4	5	62	8	0
201328425754	1	220.977	3	6	5	62	8	99
201328425766	1	80.058494	3	5	6	62	8	0
201328425766	2	80.058494	3	5	6	62	8	0
201328425767	1	40.029247	3	3	6	62	8	0
201328425767	2	40.029247	3	3	6	62	8	0
201328425768	1	354.240865	3	4	8	62	8	0
201328425768	2	354.240865	3	4	8	62	8	0
201328425773	1	70.848173	3	3	8	62	8	0
201328425776	1	24.553	3	1	1	62	8	0
201328425778	1	343.742	3	4	1	62	8	99
201328425779	1	24.553	3	1	1	62	8	0
201328425783	1	98.212	3	5	1	62	8	0
201328425785	1	24.553	3	3	1	62	8	0
201328425785	2	24.553	3	3	1	62	8	0
201328425787	1	24.553	3	1	1	62	8	1
201328425788	1	343.742	3	4	2	62	8	0
201328425788	2	343.742	3	4	2	62	8	0
201328425807	1	343.742	3	4	2	62	8	0
201328425807	2	343.742	3	4	2	62	8	0
201328425814	1	24.553	3	3	2	62	8	0
201328425814	2	24.553	3	3	2	62	8	0
201328425820	1	24.553	3	3	2	62	8	0
201328425820	2	24.553	3	3	2	62	8	0
201328425821	1	220.977	3	6	2	62	8	0
201328425821	2	220.977	3	6	2	62	8	0
201328425823	1	220.977	3	6	3	62	8	0
201328425823	2	220.977	3	6	3	62	8	0
201328425833	1	343.742	3	4	3	62	8	0
201328425833	2	343.742	3	4	3	62	8	0
201328425844	1	343.742	3	4	4	62	8	0
201328425847	1	24.553	3	1	4	62	8	0
201328425847	2	24.553	3	1	4	62	8	0
201328425847	3	24.553	3	1	4	62	8	0
201328425850	1	98.212	3	5	4	62	8	0
201328425850	2	98.212	3	5	4	62	8	0
201328425852	1	24.553	3	3	4	62	8	0
201328425858	1	360.263223	3	4	6	62	8	0
201328425858	2	360.263223	3	4	6	62	8	0
201328425858	3	360.263223	3	4	6	62	8	0
201328425864	1	70.848173	3	3	8	62	8	0
201328425864	2	70.848173	3	3	8	62	8	0
201328425865	1	212.544519	3	6	8	62	8	0
201328425865	2	212.544519	3	6	8	62	8	0
201328425865	3	212.544519	3	6	8	62	8	0
201328425866	1	70.848173	3	3	8	62	8	2
201328425866	1	70.848173	3	3	8	62	8	3
201328425886	1	24.553	3	1	1	62	8	0
201328425886	2	24.553	3	1	1	62	8	0
201328425889	1	24.553	3	3	2	62	8	0
201328425891	1	98.212	3	5	2	62	8	0
201328425891	2	98.212	3	5	2	62	8	0
201328425895	1	343.742	3	4	2	62	8	0
201328425895	2	343.742	3	4	2	62	8	0
201328425909	1	24.553	3	3	3	62	8	0
201328425914	1	24.553	3	3	3	62	8	0
201328425914	2	24.553	3	3	3	62	8	0
201328425918	1	98.212	3	5	4	62	8	0
201328425918	2	98.212	3	5	4	62	8	0
201328425930	1	200.146235	3	6	6	62	8	0
201328425930	2	200.146235	3	6	6	62	8	0
201328425934	1	354.240865	3	4	8	62	8	0
201328425934	2	354.240865	3	4	8	62	8	0
201328425938	1	24.553	3	3	1	62	8	0
201328425941	1	98.212	3	5	1	62	8	0
201328425943	1	220.977	3	6	1	62	8	0
201328425960	1	24.553	3	3	3	62	8	0
201328425967	1	220.977	3	6	4	62	8	0
201328425967	2	220.977	3	6	4	62	8	0
201328425979	1	343.742	3	4	4	62	8	0
201328425979	2	343.742	3	4	4	62	8	0
201328425981	1	220.977	3	6	4	62	8	0
201328425981	2	220.977	3	6	4	62	8	0
201328425985	1	360.263223	3	4	6	62	8	0
201328425985	2	360.263223	3	4	6	62	8	0
201328425987	1	40.029247	3	3	6	62	8	0
201328425987	2	40.029247	3	3	6	62	8	0
201328425994	1	354.240865	3	4	8	62	8	0
201328425994	2	354.240865	3	4	8	62	8	0
201328426004	1	220.977	3	6	2	62	8	0
201328426007	1	343.742	3	4	2	62	8	0
201328426007	2	343.742	3	4	2	62	8	0
201328426010	1	24.553	3	3	2	62	8	0
201328426010	2	24.553	3	3	2	62	8	0
201328426014	1	98.212	3	5	1	62	8	0
201328426017	1	24.553	3	3	2	62	8	0
201328426017	2	24.553	3	3	2	62	8	0
201328426027	1	343.742	3	4	3	62	8	0
201328426027	2	343.742	3	4	3	62	8	0
201328426029	1	220.977	3	6	3	62	8	0
201328426029	2	220.977	3	6	3	62	8	0
201328426047	1	24.553	3	3	4	62	8	0
201328426067	1	360.263223	3	4	6	62	8	0
201328426067	2	360.263223	3	4	6	62	8	0
201328426072	1	70.848173	3	3	8	62	8	0
201328426072	2	70.848173	3	3	8	62	8	0
201328426075	1	220.977	3	6	1	62	8	0
201328426075	2	220.977	3	6	1	62	8	0
201328426075	3	220.977	3	6	1	62	8	0
201328426075	4	220.977	3	6	1	62	8	0
201328426087	1	343.742	3	4	2	62	8	0
201328426087	2	343.742	3	4	2	62	8	0
201328426096	1	24.553	3	3	2	62	8	0
201328426102	1	343.742	3	4	3	62	8	0
201328426102	2	343.742	3	4	3	62	8	0
201328426113	1	98.212	3	5	4	62	8	0
201328426113	2	98.212	3	5	4	62	8	0
201328426114	1	24.553	3	1	4	62	8	0
201328426120	1	80.058494	3	5	6	62	8	0
201328426121	1	354.240865	3	4	8	62	8	0
201328426121	2	354.240865	3	4	8	62	8	0
201328426126	1	220.977	3	6	17	62	8	0
201328426126	2	220.977	3	6	17	62	8	0
201328426127	1	24.553	3	3	17	62	8	0
201328426128	1	343.742	3	4	17	62	8	0
201328426130	1	98.212	3	5	17	62	8	0
201328426130	2	98.212	3	5	17	62	8	0
201328426142	1	24.553	3	3	17	62	8	99
201328426146	1	343.742	3	4	1	62	8	0
201328426158	1	24.553	3	3	2	62	8	0
201328426162	1	220.977	3	6	2	62	8	0
201328426162	2	220.977	3	6	2	62	8	0
201328426163	1	343.742	3	4	2	62	8	0
201328426163	2	343.742	3	4	2	62	8	0
201328426164	1	24.553	3	1	2	62	8	0
201328426168	1	24.553	3	1	3	62	8	0
201328426168	2	24.553	3	1	3	62	8	0
201328426170	1	220.977	3	6	3	62	8	0
201328426179	1	343.742	3	4	4	62	8	0
201328426180	1	343.742	3	4	5	62	8	7
201328426182	1	220.977	3	6	5	62	8	0
201328426188	1	200.146235	3	6	6	62	8	0
201328426188	2	200.146235	3	6	6	62	8	0
201328426191	1	212.544519	3	6	8	62	8	0
201328426191	2	212.544519	3	6	8	62	8	0
201328426192	1	70.848173	3	3	8	62	8	0
201328426204	1	98.212	3	5	1	62	8	0
201328426207	1	24.553	3	3	1	62	8	0
201328426208	1	98.212	3	5	2	62	8	0
201328426208	2	98.212	3	5	2	62	8	0
201328426226	1	343.742	3	4	2	62	8	0
201328426226	2	343.742	3	4	2	62	8	0
201328426247	1	343.742	3	4	2	62	8	0
201328426254	1	24.553	3	1	3	62	8	0
201328426254	2	24.553	3	1	3	62	8	0
201328426256	1	343.742	3	4	3	62	8	0
201328426256	2	343.742	3	4	3	62	8	0
201328426263	1	98.212	3	5	3	62	8	0
201328426272	1	24.553	3	3	4	62	8	0
201328426272	2	24.553	3	3	4	62	8	0
201328426280	1	80.058494	3	5	6	62	8	0
201328426286	1	360.263223	3	4	6	62	8	0
201328426286	2	360.263223	3	4	6	62	8	0
201328426300	1	98.212	3	5	17	62	8	0
201328426300	2	98.212	3	5	17	62	8	0
201328426322	1	24.553	3	1	1	62	8	0
201328426332	1	220.977	3	6	2	62	8	0
201328426332	2	220.977	3	6	2	62	8	0
201328426345	1	343.742	3	4	2	62	8	0
201328426345	2	343.742	3	4	2	62	8	0
201328426352	1	24.553	3	3	2	62	8	0
201328426352	2	24.553	3	3	2	62	8	0
201328426355	1	24.553	3	3	2	62	8	0
201328426363	1	343.742	3	4	2	62	8	0
201328426363	2	343.742	3	4	2	62	8	0
201328426368	1	24.553	3	1	3	62	8	0
201328426376	1	343.742	3	4	3	62	8	0
201328426376	2	343.742	3	4	3	62	8	0
201328426377	1	220.977	3	6	3	62	8	0
201328426377	2	220.977	3	6	3	62	8	0
201328426384	1	343.742	3	4	4	62	8	0
201328426384	2	343.742	3	4	4	62	8	0
201328426398	1	98.212	3	5	5	62	8	0
201328426400	1	24.553	3	3	5	62	8	5
201328426400	2	24.553	3	3	5	62	8	0
201328426410	1	40.029247	3	3	6	62	8	0
201328426411	1	40.029247	3	1	6	62	8	0
201328426412	1	200.146235	3	6	6	62	8	0
201328426412	2	200.146235	3	6	6	62	8	0
201328426414	1	70.848173	3	3	8	62	8	0
201328426414	2	70.848173	3	3	8	62	8	0
201328426416	1	98.212	3	5	1	62	8	0
201328426416	2	98.212	3	5	1	62	8	0
201328426423	1	220.977	3	6	1	62	8	0
201328426423	2	220.977	3	6	1	62	8	0
201328426427	1	24.553	3	1	1	62	8	0
201328426430	1	98.212	3	5	2	62	8	0
201328426430	2	98.212	3	5	2	62	8	0
201328426442	1	24.553	3	3	2	62	8	0
201328426444	1	343.742	3	4	2	62	8	0
201328426444	2	343.742	3	4	2	62	8	0
201328426447	1	24.553	3	3	2	62	8	11
201328426447	2	24.553	3	3	2	62	8	0
201328426450	1	220.977	3	6	2	62	8	0
201328426450	2	220.977	3	6	2	62	8	0
201328426463	1	24.553	3	1	2	62	8	0
201328426465	1	24.553	3	3	2	62	8	0
201328426465	2	24.553	3	3	2	62	8	0
201328426469	1	24.553	3	3	3	62	8	0
201328426469	2	24.553	3	3	3	62	8	0
201328426486	1	220.977	3	6	4	62	8	0
201328426489	1	360.263223	3	4	6	62	8	0
201328426489	2	360.263223	3	4	6	62	8	0
201328426496	1	354.240865	3	4	8	62	8	0
201328426496	2	354.240865	3	4	8	62	8	0
201328426496	3	354.240865	3	4	8	62	8	0
201328426497	1	343.742	3	4	17	62	8	0
201328426497	2	343.742	3	4	17	62	8	0
201328426502	1	343.742	3	4	2	62	8	99
201328426508	1	98.212	3	5	2	62	8	0
201328426508	2	98.212	3	5	2	62	8	0
201328426508	3	98.212	3	5	2	62	8	0
201328426512	1	24.553	3	3	2	62	8	0
201328426516	1	220.977	3	6	2	62	8	0
201328426516	2	220.977	3	6	2	62	8	0
201328426522	1	24.553	3	1	3	62	8	0
201328426530	1	343.742	3	4	3	62	8	0
201328426530	2	343.742	3	4	3	62	8	0
201328426531	1	24.553	3	1	4	62	8	1
201328426541	1	343.742	3	4	5	62	8	0
201328426543	1	220.977	3	6	5	62	8	0
201328426543	2	220.977	3	6	5	62	8	0
201328426552	1	360.263223	3	4	6	62	8	0
201328426552	2	360.263223	3	4	6	62	8	0
201328426560	1	24.553	3	3	1	62	8	0
201328426567	1	343.742	3	4	2	62	8	0
201328426567	2	343.742	3	4	2	62	8	0
201328426579	1	24.553	3	3	2	62	8	0
201328426580	1	24.553	3	3	2	62	8	0
201328426580	2	24.553	3	3	2	62	8	0
201328426586	1	343.742	3	4	2	62	8	0
201328426586	2	343.742	3	4	2	62	8	0
201328426591	1	24.553	3	3	2	62	8	0
201328426591	2	24.553	3	3	2	62	8	0
201328426610	1	24.553	3	3	3	62	8	0
201328426611	1	220.977	3	6	3	62	8	0
201328426611	2	220.977	3	6	3	62	8	0
201328426613	1	49.106	3	2	4	62	8	0
201328426616	1	343.742	3	4	4	62	8	0
201328426616	2	343.742	3	4	4	62	8	0
201328426622	1	98.212	3	5	4	62	8	0
201328426622	2	98.212	3	5	4	62	8	0
201328426633	1	40.029247	3	3	6	62	8	0
201328426633	2	40.029247	3	3	6	62	8	0
201328426637	1	354.240865	3	4	8	62	8	0
201328426637	2	354.240865	3	4	8	62	8	0
201328426647	1	220.977	3	6	1	62	8	0
201328426651	1	24.553	3	3	1	62	8	0
201328426651	2	24.553	3	3	1	62	8	0
201328426653	1	343.742	3	4	2	62	8	0
201328426653	2	343.742	3	4	2	62	8	0
201328426654	1	98.212	3	5	2	62	8	0
201328426654	2	98.212	3	5	2	62	8	0
201328426663	1	24.553	3	1	2	62	8	0
201328426663	2	24.553	3	1	2	62	8	0
201328426664	1	24.553	3	3	2	62	8	0
201328426664	2	24.553	3	3	2	62	8	0
201328426672	1	220.977	3	6	2	62	8	0
201328426672	2	220.977	3	6	2	62	8	0
201328426677	1	343.742	3	4	2	62	8	0
201328426677	2	343.742	3	4	2	62	8	0
201328426683	1	24.553	3	3	3	62	8	0
201328426683	2	24.553	3	3	3	62	8	0
201328426700	1	360.263223	3	4	6	62	8	0
201328426700	2	360.263223	3	4	6	62	8	0
201328426712	1	24.553	3	3	2	62	8	0
201328426712	2	24.553	3	3	2	62	8	0
201328426712	3	24.553	3	3	2	62	8	0
201328426720	1	343.742	3	4	2	62	8	0
201328426720	2	343.742	3	4	2	62	8	0
201328426727	1	24.553	3	3	2	62	8	0
201328426727	2	24.553	3	3	2	62	8	0
201328426730	1	24.553	3	3	2	62	8	0
201328426734	1	98.212	3	5	2	62	8	0
201328426734	2	98.212	3	5	2	62	8	0
201328426736	1	343.742	3	4	1	62	8	0
201328426736	2	343.742	3	4	1	62	8	0
201328426761	1	200.146235	3	6	6	62	8	0
201328426763	1	70.848173	3	3	8	62	8	0
201328426769	1	343.742	3	4	1	62	8	0
201328426779	1	343.742	3	4	2	62	8	0
201328426782	1	220.977	3	6	2	62	8	0
201328426798	1	343.742	3	4	3	62	8	0
201328426798	2	343.742	3	4	3	62	8	0
201328426809	1	24.553	3	3	3	62	8	0
201328426809	2	24.553	3	3	3	62	8	0
201328426814	1	49.106	3	2	3	62	8	0
201328426814	2	49.106	3	2	3	62	8	0
201328426820	1	24.553	3	1	4	62	8	0
201328426820	2	24.553	3	1	4	62	8	0
201328426820	3	24.553	3	1	4	62	8	0
201328426824	1	220.977	3	6	4	62	8	0
201328426864	1	24.553	3	1	1	62	8	0
201328426864	2	24.553	3	1	1	62	8	0
201328426866	1	24.553	3	1	1	62	8	0
201328426873	1	343.742	3	4	2	62	8	0
201328426873	2	343.742	3	4	2	62	8	0
201328426882	1	24.553	3	3	2	62	8	0
201328426882	2	24.553	3	3	2	62	8	0
201328426889	1	343.742	3	4	2	62	8	0
201328426889	2	343.742	3	4	2	62	8	0
201328426898	1	343.742	3	4	3	62	8	0
201328426898	2	343.742	3	4	3	62	8	0
201328426899	1	24.553	3	3	3	62	8	0
201328426904	1	220.977	3	6	3	62	8	0
201328426904	2	220.977	3	6	3	62	8	0
201328426920	1	343.742	3	4	4	62	8	0
201328426923	1	24.553	3	3	4	62	8	2
201328426925	1	24.553	3	3	4	62	8	0
201328426926	1	24.553	3	1	4	62	8	0
201328426926	2	24.553	3	1	4	62	8	0
201328426929	1	24.553	3	3	4	62	8	0
201328426929	2	24.553	3	3	4	62	8	0
201328426932	1	354.240865	3	4	8	62	8	0
201328426932	2	354.240865	3	4	8	62	8	0
201328426933	1	212.544519	3	6	8	62	8	0
201328426943	1	343.742	3	4	17	62	8	0
201328426953	1	24.553	3	3	17	62	8	0
201328426954	1	24.553	3	3	1	62	8	0
201328426971	1	220.977	3	6	2	62	8	0
201328426971	2	220.977	3	6	2	62	8	0
201328426972	1	343.742	3	4	2	62	8	0
201328426972	2	343.742	3	4	2	62	8	0
201328426978	1	24.553	3	3	2	62	8	0
201328426978	2	24.553	3	3	2	62	8	0
201328426980	1	24.553	3	3	2	62	8	0
201328426980	2	24.553	3	3	2	62	8	0
201328426982	1	98.212	3	5	2	62	8	0
201328426982	2	98.212	3	5	2	62	8	0
201328426994	1	343.742	3	4	5	62	8	0
201328426994	2	343.742	3	4	5	62	8	0
201328426998	1	98.212	3	5	5	62	8	1
