CASENUM	VEH_NO	WEIGHT	REGION	STRATUM	PJ	PSU	PSUSTRAT	MFACTOR
201318920322	3	21.642927	2	1	9	73	5	0
201318920322	4	21.642927	2	1	9	73	5	0
201318920362	1	21.9612	2	3	2	73	5	0
201318920362	2	21.9612	2	3	2	73	5	0
201318920362	3	21.9612	2	3	2	73	5	0
201318920380	1	223.475357	2	6	10	73	5	0
201318920380	2	223.475357	2	6	10	73	5	0
201318920394	1	351.3792	2	4	1	73	5	0
201318920394	2	351.3792	2	4	1	73	5	0
201318920454	1	60.3933	2	2	4	73	5	0
201318920454	2	60.3933	2	2	4	73	5	0
201318920483	1	208.6314	2	6	2	73	5	0
201318920543	1	5.4903	2	1	3	73	5	0
201318920549	1	351.3792	2	4	3	73	5	0
201318920549	2	351.3792	2	4	3	73	5	99
201318920550	1	5.4903	2	1	3	73	5	0
201318920550	2	5.4903	2	1	3	73	5	0
201318920551	1	5.4903	2	1	3	73	5	0
201318920556	1	5.4903	2	1	3	73	5	0
201318920575	1	354.403525	2	4	5	73	5	0
201318920575	2	354.403525	2	4	5	73	5	0
201318920613	1	351.175561	2	4	10	73	5	0
201318920613	2	351.175561	2	4	10	73	5	0
201318920614	1	95.775153	2	5	10	73	5	0
201318920614	2	95.775153	2	5	10	73	5	0
201318920663	1	208.6314	2	6	4	73	5	0
201318920685	1	21.9612	2	3	1	73	5	0
201318920685	2	21.9612	2	3	1	73	5	0
201318921084	1	351.3792	2	4	4	73	5	99
201318921084	2	351.3792	2	4	4	73	5	0
201318921084	3	351.3792	2	4	4	73	5	97
201318921173	1	5.4903	2	1	4	73	5	0
201318921180	1	60.3933	2	2	4	73	5	0
201318921180	2	60.3933	2	2	4	73	5	0
201318921366	1	5.4903	2	1	1	73	5	0
201318921366	2	5.4903	2	1	1	73	5	0
201319300069	1	91.8676	2	5	2	74	4	0
201319300069	2	91.8676	2	5	2	74	4	0
201319300085	1	350.7672	2	4	1	74	4	0
201319300085	2	350.7672	2	4	1	74	4	0
201319300118	1	208.79	2	6	1	74	4	0
201319300118	2	208.79	2	6	1	74	4	0
201319300234	1	208.79	2	6	1	74	4	0
201319300234	2	208.79	2	6	1	74	4	0
201319300267	1	20.879	2	3	9	74	4	0
201319300267	2	20.879	2	3	9	74	4	0
201319300279	1	350.7672	2	4	1	74	4	0
201319300279	2	350.7672	2	4	1	74	4	0
201319300310	1	20.879	2	3	1	74	4	0
201319300387	1	4.1758	2	1	1	74	4	0
201319300387	2	4.1758	2	1	1	74	4	0
201319300393	1	20.879	2	3	1	74	4	0
201319300393	2	20.879	2	3	1	74	4	0
201319300421	1	208.79	2	6	1	74	4	0
201319300472	1	350.7672	2	4	9	74	4	0
201319300472	2	350.7672	2	4	9	74	4	0
201319300472	3	350.7672	2	4	9	74	4	0
201319300507	1	4.1758	2	1	2	74	4	0
201319300521	1	208.79	2	6	9	74	4	99
201319300533	1	20.879	2	3	9	74	4	0
201319300533	2	20.879	2	3	9	74	4	0
201319300533	3	20.879	2	3	9	74	4	0
201319300623	1	4.1758	2	1	2	74	4	0
201319300623	2	4.1758	2	1	2	74	4	0
201319300672	1	4.1758	2	1	1	74	4	0
201319300672	2	4.1758	2	1	1	74	4	0
201319300683	1	350.7672	2	4	1	74	4	0
201319300683	2	350.7672	2	4	1	74	4	0
201319300764	1	208.79	2	6	1	74	4	0
201319300764	2	208.79	2	6	1	74	4	0
201319300764	3	208.79	2	6	1	74	4	0
201319300792	1	20.879	2	3	1	74	4	0
201319300800	1	4.1758	2	1	9	74	4	0
201319300800	2	4.1758	2	1	9	74	4	0
201319300801	1	4.1758	2	1	9	74	4	0
201319300801	2	4.1758	2	1	9	74	4	0
201319300902	1	4.1758	2	1	1	74	4	0
201319300902	2	4.1758	2	1	1	74	4	0
201319300902	3	4.1758	2	1	1	74	4	0
201319300902	4	4.1758	2	1	1	74	4	0
201319300921	1	4.1758	2	1	1	74	4	0
201319300921	2	4.1758	2	1	1	74	4	0
201319300938	1	350.7672	2	4	1	74	4	0
201319300938	2	350.7672	2	4	1	74	4	0
201319300945	1	4.1758	2	1	1	74	4	99
201319300965	1	20.879	2	3	1	74	4	0
201319300965	2	20.879	2	3	1	74	4	0
201319300996	1	20.879	2	3	2	74	4	0
201319301033	1	208.79	2	6	2	74	4	99
201319301078	1	20.879	2	3	1	74	4	0
201319301078	2	20.879	2	3	1	74	4	0
201319301171	1	4.1758	2	1	2	74	4	0
201319301172	1	4.1758	2	1	2	74	4	0
201319301172	2	4.1758	2	1	2	74	4	0
201319301174	1	350.7672	2	4	2	74	4	0
201319301174	2	350.7672	2	4	2	74	4	0
201319301174	3	350.7672	2	4	2	74	4	0
201319301177	1	4.1758	2	1	2	74	4	0
201319301179	1	4.1758	2	1	2	74	4	0
201319301179	2	4.1758	2	1	2	74	4	0
201319301187	1	4.1758	2	1	2	74	4	0
201319301187	2	4.1758	2	1	2	74	4	0
201319301212	1	20.879	2	3	9	74	4	0
201319301212	2	20.879	2	3	9	74	4	0
201319301258	1	4.1758	2	1	9	74	4	99
201319301258	2	4.1758	2	1	9	74	4	0
201319301258	3	4.1758	2	1	9	74	4	0
201319301260	1	58.4612	2	2	9	74	4	0
201319301260	2	58.4612	2	2	9	74	4	0
201319301351	1	91.8676	2	5	9	74	4	0
201319301351	2	91.8676	2	5	9	74	4	0
201319301360	1	58.4612	2	2	1	74	4	0
201319301360	2	58.4612	2	2	1	74	4	0
201319301361	1	4.1758	2	1	1	74	4	0
201319301364	1	91.8676	2	5	1	74	4	0
201319301370	1	20.879	2	3	1	74	4	0
201319301420	1	4.1758	2	1	3	74	4	0
201319301420	2	4.1758	2	1	3	74	4	0
201319301420	3	4.1758	2	1	3	74	4	0
201319301438	1	20.879	2	3	9	74	4	0
201319301529	1	350.7672	2	4	1	74	4	99
201319301559	1	20.879	2	3	9	74	4	0
201319301579	1	4.1758	2	1	9	74	4	99
201319301582	1	208.79	2	6	9	74	4	99
201319301582	2	208.79	2	6	9	74	4	99
201319301629	1	208.79	2	6	1	74	4	1
201319301630	1	91.8676	2	5	1	74	4	0
201319301630	2	91.8676	2	5	1	74	4	0
201319301691	1	208.79	2	6	4	74	4	0
201319301691	2	208.79	2	6	4	74	4	0
201319301724	1	20.879	2	3	9	74	4	5
201319301779	1	20.879	2	3	1	74	4	0
201319301835	1	4.1758	2	1	1	74	4	0
201319301835	2	4.1758	2	1	1	74	4	0
201319301835	3	4.1758	2	1	1	74	4	0
201319301853	1	4.1758	2	1	1	74	4	0
201319301853	2	4.1758	2	1	1	74	4	0
201319301853	3	4.1758	2	1	1	74	4	0
201319301879	1	4.1758	2	1	9	74	4	0
201319301879	2	4.1758	2	1	9	74	4	0
201319301880	1	91.8676	2	5	9	74	4	0
201319301880	2	91.8676	2	5	9	74	4	0
201319301920	1	20.879	2	3	2	74	4	0
201319301952	1	20.879	2	3	9	74	4	0
201319301952	2	20.879	2	3	9	74	4	0
201319301959	1	4.1758	2	1	9	74	4	0
201319301959	2	4.1758	2	1	9	74	4	0
201319301959	3	4.1758	2	1	9	74	4	0
201319301959	4	4.1758	2	1	9	74	4	0
201319301980	1	208.79	2	6	9	74	4	0
201319301980	2	208.79	2	6	9	74	4	0
201319301980	3	208.79	2	6	9	74	4	0
201319301988	1	4.1758	2	1	9	74	4	0
201319301988	2	4.1758	2	1	9	74	4	0
201319302000	1	350.7672	2	4	9	74	4	0
201319302000	2	350.7672	2	4	9	74	4	0
201319302021	1	20.879	2	3	9	74	4	0
201319302021	2	20.879	2	3	9	74	4	0
201319302057	1	91.8676	2	5	1	74	4	0
201319302057	2	91.8676	2	5	1	74	4	0
201319302078	1	4.1758	2	1	1	74	4	0
201319302078	2	4.1758	2	1	1	74	4	0
201319302134	2	20.879	2	3	9	74	4	99
201319302233	1	350.7672	2	4	1	74	4	0
201319302233	2	350.7672	2	4	1	74	4	0
201319302233	3	350.7672	2	4	1	74	4	0
201319302237	1	4.1758	2	1	1	74	4	0
201319302237	2	4.1758	2	1	1	74	4	0
201319302314	1	4.1758	2	1	2	74	4	0
201319302314	2	4.1758	2	1	2	74	4	0
201319302359	1	4.1758	2	1	1	74	4	0
201319302359	2	4.1758	2	1	1	74	4	0
201319302395	1	91.8676	2	5	1	74	4	0
201319302395	2	91.8676	2	5	1	74	4	0
201319302399	1	350.7672	2	4	1	74	4	0
201319302399	2	350.7672	2	4	1	74	4	99
201319302409	1	4.1758	2	1	9	74	4	0
201319302409	2	4.1758	2	1	9	74	4	0
201319302424	1	20.879	2	3	9	74	4	0
201319302482	1	20.879	2	3	1	74	4	0
201319302502	1	208.79	2	6	1	74	4	0
201319302502	2	208.79	2	6	1	74	4	0
201319302509	1	4.1758	2	1	1	74	4	0
201319302509	2	4.1758	2	1	1	74	4	0
201319302561	1	20.879	2	3	2	74	4	0
201319302646	1	20.879	2	3	9	74	4	0
201319302670	1	350.7672	2	4	2	74	4	0
201319302670	2	350.7672	2	4	2	74	4	99
201319302681	1	208.79	2	6	2	74	4	99
201319302682	1	20.879	2	3	2	74	4	0
201319302756	1	4.1758	2	1	1	74	4	0
201319302756	2	4.1758	2	1	1	74	4	0
201319302765	1	208.79	2	6	1	74	4	0
201319302777	1	58.4612	2	2	1	74	4	0
201319302777	2	58.4612	2	2	1	74	4	0
201319302777	3	58.4612	2	2	1	74	4	0
201319302799	1	4.1758	2	1	9	74	4	0
201319302799	2	4.1758	2	1	9	74	4	0
201319302863	1	20.879	2	3	9	74	4	0
201319302863	2	20.879	2	3	9	74	4	0
201319302869	1	350.7672	2	4	9	74	4	0
201319302869	2	350.7672	2	4	9	74	4	0
201319302902	1	350.7672	2	4	1	74	4	99
201319303015	1	91.8676	2	5	2	74	4	0
201319303015	2	91.8676	2	5	2	74	4	0
201319303098	1	4.1758	2	1	4	74	4	0
201319303099	1	4.1758	2	1	4	74	4	0
201319303195	1	4.1758	2	1	9	74	4	0
201319303211	1	208.79	2	6	9	74	4	0
201319303211	2	208.79	2	6	9	74	4	0
201319303237	1	4.1758	2	1	9	74	4	0
201319303237	2	4.1758	2	1	9	74	4	0
201319303250	1	350.7672	2	4	9	74	4	0
201319303250	2	350.7672	2	4	9	74	4	0
201319303259	1	4.1758	2	1	9	74	4	0
201319303259	2	4.1758	2	1	9	74	4	0
201319303292	1	350.7672	2	4	9	74	4	0
201319303323	1	20.879	2	3	1	74	4	0
201319303390	1	208.79	2	6	2	74	4	0
201319303419	1	91.8676	2	5	1	74	4	0
201319303419	2	91.8676	2	5	1	74	4	0
201319303431	1	20.879	2	3	1	74	4	0
201319303431	2	20.879	2	3	1	74	4	0
201319303431	3	20.879	2	3	1	74	4	0
201319303541	1	350.7672	2	4	3	74	4	0
201319303541	2	350.7672	2	4	3	74	4	0
201319303552	1	58.4612	2	2	4	74	4	0
201319303552	2	58.4612	2	2	4	74	4	0
201319303552	3	58.4612	2	2	4	74	4	0
201319303561	1	4.1758	2	1	2	74	4	0
201319303566	1	4.1758	2	1	2	74	4	0
201319303566	2	4.1758	2	1	2	74	4	0
201319303583	1	350.7672	2	4	2	74	4	0
201319303583	2	350.7672	2	4	2	74	4	0
201319398854	1	350.7672	2	4	1	74	4	0
201319398854	2	350.7672	2	4	1	74	4	0
201319398875	2	350.7672	2	4	9	74	4	99
201319398899	1	4.1758	2	1	1	74	4	0
201319399007	1	20.879	2	3	1	74	4	2
201319399016	1	208.79	2	6	1	74	4	0
201319399016	2	208.79	2	6	1	74	4	0
201319399055	1	350.7672	2	4	9	74	4	0
201319399055	2	350.7672	2	4	9	74	4	0
201319399064	1	208.79	2	6	9	74	4	0
201319399064	2	208.79	2	6	9	74	4	0
201319399079	1	4.1758	2	1	9	74	4	0
201319399103	1	4.1758	2	1	9	74	4	0
201319399103	2	4.1758	2	1	9	74	4	0
201319399139	1	4.1758	2	1	2	74	4	0
201319399139	2	4.1758	2	1	2	74	4	0
201319399164	1	208.79	2	6	9	74	4	0
201319399164	2	208.79	2	6	9	74	4	0
201319399222	1	91.8676	2	5	1	74	4	0
201319399222	2	91.8676	2	5	1	74	4	99
201319399224	1	20.879	2	3	1	74	4	0
201319399294	1	350.7672	2	4	1	74	4	0
201319399294	2	350.7672	2	4	1	74	4	0
201319399384	1	208.79	2	6	9	74	4	0
201319399384	2	208.79	2	6	9	74	4	0
201319399459	1	208.79	2	6	1	74	4	0
201319399459	2	208.79	2	6	1	74	4	0
201319399539	1	4.1758	2	1	9	74	4	0
201319399539	2	4.1758	2	1	9	74	4	0
201319399548	1	4.1758	2	1	9	74	4	0
201319399548	2	4.1758	2	1	9	74	4	0
201319399582	1	208.79	2	6	9	74	4	99
201319399637	1	20.879	2	3	9	74	4	0
201319399637	2	20.879	2	3	9	74	4	0
201319399638	1	350.7672	2	4	9	74	4	0
201319399638	2	350.7672	2	4	9	74	4	99
201319399653	1	4.1758	2	1	1	74	4	0
201319399653	2	4.1758	2	1	1	74	4	0
201319399698	1	208.79	2	6	1	74	4	0
201319399698	2	208.79	2	6	1	74	4	0
201319399779	1	4.1758	2	1	9	74	4	0
201319399788	1	350.7672	2	4	9	74	4	99
201319399895	1	4.1758	2	1	1	74	4	0
201319399895	2	4.1758	2	1	1	74	4	0
201319399921	1	208.79	2	6	9	74	4	0
201319399921	2	208.79	2	6	9	74	4	0
201319399934	1	20.879	2	3	9	74	4	0
201319399934	2	20.879	2	3	9	74	4	0
201320102479	1	8.0752	4	1	2	75	11	0
201320102479	2	8.0752	4	1	2	75	11	0
201320102507	1	347.2336	4	4	2	75	11	0
201320102507	2	347.2336	4	4	2	75	11	0
201320102557	1	14.066514	4	3	5	75	11	0
201320102587	1	84.399084	4	5	5	75	11	0
201320102587	2	84.399084	4	5	5	75	11	0
201320102587	3	84.399084	4	5	5	75	11	0
201320102589	1	210.99771	4	6	5	75	11	0
201320102589	2	210.99771	4	6	5	75	11	0
201320102589	3	210.99771	4	6	5	75	11	0
201320102595	1	14.066514	4	1	5	75	11	0
201320102595	2	14.066514	4	1	5	75	11	0
201320102595	3	14.066514	4	1	5	75	11	0
201320102595	4	14.066514	4	1	5	75	11	0
201320102597	1	351.66285	4	4	5	75	11	0
201320102597	2	351.66285	4	4	5	75	11	0
201320102614	1	14.066514	4	3	5	75	11	0
201320102650	1	209.9552	4	6	1	75	11	0
201320102650	2	209.9552	4	6	1	75	11	0
201320102659	1	16.1504	4	3	1	75	11	0
201320102663	1	88.8272	4	5	1	75	11	0
201320102663	2	88.8272	4	5	1	75	11	0
201320102717	1	347.2336	4	4	2	75	11	0
201320102717	2	347.2336	4	4	2	75	11	0
201320102738	1	8.0752	4	1	2	75	11	0
201320102738	2	8.0752	4	1	2	75	11	0
201320102739	1	209.9552	4	6	2	75	11	0
201320102739	2	209.9552	4	6	2	75	11	0
201320102801	1	351.66285	4	4	5	75	11	0
201320102801	2	351.66285	4	4	5	75	11	0
201320102805	1	210.99771	4	6	5	75	11	0
201320102805	2	210.99771	4	6	5	75	11	0
201320102832	1	88.8272	4	5	2	75	11	0
201320102832	2	88.8272	4	5	2	75	11	0
201320102836	1	347.2336	4	4	2	75	11	0
201320102836	2	347.2336	4	4	2	75	11	0
201320102838	1	16.1504	4	3	2	75	11	0
201320102886	1	16.1504	4	3	2	75	11	0
201320102886	2	16.1504	4	3	2	75	11	0
201320102893	1	209.9552	4	6	2	75	11	0
201320102893	2	209.9552	4	6	2	75	11	0
201320102893	3	209.9552	4	6	2	75	11	0
201320102911	1	88.8272	4	5	1	75	11	0
201320102936	1	8.0752	4	1	1	75	11	0
201320102936	2	8.0752	4	1	1	75	11	0
201320102936	3	8.0752	4	1	1	75	11	0
201320102948	1	8.0752	4	1	1	75	11	0
201320102973	1	84.399084	4	5	5	75	11	0
201320102973	2	84.399084	4	5	5	75	11	0
201320102975	1	14.066514	4	3	5	75	11	0
201320102987	1	347.2336	4	4	1	75	11	0
201320102987	2	347.2336	4	4	1	75	11	0
201320102993	1	209.9552	4	6	1	75	11	0
201320102995	1	88.8272	4	5	1	75	11	0
201320102995	2	88.8272	4	5	1	75	11	0
201320103077	1	8.0752	4	1	2	75	11	0
201320103077	2	8.0752	4	1	2	75	11	0
201320103108	1	347.2336	4	4	2	75	11	0
201320103108	2	347.2336	4	4	2	75	11	0
201320103129	1	209.9552	4	6	2	75	11	0
201320103129	2	209.9552	4	6	2	75	11	0
201320103173	1	351.66285	4	4	5	75	11	0
201320103211	1	84.399084	4	5	5	75	11	0
201320103211	2	84.399084	4	5	5	75	11	0
201320103214	1	210.99771	4	6	5	75	11	0
201320103214	2	210.99771	4	6	5	75	11	0
201320103238	1	351.66285	4	4	5	75	11	0
201320103238	2	351.66285	4	4	5	75	11	0
201320103290	1	209.9552	4	6	2	75	11	0
201320103290	2	209.9552	4	6	2	75	11	0
201320103305	1	347.2336	4	4	2	75	11	0
201320103305	2	347.2336	4	4	2	75	11	0
201320103320	1	84.399084	4	5	5	75	11	0
201320103320	2	84.399084	4	5	5	75	11	0
201320103320	3	84.399084	4	5	5	75	11	0
201320103320	4	84.399084	4	5	5	75	11	0
201320103332	1	210.99771	4	6	5	75	11	99
201320103332	2	210.99771	4	6	5	75	11	0
201320103357	1	209.9552	4	6	1	75	11	0
201320103357	2	209.9552	4	6	1	75	11	0
201320103377	1	347.2336	4	4	1	75	11	0
201320103377	2	347.2336	4	4	1	75	11	0
201320103418	1	14.066514	4	3	5	75	11	0
201320103436	1	8.0752	4	1	2	75	11	0
201320103436	2	8.0752	4	1	2	75	11	0
201320103450	1	88.8272	4	5	2	75	11	0
201320103450	2	88.8272	4	5	2	75	11	0
201320103456	1	84.399084	4	5	5	75	11	0
201320103456	2	84.399084	4	5	5	75	11	0
201320103456	3	84.399084	4	5	5	75	11	0
201320103485	1	16.1504	4	3	2	75	11	0
201320103485	2	16.1504	4	3	2	75	11	0
201320103489	1	347.2336	4	4	2	75	11	0
201320103489	2	347.2336	4	4	2	75	11	0
201320103490	1	209.9552	4	6	2	75	11	0
201320103490	2	209.9552	4	6	2	75	11	0
201320103557	1	8.0752	4	1	2	75	11	0
201320103557	2	8.0752	4	1	2	75	11	0
201320103585	1	16.1504	4	3	2	75	11	0
201320103585	2	16.1504	4	3	2	75	11	0
201320103594	1	347.2336	4	4	2	75	11	0
201320103594	2	347.2336	4	4	2	75	11	0
201320103596	1	16.1504	4	3	2	75	11	0
201320103629	1	209.9552	4	6	2	75	11	0
201320103629	2	209.9552	4	6	2	75	11	0
201320103648	1	56.5264	4	2	4	75	11	0
201320103648	2	56.5264	4	2	4	75	11	0
201320103648	3	56.5264	4	2	4	75	11	0
201320103668	1	88.8272	4	5	4	75	11	0
201320103668	2	88.8272	4	5	4	75	11	0
201320103686	1	351.66285	4	4	5	75	11	0
201320103686	2	351.66285	4	4	5	75	11	0
201320103688	1	14.066514	4	3	5	75	11	0
201320103697	1	210.99771	4	6	5	75	11	0
201320103697	2	210.99771	4	6	5	75	11	0
201320103723	1	16.1504	4	3	2	75	11	0
201320103743	1	347.2336	4	4	2	75	11	0
201320103743	2	347.2336	4	4	2	75	11	0
201320103867	1	84.399084	4	5	5	75	11	0
201320103867	2	84.399084	4	5	5	75	11	0
201320103890	1	88.8272	4	5	2	75	11	0
201320103890	2	88.8272	4	5	2	75	11	0
201320103890	3	88.8272	4	5	2	75	11	0
201320103900	1	16.1504	4	3	2	75	11	0
201320103909	1	347.2336	4	4	2	75	11	0
201320103985	1	347.2336	4	4	2	75	11	0
201320103985	2	347.2336	4	4	2	75	11	0
201320103988	1	16.1504	4	3	2	75	11	0
201320103988	2	16.1504	4	3	2	75	11	0
201320103991	1	209.9552	4	6	2	75	11	0
201320104025	1	14.066514	4	1	5	75	11	0
201320104025	2	14.066514	4	1	5	75	11	0
201320104035	1	14.066514	4	1	5	75	11	7
201320104035	2	14.066514	4	1	5	75	11	0
201320104037	1	351.66285	4	4	5	75	11	99
201320104037	2	351.66285	4	4	5	75	11	0
201320104054	1	347.2336	4	4	1	75	11	0
201320104054	2	347.2336	4	4	1	75	11	0
201320104069	1	209.9552	4	6	1	75	11	0
201320104079	1	16.1504	4	3	1	75	11	0
201320104079	2	16.1504	4	3	1	75	11	0
201320104107	1	14.066514	4	3	5	75	11	0
201320104107	2	14.066514	4	3	5	75	11	0
201320104109	1	210.99771	4	6	5	75	11	0
201320104109	2	210.99771	4	6	5	75	11	0
201320104129	1	14.066514	4	3	5	75	11	0
201320104152	1	16.1504	4	3	2	75	11	0
201320104178	1	347.2336	4	4	2	75	11	0
201320104178	2	347.2336	4	4	2	75	11	0
201320104196	1	16.1504	4	3	2	75	11	0
201320104202	1	209.9552	4	6	2	75	11	0
201320104202	2	209.9552	4	6	2	75	11	0
201320104233	1	8.0752	4	1	1	75	11	0
201320104239	1	88.8272	4	5	1	75	11	0
201320104239	2	88.8272	4	5	1	75	11	0
201320104254	1	347.2336	4	4	1	75	11	0
201320104254	2	347.2336	4	4	1	75	11	0
201320104257	1	209.9552	4	6	1	75	11	0
201320104290	1	16.1504	4	3	1	75	11	0
201320104290	2	16.1504	4	3	1	75	11	0
201320104296	1	16.1504	4	3	1	75	11	0
201320104300	1	8.0752	4	1	1	75	11	0
201320104300	2	8.0752	4	1	1	75	11	0
201320104300	3	8.0752	4	1	1	75	11	0
201320104300	4	8.0752	4	1	1	75	11	0
201320104311	1	8.0752	4	1	1	75	11	0
201320104311	2	8.0752	4	1	1	75	11	0
201320104359	1	347.2336	4	4	1	75	11	0
201320104359	2	347.2336	4	4	1	75	11	0
201320104364	1	16.1504	4	3	1	75	11	0
201320104365	1	8.0752	4	1	1	75	11	0
201320104365	2	8.0752	4	1	1	75	11	0
201320104384	1	16.1504	4	3	2	75	11	0
201320104384	2	16.1504	4	3	2	75	11	0
201320104394	1	347.2336	4	4	2	75	11	0
201320104394	2	347.2336	4	4	2	75	11	0
201320104424	1	16.1504	4	3	2	75	11	0
201320104432	1	351.66285	4	4	5	75	11	0
201320104432	2	351.66285	4	4	5	75	11	0
201320104444	1	14.066514	4	3	5	75	11	0
201320104475	1	14.066514	4	3	5	75	11	99
201320104479	1	210.99771	4	6	5	75	11	0
201320104479	2	210.99771	4	6	5	75	11	0
201320104484	1	14.066514	4	3	5	75	11	0
201320104510	1	351.66285	4	4	5	75	11	0
201320104510	2	351.66285	4	4	5	75	11	0
201320104511	1	84.399084	4	5	5	75	11	0
201320104511	2	84.399084	4	5	5	75	11	0
201320104527	1	14.066514	4	3	5	75	11	0
201320104527	2	14.066514	4	3	5	75	11	0
201320104548	1	14.066514	4	3	5	75	11	0
201320104571	1	210.99771	4	6	5	75	11	0
201320104607	1	14.066514	4	3	5	75	11	0
201320104607	2	14.066514	4	3	5	75	11	0
201320104616	1	84.399084	4	5	5	75	11	0
201320104630	1	16.1504	4	3	1	75	11	0
201320104647	1	209.9552	4	6	1	75	11	0
201320104655	1	347.2336	4	4	1	75	11	0
201320104655	2	347.2336	4	4	1	75	11	0
201320104658	1	16.1504	4	3	1	75	11	0
201320104679	1	88.8272	4	5	1	75	11	0
201320104679	2	88.8272	4	5	1	75	11	0
201320104682	1	56.5264	4	2	1	75	11	0
201320104682	2	56.5264	4	2	1	75	11	0
201320104688	1	16.1504	4	3	1	75	11	0
201320104711	1	351.66285	4	4	5	75	11	0
201320104711	2	351.66285	4	4	5	75	11	0
201320104711	3	351.66285	4	4	5	75	11	0
201320104713	1	14.066514	4	3	5	75	11	0
201320104725	1	210.99771	4	6	5	75	11	0
201320104725	2	210.99771	4	6	5	75	11	0
201320104790	1	16.1504	4	3	1	75	11	0
201320104799	1	347.2336	4	4	1	75	11	0
201320104799	2	347.2336	4	4	1	75	11	0
201320104805	1	88.8272	4	5	1	75	11	0
201320104812	1	209.9552	4	6	1	75	11	0
201320104812	2	209.9552	4	6	1	75	11	0
201320104851	1	14.066514	4	3	5	75	11	0
201320104862	1	14.066514	4	3	5	75	11	0
201320104863	1	351.66285	4	4	5	75	11	0
201320104863	2	351.66285	4	4	5	75	11	0
201320104871	1	14.066514	4	3	5	75	11	0
201320104871	2	14.066514	4	3	5	75	11	0
201320104892	1	8.0752	4	1	1	75	11	0
201320104892	2	8.0752	4	1	1	75	11	0
201320104892	3	8.0752	4	1	1	75	11	0
201320104917	1	16.1504	4	3	1	75	11	0
201320104918	1	8.0752	4	1	1	75	11	0
201320104930	1	347.2336	4	4	1	75	11	0
201320104930	2	347.2336	4	4	1	75	11	0
201320104983	1	88.8272	4	5	1	75	11	0
201320105008	1	16.1504	4	3	1	75	11	0
201320105019	1	8.0752	4	1	1	75	11	0
201320105019	2	8.0752	4	1	1	75	11	0
201320105022	1	56.5264	4	2	1	75	11	0
201320105023	1	16.1504	4	3	1	75	11	0
201320105034	1	210.99771	4	6	5	75	11	0
201320105034	2	210.99771	4	6	5	75	11	0
201320105046	1	14.066514	4	1	5	75	11	0
201320105056	1	209.9552	4	6	1	75	11	0
201320105058	1	347.2336	4	4	1	75	11	0
201320105058	2	347.2336	4	4	1	75	11	0
201320105107	1	84.399084	4	5	5	75	11	0
201320105107	2	84.399084	4	5	5	75	11	0
201320105107	3	84.399084	4	5	5	75	11	0
201320105108	1	14.066514	4	3	5	75	11	0
201320105170	1	210.99771	4	6	5	75	11	0
201320105170	2	210.99771	4	6	5	75	11	0
201320105172	1	351.66285	4	4	5	75	11	0
201320105172	2	351.66285	4	4	5	75	11	0
201320105176	1	14.066514	4	1	5	75	11	0
201320105176	2	14.066514	4	1	5	75	11	0
201320105177	1	14.066514	4	3	5	75	11	0
201320105178	1	14.066514	4	3	5	75	11	0
201320105186	1	209.9552	4	6	1	75	11	0
201320105186	2	209.9552	4	6	1	75	11	0
201320105191	1	16.1504	4	3	1	75	11	0
201320105216	1	14.066514	4	1	5	75	11	0
201320105216	2	14.066514	4	1	5	75	11	0
201320105216	3	14.066514	4	1	5	75	11	0
201320105250	1	351.66285	4	4	5	75	11	99
201320105250	2	351.66285	4	4	5	75	11	0
201320105263	1	14.066514	4	3	5	75	11	0
201320105300	1	209.9552	4	6	1	75	11	0
201320105300	2	209.9552	4	6	1	75	11	0
201320105310	1	8.0752	4	1	1	75	11	0
201320105310	2	8.0752	4	1	1	75	11	0
201320105310	3	8.0752	4	1	1	75	11	0
201320105351	1	84.399084	4	5	5	75	11	0
201320105351	2	84.399084	4	5	5	75	11	0
201320105354	1	210.99771	4	6	5	75	11	0
201320105354	2	210.99771	4	6	5	75	11	0
201320105359	1	351.66285	4	4	5	75	11	0
201320105359	2	351.66285	4	4	5	75	11	0
201320105387	1	16.1504	4	3	1	75	11	0
201320105387	2	16.1504	4	3	1	75	11	0
201320105400	1	8.0752	4	1	1	75	11	1
201320105425	1	88.8272	4	5	1	75	11	0
201320105425	2	88.8272	4	5	1	75	11	0
201320105468	1	347.2336	4	4	1	75	11	0
201320105468	2	347.2336	4	4	1	75	11	0
201320105498	1	88.8272	4	5	1	75	11	0
201320105498	2	88.8272	4	5	1	75	11	0
201320105504	1	56.5264	4	2	1	75	11	0
201320105504	2	56.5264	4	2	1	75	11	0
201320105521	1	351.66285	4	4	5	75	11	0
201320105521	2	351.66285	4	4	5	75	11	0
201320105538	1	209.9552	4	6	1	75	11	0
201320105538	2	209.9552	4	6	1	75	11	0
201320105545	1	16.1504	4	3	1	75	11	0
201320105568	1	14.066514	4	1	5	75	11	0
201320105568	2	14.066514	4	1	5	75	11	0
201320105571	1	14.066514	4	1	5	75	11	0
201320105572	1	210.99771	4	6	5	75	11	0
201320105572	2	210.99771	4	6	5	75	11	0
201320105572	3	210.99771	4	6	5	75	11	0
201320105579	1	56.266056	4	2	5	75	11	0
201320105579	2	56.266056	4	2	5	75	11	0
201320105586	1	14.066514	4	1	5	75	11	0
201320105607	1	84.399084	4	5	5	75	11	0
201320105607	2	84.399084	4	5	5	75	11	0
