CASENUM	VEH_NO	WEIGHT	REGION	STRATUM	PJ	PSU	PSUSTRAT	PVE_FORMS	PNUMOCCS	PMONTH	PHOUR	PMINUTE	PHARM_EV	PMAN_COLL	PTYPE	PHIT_RUN	PMAKE	PMODEL	PBODYTYP	PMODYEAR	PVIN	PTRAILER	PMCARR_I1	PMCARR_I2	PMCARR_ID	PGVWR	PV_CONFIG	PCARGTYP	PHAZ_INV	PHAZPLAC	PHAZ_ID	PHAZ_CNO	PHAZ_REL	PBUS_USE	PSP_USE	PEM_USE	PIMPACT1	PVEH_SEV	PTOWED	PM_HARM	PVEH_SC1	PVEH_SC2	PFIRE
201317685953	2	5.2138	3	1	1	49	7	1	0	3	3	0	33	0	3	0	18	3	4	2002	1G4CW54K9242	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	6	2	12	0	0	0
201317685953	3	5.2138	3	1	1	49	7	1	0	3	3	0	33	0	3	0	14	6	4	1995	2MELM74W1SX6	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	2	5	12	0	0	0
201317685958	3	5.2138	3	1	1	49	7	2	0	3	2	30	12	6	3	0	97	997	98	9998	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	98	8	6	8	5	12	99	99	0
201317686129	2	208.552	3	6	1	49	7	1	0	3	3	45	33	0	3	0	12	422	15	2001	1FMRU15W11LB	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	2	5	12	0	0	0
201317686141	2	349.3246	3	4	1	49	7	1	0	3	21	21	14	0	2	0	7	24	4	2010	2B3CA4CD3AH1	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	61	4	5	12	0	0	0
201317686296	2	88.6346	3	5	1	49	7	1	0	3	12	5	42	0	2	0	48	34	6	2006	4S4BP62C5663	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	3	2	5	12	0	0	0
201317687193	2	349.3246	3	4	1	49	7	1	0	4	9	0	14	0	2	0	22	22	1	2007	1G2ZH35N9741	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	11	6	2	12	0	0	0
201317688068	2	349.3246	3	4	1	49	7	1	0	5	1	0	14	0	3	0	18	2	4	2001	1G4HP54K9141	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	2	5	12	0	0	0
201317688402	2	5.2138	3	1	1	49	7	1	0	5	0	15	14	0	2	0	20	880	67	2001	1GCJC33121F1	1	77	777777777	77777777777	2	4	98	1	0	0	0	0	0	0	0	6	2	5	12	0	0	0
201317688530	2	20.8552	3	3	1	49	7	1	0	5	22	35	14	0	3	0	22	32	6	2005	5Y2SL63855Z4	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	5	2	5	12	0	0	0
201317688530	3	20.8552	3	3	1	49	7	1	0	5	22	35	14	0	3	0	20	443	20	2000	1GNDX03E5YD2	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	83	2	5	14	0	0	0
201317688531	2	62.5656	3	2	1	49	7	1	0	5	0	56	14	0	2	0	12	471	30	2003	1FTYR14V83PA	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	61	6	2	12	36	0	0
201317688531	3	62.5656	3	2	1	49	7	1	0	5	0	56	14	0	2	0	20	481	31	2008	1GCEC19C98Z2	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	61	4	5	12	0	0	0
201317688531	4	62.5656	3	2	1	49	7	1	0	5	0	56	14	0	2	0	35	47	4	1998	1N4DL01D1WC1	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	2	5	14	0	0	0
201317689607	2	88.6346	3	5	1	49	7	1	1	6	21	35	14	0	2	0	7	24	4	2010	2B3CA4CV6AH3	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	6	2	12	41	0	0
201317690313	2	88.6346	3	5	1	49	7	1	0	7	0	48	14	0	2	0	20	37	4	2004	1G1ZS52F24F2	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	6	2	12	0	0	0
201317690440	3	5.2138	3	1	1	49	7	2	0	7	14	26	12	1	2	0	7	24	4	2007	2B3KA43G27H8	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	81	2	5	12	0	0	0
201317691260	2	5.2138	3	1	1	49	7	1	0	8	3	48	14	0	2	0	6	43	4	2005	1C3EL46X75N6	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	6	2	12	0	0	0
201317691356	2	208.552	3	6	1	49	7	1	0	8	22	0	14	0	2	0	52	34	4	2003	4A3AA46G83E1	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	6	2	12	0	0	0
201317691356	3	208.552	3	6	1	49	7	1	0	8	22	0	14	0	2	0	38	402	14	1999	4S2CK58W1X43	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	11	2	5	14	0	0	0
201317691365	2	62.5656	3	2	1	49	7	1	0	8	13	15	14	0	2	0	19	421	15	2004	1GYEK63N74R2	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	10	2	5	12	0	0	0
201317691725	2	208.552	3	6	1	49	7	1	0	8	20	4	14	0	2	0	7	442	20	1994	1B4GH44R2RX1	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	12	4	5	12	0	0	0
201317691725	3	208.552	3	6	1	49	7	1	0	8	20	4	14	0	2	0	12	461	21	1995	1FBJS31H8SHB	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	12	2	5	12	0	0	0
201317691880	3	5.2138	3	1	1	49	7	2	0	8	12	25	12	6	3	0	69	54	3	2008	WMWMF33588TU	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	3	2	5	12	0	0	0
201317692481	2	2.6069	3	1	3	49	7	1	0	9	0	40	14	0	2	0	20	421	15	2001	1GNEC13T11J1	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	6	2	12	0	0	0
201317693107	2	208.552	3	6	1	49	7	1	0	9	19	19	14	0	2	0	20	2	4	2013	2G1WC5E34D11	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	2	3	12	0	0	0
201317694271	2	349.3246	3	4	1	49	7	1	0	10	0	20	14	0	2	0	20	37	4	2007	1G1ZT58F97F2	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	9	2	5	12	0	0	0
201317694271	3	349.3246	3	4	1	49	7	1	0	10	0	20	14	0	2	0	30	47	1	2004	3VWCM31Y54M3	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	63	2	5	12	0	0	0
201317694533	2	349.3246	3	4	1	49	7	1	0	10	17	0	14	0	2	0	59	31	4	2013	JTHBK1GG4D20	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	63	2	5	12	0	0	0
201317695673	2	88.6346	3	5	1	49	7	1	0	11	20	15	14	0	2	0	7	442	20	2003	1D4GP25313B1	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	6	2	12	0	0	0
201317696496	2	349.3246	3	4	1	49	7	1	0	11	1	31	14	0	2	0	37	32	4	1997	1HGCD5600VA1	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	2	5	12	0	0	0
201317696976	2	349.3246	3	4	1	49	7	1	0	12	99	99	14	0	2	0	51	881	66	2004	4V4NC9TG14N3	1	57	001793410	57001793410	3	6	3	1	0	0	0	0	0	0	0	11	4	5	12	0	0	0
201318443940	2	315	2	6	8	72	13	1	0	1	0	20	14	0	2	0	20	37	4	2009	1G1ZG57B79F1	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	63	8	5	12	0	0	0
201318443958	2	90	2	2	8	72	13	1	1	1	14	35	14	0	2	0	49	402	14	2009	JTMZF33V79D0	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	9	8	5	12	0	0	0
201318444007	2	525	2	4	8	72	13	1	1	1	8	45	14	0	2	0	14	17	4	1996	1MELM53S6TG6	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	12	8	5	12	0	0	0
201318444206	2	315	2	6	8	72	13	1	0	1	1	15	14	0	2	0	35	47	4	2012	1N4AL2AP8CC1	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	5	6	5	12	0	0	0
201318444206	3	315	2	6	8	72	13	1	0	1	1	15	14	0	2	0	35	47	4	2010	1N4AL2AP7AN4	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	5	8	5	12	0	0	0
201318445340	2	135	2	5	8	72	13	1	0	3	5	27	14	0	2	0	55	35	9	2010	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	82	8	5	12	0	0	0
201318445340	3	135	2	5	8	72	13	1	0	3	5	27	14	0	2	0	20	37	9	2006	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	8	5	12	0	0	0
201318446058	2	525	2	4	8	72	13	1	0	4	0	15	14	0	2	0	30	40	4	2004	3VWSR69M14M1	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	63	6	2	14	0	0	0
201318446058	3	525	2	4	8	72	13	1	0	4	0	15	14	0	2	0	30	40	6	2011	3VWPX7AJ7BM6	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	61	8	5	12	0	0	0
201318447220	2	7.5	2	1	8	72	13	1	1	6	22	2	14	0	2	0	23	471	30	1998	1GTCT19X8W85	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	63	6	2	12	0	0	0
201318447383	2	90	2	2	8	72	13	1	1	6	10	10	14	0	2	0	82	881	63	2009	1FVHC3BS19HA	0	88	888888888	88888888888	3	2	4	1	0	0	0	0	0	0	0	10	6	2	12	0	0	0
201318447970	2	7.5	2	1	8	72	13	1	0	6	6	0	14	0	2	0	99	884	66	9999	888888888888	1	57	28633	5728633	3	6	98	2	2	1219	88	1	0	0	0	6	8	5	12	0	0	0
201318448186	2	315	2	6	8	72	13	1	0	6	1	55	14	0	2	0	35	443	20	2007	5N1BV28U67N1	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	63	6	2	12	0	0	0
201318448215	2	525	2	4	8	72	13	1	0	6	99	99	14	0	2	0	32	42	4	2001	WAUBH54B81N0	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	61	8	5	12	0	0	0
201318448656	3	7.5	2	1	8	72	13	2	0	6	6	14	12	6	2	0	2	404	14	1993	1J4GZ78S1PC1	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	8	5	12	0	0	0
201318448656	4	7.5	2	1	8	72	13	2	0	6	6	14	12	6	2	0	23	401	14	2004	1GKET16S5461	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	5	8	5	12	0	0	0
201318448794	2	7.5	2	1	8	72	13	1	0	6	15	30	14	0	2	0	55	33	4	2006	5NPEU46C66H1	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	7	8	5	12	0	0	0
201318448794	3	7.5	2	1	8	72	13	1	0	6	15	30	14	0	2	0	14	6	4	2007	2MEFM74VX7X6	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	11	6	2	12	36	0	0
201318449324	2	525	2	4	8	72	13	1	0	7	7	0	8	0	2	0	2	404	14	1999	1J4GW58S6XC6	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	82	8	5	12	0	0	0
201318449547	1	525	2	4	8	72	13	1	1	7	14	19	14	0	2	0	58	35	4	1998	JNKCA21A5WT6	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	9	8	5	12	0	0	0
201318449580	2	7.5	2	1	8	72	13	1	0	7	5	40	14	0	2	0	48	34	4	2005	4S3BL6861562	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	6	2	12	0	0	0
201318449580	3	7.5	2	1	8	72	13	1	0	7	5	40	14	0	2	0	21	21	4	2003	1G3NK52F63C1	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	8	5	12	0	0	0
201318449667	2	525	2	4	8	72	13	1	0	7	4	35	14	0	2	0	35	39	4	2011	1N4AA5AP4BC8	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	12	6	2	12	0	0	0
201318449782	2	525	2	4	8	72	13	1	0	7	9	50	14	0	2	0	12	401	14	1998	1FMPU18L6WLA	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	62	8	5	12	0	0	0
201318450156	2	525	2	4	8	72	13	1	1	8	10	0	14	0	2	0	12	461	21	2013	1FTNE2EW5DDA	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	9	8	5	12	0	0	0
201318450246	2	7.5	2	1	8	72	13	1	0	8	15	0	14	0	2	0	58	421	15	2011	JN8AZ2NE3B90	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	6	2	12	0	0	0
201318450810	2	525	2	4	8	72	13	1	0	8	19	20	14	0	2	0	35	401	14	2000	JN8AR07Y0YW4	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	63	8	5	12	0	0	0
201318451150	2	525	2	4	8	72	13	1	1	9	15	7	14	0	2	0	20	421	15	1997	1GNEK13R3VJ4	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	11	8	5	12	0	0	0
201318452482	2	525	2	4	8	72	13	1	0	10	9	0	14	0	2	0	20	461	21	2008	1GCFG15X2811	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	61	8	5	12	0	0	0
201318453253	2	525	2	4	8	72	13	1	0	11	16	30	14	0	2	0	23	870	62	1990	1GDG4T1Z9LV5	0	77	777777777	77777777777	2	1	1	1	0	0	0	0	0	0	0	83	8	5	12	0	0	0
201318453696	2	525	2	4	8	72	13	1	0	11	8	50	14	0	2	0	42	421	15	2007	4JGBF71E47A1	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	62	8	5	12	0	0	0
201318453822	2	525	2	4	8	72	13	1	1	11	17	37	14	0	2	0	59	31	4	2002	JTHBF30GX200	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	62	8	5	12	0	0	0
201318453993	2	525	2	4	8	72	13	1	0	11	14	0	14	0	2	0	20	441	20	2000	1GCDM19W8YB1	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	62	8	5	12	0	0	0
201318454001	2	90	2	2	8	72	13	1	0	11	14	5	40	0	2	0	20	25	4	2013	1G1PC5SB1D71	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	6	2	12	0	0	0
201318454064	2	7.5	2	1	8	72	13	1	0	11	5	10	14	0	2	0	49	32	4	2010	1NXBU4EE1A23	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	62	6	2	12	0	0	0
201318454073	3	90	2	2	8	72	13	2	0	11	9	3	12	6	3	0	12	442	20	1998	2FMZA51UXWBD	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	82	8	5	12	0	0	0
201318454073	4	90	2	2	8	72	13	2	0	11	9	3	12	6	3	0	20	16	4	2004	1G1JC52F5471	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	82	0	5	14	0	0	0
201318455139	2	90	2	2	8	72	13	1	0	12	4	0	14	0	2	0	55	35	4	2001	KMHDN45D81U1	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	7	6	2	12	0	0	0
201318455139	3	90	2	2	8	72	13	1	0	12	4	0	14	0	2	0	59	34	4	2001	JT8BL69S3100	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	6	2	12	0	0	0
201318455139	4	90	2	2	8	72	13	1	0	12	4	0	14	0	2	0	49	49	6	2008	JTLKE50E3810	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	8	5	14	0	0	0
201318455139	5	90	2	2	8	72	13	1	0	12	4	0	14	0	2	0	6	43	4	2008	1C3LC66J58N2	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	8	5	14	0	0	0
201318455203	2	7.5	2	1	8	72	13	1	0	12	23	50	30	0	3	0	7	442	20	2001	1B4GP24321B2	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	61	8	5	12	0	0	0
201318455203	3	7.5	2	1	8	72	13	1	0	12	23	50	30	0	3	0	12	401	14	2000	1FMZU73E0YZA	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	61	8	5	14	0	0	0
201318910333	2	208.6314	2	6	2	73	5	1	0	1	0	55	14	0	2	0	12	461	21	2006	1FTSE34L46DA	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	12	6	2	12	0	0	0
201318910540	2	87.8448	2	5	2	73	5	1	0	1	19	31	14	0	2	0	22	22	2	2007	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	6	2	12	0	0	0
201318910540	3	87.8448	2	5	2	73	5	1	0	1	19	31	14	0	2	0	20	481	31	2008	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	8	5	14	0	0	0
201318910540	4	87.8448	2	5	2	73	5	1	0	1	19	31	14	0	2	0	12	17	4	2004	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	8	5	14	0	0	0
201318910711	2	351.3792	2	4	2	73	5	1	0	1	16	58	14	0	2	0	20	36	2	2004	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	62	8	5	12	0	0	0
201318910877	2	5.4903	2	1	3	73	5	1	0	1	10	15	42	0	3	0	97	997	98	9998	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	99	8	98	8	5	12	99	99	0
201318911785	2	351.175561	2	4	10	73	5	1	0	2	19	13	14	0	2	0	20	2	4	2011	2G1WF5EK0B12	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	12	8	5	12	0	0	0
201318912459	2	351.3792	2	4	1	73	5	1	0	3	15	15	14	0	2	0	20	37	4	2004	1G1ND52F24M6	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	63	8	5	12	0	0	0
201318913173	2	351.3792	2	4	2	73	5	1	1	4	8	50	14	0	3	0	7	403	14	2007	1D8GU28K97W5	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	8	5	12	0	0	0
201318913711	2	351.3792	2	4	2	73	5	1	0	5	13	47	14	0	2	0	12	481	31	2001	999999999999	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	8	5	12	0	0	0
201318914532	2	354.403525	2	4	5	73	5	1	0	6	14	15	14	0	2	0	20	421	15	2008	1GNFK13028R1	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	62	8	5	12	36	0	0
201318914542	2	91.132335	2	5	5	73	5	1	0	6	4	33	53	0	3	0	20	481	31	2004	1GCEK19T94E3	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	83	8	5	12	0	0	0
201318914567	2	346.286832	2	4	9	73	5	1	0	5	2	15	14	0	2	0	18	401	14	2006	3G5DA03L06S6	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	8	5	12	0	0	0
201318914573	2	351.175561	2	4	10	73	5	1	0	5	0	10	14	0	2	0	23	881	63	1991	1GDM6H1J9MJ5	0	77	777777777	77777777777	3	1	98	1	0	0	0	0	0	0	0	63	8	5	12	0	0	0
201318914650	2	351.3792	2	4	1	73	5	1	0	6	19	30	14	0	2	0	53	34	4	2008	KL5JD56Z68K9	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	62	8	5	12	0	0	0
201318914839	2	354.403525	2	4	5	73	5	1	0	6	2	0	14	0	2	0	23	481	31	2008	1GTEC14C78Z2	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	9	8	5	12	0	0	0
201318914845	2	216.42927	2	6	9	73	5	1	0	6	22	52	14	0	2	0	2	404	14	2000	1J4GW58N1YC1	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	8	5	12	0	0	0
201318914938	2	351.3792	2	4	2	73	5	1	0	6	21	25	14	0	2	0	22	16	2	1997	1G2JB1246V76	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	9	8	5	12	0	0	0
201318914973	3	21.9612	2	3	2	73	5	2	0	6	4	7	12	2	2	0	85	881	66	2000	1XKADB9X4YJ8	1	57	154454	57154454	3	6	8	1	0	0	0	0	0	0	0	11	8	5	12	0	0	0
201318915149	2	351.3792	2	4	3	73	5	1	0	6	10	10	14	0	2	0	20	23	6	2006	3GNDA23D46S6	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	11	8	5	12	0	0	0
201318915322	2	21.9612	2	3	2	73	5	1	0	7	16	15	14	0	2	0	52	40	9	2001	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	12	8	5	12	0	0	0
201318915857	2	351.3792	2	4	1	73	5	1	0	7	22	30	14	0	2	0	20	2	4	2006	2G1WD58C0692	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	12	8	5	12	0	0	0
201318916461	2	351.3792	2	4	1	73	5	1	0	8	3	0	14	0	2	0	23	481	40	1995	2GTFC29K5S15	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	8	5	12	0	0	0
201318916501	3	5.4903	2	1	2	73	5	2	0	8	18	5	12	2	2	0	49	40	4	2000	4T1BF28K0YU9	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	63	8	5	12	0	0	0
201318916595	2	21.642927	2	3	9	73	5	1	0	8	1	24	14	0	2	0	12	17	4	2003	1FAHP56S23G1	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	8	5	12	0	0	0
201318917494	3	351.3792	2	4	2	73	5	2	0	9	15	52	12	6	2	0	20	401	14	2000	999999999999	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	62	8	5	12	0	0	0
201318917494	4	351.3792	2	4	2	73	5	2	0	9	15	52	12	6	2	0	20	481	31	1995	999999999999	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	12	8	5	12	0	0	0
201318918038	3	5.4903	2	1	3	73	5	2	0	10	12	5	12	2	3	0	9	2	2	1969	RM23H9A31075	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	13	2	5	12	0	0	0
201318918252	2	351.3792	2	4	2	73	5	1	0	10	19	3	14	0	2	0	41	50	4	2003	1YVHP80D635M	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	62	8	5	12	0	0	0
201318918301	2	31.925051	2	3	10	73	5	1	0	10	0	32	14	0	2	0	20	16	2	1997	1G1JC124XV72	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	62	8	5	12	0	0	0
201318918461	2	87.8448	2	5	2	73	5	1	0	10	13	35	14	0	2	0	7	442	20	1999	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	8	5	12	0	0	0
201318919029	2	354.403525	2	4	5	73	5	1	0	11	18	47	14	0	3	0	20	37	4	2010	1G1ZD5E7XAF1	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	8	5	12	0	0	0
201318919667	2	5.4903	2	1	1	73	5	1	0	11	18	25	14	0	2	0	55	33	4	2009	5NPET46C29H4	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	5	8	5	12	0	0	0
201318919788	2	351.3792	2	4	2	73	5	1	0	12	12	19	14	0	2	0	18	2	4	2002	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	82	8	5	12	0	0	0
201318920201	2	208.6314	2	6	4	73	5	1	0	12	11	50	14	0	2	0	12	461	21	2005	1FTRE14W35HA	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	83	8	5	12	0	0	0
201318920271	2	351.3792	2	4	2	73	5	1	0	12	5	29	14	0	2	0	7	24	4	2010	2B3CA3CV2AH2	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	8	5	12	0	0	0
201318920271	3	351.3792	2	4	2	73	5	1	0	12	5	29	14	0	2	0	99	999	49	9999	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	8	5	14	0	0	0
201318920319	2	346.286832	2	4	9	73	5	1	0	12	23	45	14	0	2	0	6	52	1	2005	3C3AY75S25T5	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	8	5	12	0	0	0
201318920483	2	208.6314	2	6	2	73	5	1	0	12	1	23	14	0	2	0	7	24	4	2007	999999999999	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	63	8	5	12	0	0	0
201319300279	3	350.7672	2	4	1	74	4	2	0	5	14	20	12	2	2	0	35	39	4	2000	JN1CA31D8YT7	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	8	5	12	0	0	0
201319300279	4	350.7672	2	4	1	74	4	2	0	5	14	20	12	2	2	0	12	402	14	2003	1FMCU92163KD	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	8	5	14	0	0	0
201319300521	2	208.79	2	6	9	74	4	1	0	5	2	12	14	0	2	0	12	481	31	2013	1FTFW1EF0DFC	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	7	4	5	12	0	0	0
201319300945	2	4.1758	2	1	1	74	4	1	0	6	0	42	14	0	2	0	12	17	4	2002	1FAFP53U82G2	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	6	2	12	0	0	0
201319300945	3	4.1758	2	1	1	74	4	1	0	6	0	42	14	0	3	0	49	32	4	2006	1NXBR32E86Z6	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	3	6	2	12	0	0	0
201319300945	4	4.1758	2	1	1	74	4	1	0	6	0	42	14	0	3	0	6	441	20	2003	2C4GP24RX3R3	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	83	4	5	12	0	0	0
201319301724	2	20.879	2	3	9	74	4	1	0	8	1	0	14	0	2	0	41	35	4	2002	JM1BJ2259204	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	62	4	5	12	0	0	0
201319302134	1	20.879	2	3	9	74	4	1	0	9	0	15	14	0	2	0	22	16	2	2002	1G2JB1242273	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	4	5	12	0	0	0
201319302902	2	350.7672	2	4	1	74	4	1	0	11	0	0	14	0	2	0	49	40	4	2012	4T1BF1FK8CU1	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	63	4	5	12	0	0	0
201319303099	2	4.1758	2	1	4	74	4	1	0	11	13	15	14	0	2	0	41	471	30	2006	4F4YR12U46PM	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	9	6	2	12	0	0	0
201319398875	1	350.7672	2	4	9	74	4	1	0	1	11	0	14	0	2	0	20	16	4	2003	1G1JC52F7372	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	4	5	12	0	0	0
201319399224	2	20.879	2	3	1	74	4	1	0	2	11	6	14	0	2	0	18	7	4	2002	2G4WS52J5212	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	8	5	12	0	0	0
201320102993	2	209.9552	4	6	1	75	11	1	0	2	9	50	14	0	2	0	12	17	4	2013	1FAHP2MT8DG1	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	5	5	7	6	2	12	0	0	0
