CASENUM	VEH_NO	WEIGHT	REGION	STRATUM	PJ	PSU	PSUSTRAT	PVE_FORMS	PNUMOCCS	PMONTH	PHOUR	PMINUTE	PHARM_EV	PMAN_COLL	PTYPE	PHIT_RUN	PMAKE	PMODEL	PBODYTYP	PMODYEAR	PVIN	PTRAILER	PMCARR_I1	PMCARR_I2	PMCARR_ID	PGVWR	PV_CONFIG	PCARGTYP	PHAZ_INV	PHAZPLAC	PHAZ_ID	PHAZ_CNO	PHAZ_REL	PBUS_USE	PSP_USE	PEM_USE	PIMPACT1	PVEH_SEV	PTOWED	PM_HARM	PVEH_SC1	PVEH_SC2	PFIRE
201310436806	2	81.438	1	5	3	2	3	1	0	1	3	40	53	0	3	0	37	999	49	2001	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	83	8	8	12	0	0	0
201310437039	2	323.32026	1	4	4	2	3	1	0	2	16	57	14	0	2	0	12	999	49	2005	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	9	8	5	12	0	0	0
201310437078	2	197.12122	1	6	6	2	3	1	1	2	6	0	14	0	2	0	48	399	4	1996	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	6	2	12	0	0	0
201310437179	2	323.32026	1	4	4	2	3	1	0	3	12	6	14	0	2	0	37	399	2	2007	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	62	8	8	12	0	0	0
201310437364	2	352.898	1	4	2	2	3	1	1	3	17	49	14	0	2	0	30	399	4	2012	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	9	8	5	12	0	0	0
201310437485	2	215.54684	1	6	4	2	3	1	0	4	11	10	14	0	2	0	23	999	49	2008	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	8	8	12	0	0	0
201310437700	3	179.70652	1	6	10	2	3	2	0	4	13	38	12	6	3	0	42	999	49	2011	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	3	6	2	12	0	0	0
201310437785	2	352.898	1	4	1	2	3	1	0	5	1	22	14	0	2	0	7	399	4	1998	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	12	8	5	12	0	0	0
201310437994	2	352.898	1	4	3	2	3	1	0	6	10	38	14	0	2	0	35	399	4	2009	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	11	8	5	12	0	0	0
201310438016	2	323.32026	1	4	4	2	3	1	0	6	17	43	14	0	2	0	48	399	4	2004	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	63	8	5	12	0	0	0
201310438024	1	359.41304	1	4	10	2	3	1	0	6	17	13	14	0	2	0	37	399	4	1996	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	12	8	8	12	0	0	0
201310438075	1	344.962135	1	4	6	2	3	1	0	6	0	0	14	0	2	0	35	399	4	2000	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	9	8	5	12	0	0	0
201310438542	2	352.898	1	4	2	2	3	1	1	7	21	3	14	0	2	0	18	399	4	2013	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	12	8	5	12	0	0	0
201310438611	2	230.094924	1	6	9	2	3	1	0	6	0	25	14	0	3	0	20	399	4	2002	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	12	8	5	12	0	0	0
201310438695	3	89.85326	1	1	10	2	3	2	0	8	9	56	12	6	3	0	35	399	4	2009	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	12	8	5	12	0	0	0
201310438709	2	27.146	1	1	1	2	3	1	0	8	9	9	17	0	3	0	37	499	30	2006	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	8	5	12	0	0	0
201310438870	2	49.280305	1	2	6	2	3	1	0	8	2	44	14	0	2	0	20	884	78	2000	888888888888	0	77	777777777	77777777777	8	19	98	1	0	0	0	0	0	0	0	12	8	5	12	0	0	0
201310439035	2	106.644961	1	5	16	2	3	1	1	8	13	45	45	0	4	0	98	998	93	2006	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	63	8	5	12	0	0	0
201310439400	2	359.41304	1	4	10	2	3	1	0	10	14	42	14	0	2	0	49	399	2	2011	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	9	8	5	12	0	0	0
201310439454	1	323.32026	1	4	4	2	3	1	0	10	2	4	14	0	2	0	48	999	49	2013	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	9	8	5	12	0	0	0
201310439631	3	352.898	1	4	3	2	3	2	0	11	13	53	12	7	2	0	32	399	4	2001	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	3	8	5	12	0	0	0
201310439711	1	323.32026	1	4	4	2	3	1	1	11	20	36	14	0	2	0	20	399	4	2005	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	9	8	5	12	0	0	0
201310724699	2	4.965933	1	1	8	3	1	1	0	1	3	0	14	0	2	0	13	1	4	2007	1LNHM84W47Y6	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	63	6	2	12	0	0	0
201310725251	2	349.179659	1	4	10	3	1	1	0	1	16	0	14	0	2	0	12	422	15	2003	1FMRU15W03LB	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	12	8	5	12	0	0	0
201310725332	1	348.829638	1	4	7	3	1	1	0	2	15	0	14	0	2	0	12	461	21	2000	1FTRE1422YHA	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	8	5	12	0	0	0
201310725382	1	351.45576	1	4	16	3	1	1	0	1	15	0	14	0	2	0	42	47	2	2007	WDBTJ56H27F2	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	12	8	5	12	0	0	0
201310725532	1	349.760928	1	4	21	3	1	1	0	2	13	45	14	0	2	0	34	34	4	2000	WBAAM334XYFP	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	63	8	5	12	0	0	0
201310725903	1	347.61531	1	4	8	3	1	1	0	2	16	40	14	0	2	0	54	36	4	2000	JH4KA9654YC0	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	8	5	12	0	0	0
201310726130	2	348.21332	1	4	4	3	1	1	0	2	9	45	14	0	2	0	54	36	4	2000	JH4KA9659YC0	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	62	8	5	12	0	0	0
201310726493	1	349.179659	1	4	10	3	1	1	0	3	21	0	14	0	2	0	52	399	4	2011	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	62	8	5	12	0	0	0
201310726521	3	208.927992	1	6	4	3	1	2	2	3	2	45	12	1	2	0	12	422	15	1998	1FMPU18L5WLB	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	62	8	5	12	0	0	0
201310726755	3	20.314864	1	3	3	3	1	2	0	3	23	0	12	6	2	0	7	402	14	2000	1B4HS28N7YF1	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	83	8	5	12	0	0	0
201310727574	1	348.829638	1	4	7	3	1	1	0	4	17	30	14	0	2	0	58	37	4	2008	JNKBV61F18M2	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	62	8	5	12	0	0	0
201310727598	3	89.6688	1	5	1	3	1	2	0	4	13	45	12	6	2	0	2	499	19	2002	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	8	5	12	0	0	0
201310727598	4	89.6688	1	5	1	3	1	2	0	4	13	45	12	6	2	0	34	399	9	9999	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	12	8	5	12	0	0	0
201310727604	2	348.21332	1	4	4	3	1	2	0	4	13	32	12	6	2	0	49	999	49	2013	5TDDK3DC9DS	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	12	8	5	12	0	0	0
201310728029	2	212.331084	1	6	7	3	1	1	0	4	4	40	14	0	2	0	20	37	4	2000	1G1NE52J1Y61	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	63	8	5	12	0	0	0
201310728187	2	90.999036	1	5	7	3	1	1	0	5	6	30	14	0	2	0	55	42	3	2013	KMHTC6AD0DU1	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	8	5	12	0	0	0
201310728439	3	90.882377	1	5	10	3	1	2	0	5	21	40	12	6	2	0	23	999	49	2000	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	12	8	5	12	0	0	0
201310728439	4	90.882377	1	5	10	3	1	2	0	5	21	40	12	6	2	0	48	999	49	2001	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	62	8	5	12	0	0	0
201310728439	5	90.882377	1	5	10	3	1	2	0	5	21	40	12	6	2	0	97	997	98	9998	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	98	8	5	12	0	0	0
201310728671	3	349.179659	1	4	10	3	1	2	0	5	22	30	12	6	2	0	12	399	4	2005	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	6	2	14	0	0	0
201310728671	4	349.179659	1	4	10	3	1	2	0	5	22	30	12	6	2	0	59	999	49	2009	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	8	5	12	0	0	0
201310728724	1	350.431404	1	4	3	3	1	1	0	5	13	15	14	0	2	0	35	51	6	2010	JN38S5MV3AW1	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	62	8	5	12	0	0	0
201310728866	1	346.812765	1	4	13	3	1	1	0	5	14	40	14	0	2	0	49	401	14	2010	2T3BF4DV3AW0	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	98	8	5	12	0	0	0
201310729136	1	349.760928	1	4	21	3	1	1	0	5	16	0	14	0	2	0	20	461	21	2007	1GCFH15T5711	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	61	8	5	12	0	0	0
201310729168	2	347.61531	1	4	8	3	1	1	1	5	15	23	14	0	2	0	37	32	4	2004	1HGCM665X4A0	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	62	8	5	12	0	0	0
201310729478	1	351.45576	1	4	16	3	1	1	0	6	15	30	14	0	2	0	58	401	14	1997	JNRAR05Y0VW0	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	7	8	5	12	0	0	0
201310729564	1	351.2028	1	4	1	3	1	1	0	6	11	0	14	0	2	0	37	402	14	2005	JHLRD78555C0	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	82	8	5	12	0	0	0
201310729890	1	347.61531	1	4	8	3	1	1	0	6	17	44	14	0	2	0	49	402	14	2013	2T3BFREV1DW0	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	8	5	12	0	0	0
201310729897	3	89.386794	1	5	8	3	1	2	0	6	16	5	12	6	2	0	49	401	14	2007	JTEBU14R9701	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	63	8	5	12	0	0	0
201310729979	1	348.21332	1	4	4	3	1	1	0	6	18	35	14	0	2	0	35	49	6	2013	JN8AZ1MW5DW3	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	81	8	5	12	0	0	0
201310730248	1	350.431404	1	4	3	3	1	1	0	6	12	0	14	0	2	0	55	33	4	2013	5NPEB4ACXDH7	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	62	8	5	12	0	0	0
201310730499	1	347.61531	1	4	8	3	1	1	0	7	10	25	14	0	2	0	37	441	20	2003	5FNRL186X3B0	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	12	8	5	12	0	0	0
201310730565	1	348.21332	1	4	4	3	1	1	0	7	16	30	14	0	2	0	37	31	4	2008	2HGFA16528H3	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	62	8	5	12	0	0	0
201310730908	2	349.179659	1	4	10	3	1	1	0	7	14	20	14	0	2	0	7	442	20	2005	2D4GP44L05R3	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	82	8	5	12	0	0	0
201310730908	3	349.179659	1	4	10	3	1	1	0	7	14	20	14	0	2	0	58	37	2	2013	JN1CV6EL4DM9	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	8	5	12	0	0	0
201310730999	1	349.760928	1	4	21	3	1	1	0	7	13	36	14	0	2	0	49	421	15	2004	JTEHT05J1420	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	7	8	5	12	0	0	0
201310731130	1	351.45576	1	4	16	3	1	1	1	7	16	35	14	0	2	0	19	23	4	2013	2G61P5S37D92	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	8	5	12	0	0	0
201310731240	1	349.760928	1	4	21	3	1	1	0	7	15	10	14	0	2	0	35	43	4	2013	3N1AB7AP0DL6	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	62	8	5	12	0	0	0
201310731422	1	348.829638	1	4	7	3	1	1	0	7	20	10	14	0	2	0	6	441	20	2005	1C4GP45R45B4	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	8	5	12	0	0	0
201310731505	2	350.431404	1	4	3	3	1	1	0	8	6	15	14	0	2	0	34	401	14	2003	5UXFB33533LH	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	7	8	5	12	0	0	0
201310731576	2	2.4908	1	1	1	3	1	1	0	8	4	10	14	0	2	0	6	499	29	2000	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	7	6	2	12	0	0	0
201310731576	3	2.4908	1	1	1	3	1	1	0	8	4	10	14	0	2	0	7	499	39	1999	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	6	2	12	0	0	0
201310731703	2	23.430384	1	3	16	3	1	1	0	8	18	15	14	0	2	0	37	32	4	2003	1HGCM72653A0	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	62	8	5	19	0	0	0
201310731763	2	351.45576	1	4	16	3	1	1	0	8	0	15	14	0	2	0	12	461	21	2012	1FTSS3EL1CDA	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	6	8	9	8	5	12	0	0	0
201310731830	2	346.812765	1	4	13	3	1	1	0	8	8	13	14	0	2	0	10	34	8	1995	JE3AA11A1SU0	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	83	8	5	12	0	0	0
201310732132	3	209.2272	1	6	1	3	1	2	0	8	12	0	12	1	2	0	97	997	98	9998	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	98	8	5	12	0	0	0
201310732581	3	346.812765	1	4	13	3	1	2	0	9	17	55	12	6	2	0	49	401	14	2008	JTEBU17R28K0	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	62	8	5	12	0	0	0
201310733642	1	351.45576	1	4	16	3	1	1	0	10	19	10	14	0	2	0	54	39	4	2005	JH4CL968X5C0	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	12	8	5	12	0	0	0
201310734970	1	19.863732	1	3	8	3	1	1	2	11	8	22	14	0	2	0	42	42	4	2013	WDDGF8AB6DR2	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	83	8	5	12	0	0	0
201310735169	2	351.45576	1	4	16	3	1	1	1	11	16	25	14	0	2	0	34	34	1	2011	WBADX1C5XBE5	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	9	8	5	12	0	0	0
201310735323	1	349.179659	1	4	10	3	1	1	0	11	6	0	14	0	2	0	37	999	99	2007	2HKYF1875H51	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	99	8	5	12	0	0	0
201310736220	1	348.829638	1	4	7	3	1	1	0	12	10	3	14	0	2	0	42	43	4	2008	WDDNG86X98A2	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	7	8	5	12	0	0	0
201310736278	2	350.431404	1	4	3	3	1	1	1	12	8	30	14	0	2	0	2	404	14	2012	1C4RJFAG4CC2	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	9	8	5	12	0	0	0
201311101668	2	27.13672	1	3	6	4	3	1	0	1	1	48	33	0	2	0	37	31	4	2003	2HGES15563H5	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	8	8	5	12	0	0	0
201311101668	3	27.13672	1	3	6	4	3	1	0	1	1	48	33	0	2	0	24	7	4	2007	1G8AJ55F27Z1	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	12	8	5	12	0	0	0
201311101668	4	27.13672	1	3	6	4	3	1	0	1	1	48	33	0	2	0	19	3	4	1994	1G6KD52B1RU3	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	9	8	5	12	0	0	0
201311101668	5	27.13672	1	3	6	4	3	1	0	1	1	48	33	0	2	0	12	401	14	2003	1FMZU72KX3UC	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	3	8	5	19	0	0	0
201311101668	6	27.13672	1	3	6	4	3	1	0	1	1	48	33	0	2	0	12	37	4	2000	1FAFP3439YW3	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	8	8	5	19	0	0	0
201311101676	1	352.77736	1	4	6	4	3	1	0	1	17	37	14	0	2	0	12	481	31	1997	1FTDX18WXVNB	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	1	6	2	12	0	0	0
201311102398	3	208.744	1	6	2	4	3	2	1	2	16	57	12	1	2	0	12	481	31	2001	1FTRW08L71KE	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	3	4	5	12	0	0	0
201311102398	4	208.744	1	6	2	4	3	2	0	2	16	57	12	1	2	0	49	40	4	2001	JT2BG22KX105	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	4	5	14	0	0	0
201311102398	5	208.744	1	6	2	4	3	2	0	2	16	57	12	1	2	0	12	461	21	1998	1FTNE2425WHA	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	12	2	5	12	0	0	0
201311102488	2	352.2555	1	4	1	4	3	1	3	2	7	29	14	0	2	0	49	32	4	2007	JTDBR32E5701	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	9	8	5	12	0	0	0
201311102641	2	352.2555	1	4	3	4	3	1	0	2	14	52	14	0	2	0	20	431	16	1998	3GNFK16R7WG1	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	7	8	5	12	0	0	0
201311103019	1	352.77736	1	4	6	4	3	1	0	2	99	99	14	0	2	0	20	37	4	2004	1G1ZU64864F2	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	7	2	5	12	0	0	0
201311103043	2	243.18676	1	6	17	4	3	1	0	2	9	39	14	0	2	0	12	441	20	1997	1FMCA11U3VZB	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	11	6	2	12	0	0	0
201311104120	1	27.13672	1	3	6	4	3	1	0	3	23	55	14	0	2	0	7	482	31	2008	3D3KS28D58G2	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	10	8	5	12	0	0	0
201311104338	2	81.41016	1	5	6	4	3	1	0	4	18	3	14	0	2	0	37	31	4	2005	1HGEM22155L0	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	6	2	12	0	0	0
201311104339	2	91.3255	1	5	1	4	3	1	0	4	19	3	33	0	3	0	35	47	4	2013	1N4AL3AP1DC1	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	12	6	2	12	0	0	0
201311104339	3	91.3255	1	5	1	4	3	1	0	4	19	3	33	0	3	0	41	402	14	2004	4F2CZ961X4KM	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	12	8	5	12	0	0	0
201311104663	2	208.744	1	6	3	4	3	1	4	4	16	34	33	0	3	0	55	402	14	2011	KM8JU3AC6BU2	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	8	6	2	12	0	0	0
201311104663	3	208.744	1	6	3	4	3	1	0	4	16	34	33	0	3	0	49	442	20	2008	5TDZK23C68S1	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	11	6	2	12	0	0	0
201311104663	4	208.744	1	6	3	4	3	1	0	4	16	34	33	0	3	0	49	40	4	2004	4T1BF32K94U5	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	9	8	5	14	0	0	0
201311104747	2	352.77736	1	4	6	4	3	1	0	4	13	11	14	0	2	0	90	981	50	2009	1BABGCKA69F2	0	77	777777777	77777777777	2	21	22	1	0	0	0	0	1	2	0	10	2	5	12	0	0	0
201311105415	2	339.209	1	4	7	4	3	1	0	5	15	39	14	0	2	0	59	31	4	2007	JTHBJ46G1720	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	1	8	5	12	0	0	0
201311105773	2	13.0465	1	1	1	4	3	1	0	5	11	19	33	0	3	0	19	3	8	1967	M7135254	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	6	2	12	0	0	0
201311105930	3	352.2555	1	4	2	4	3	2	0	5	20	32	12	7	2	0	49	40	4	2002	4T1BE32K52U0	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	11	8	5	12	0	0	0
201311106259	2	217.09376	1	6	6	4	3	1	0	6	18	46	14	0	2	0	2	404	14	1994	1J4GZ78Y5RC2	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	8	6	2	12	0	0	0
201311106511	1	364.78014	1	4	17	4	3	1	0	6	22	30	14	0	2	0	37	31	4	2002	2HGES26702H5	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	1	8	5	12	0	0	0
201311106514	2	352.2555	1	4	1	4	3	1	0	6	19	49	14	0	2	0	63	34	4	2003	KNAGD1283352	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	9	9	5	12	0	0	0
201311106554	2	217.09376	1	6	6	4	3	1	0	6	17	1	30	0	2	0	12	481	31	2000	1FTSF31S8YED	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	10	8	5	12	0	0	0
201311106642	1	352.2555	1	4	2	4	3	1	0	6	1	29	14	0	2	0	49	40	4	2010	4T1BF3EK4AU0	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	7	8	5	12	0	0	0
201311106672	2	26.093	1	3	1	4	3	1	0	6	0	57	14	0	2	0	20	2	4	2006	2G1WB58K5692	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	6	2	12	0	0	0
201311107124	2	27.13672	1	3	6	4	3	1	0	6	0	30	14	0	3	0	12	402	14	2001	1FMCU04101KA	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	1	8	5	12	0	0	0
201311107128	1	352.77736	1	4	6	4	3	1	0	7	11	0	14	0	2	0	12	461	21	2006	1FBNE31P36HB	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	8	5	12	0	0	0
201311107261	1	339.209	1	4	7	4	3	1	0	7	20	34	14	0	2	0	19	21	4	2006	1G6DW6771601	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	10	8	5	12	0	0	0
201311107302	2	352.2555	1	4	1	4	3	1	0	7	16	42	14	0	2	0	24	1	4	1998	1G8ZK5274WZ1	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	10	8	5	12	0	0	0
201311107430	2	91.3255	1	5	1	4	3	1	0	7	19	21	14	0	2	0	20	22	2	2006	1G1AL15F1676	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	7	6	2	12	0	0	0
201311107813	1	352.2555	1	4	2	4	3	1	1	8	23	10	14	0	2	0	37	32	4	2012	1HGCP2F68CA1	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	8	5	12	0	0	0
201311107966	2	13.0465	1	1	1	4	3	1	0	7	23	7	14	0	2	0	12	481	31	2000	1FTRX18W0YNC	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	12	6	2	12	0	0	0
201311108317	2	352.2555	1	4	2	4	3	1	0	8	10	14	14	0	2	0	12	461	21	2003	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	3	8	5	12	0	0	0
201311108536	1	356.16945	1	4	11	4	3	1	0	8	9	37	14	0	2	0	20	461	21	2005	1GCFG15X0511	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	8	8	5	12	0	0	0
201311108835	1	364.78014	1	4	17	4	3	1	0	8	14	10	14	0	2	0	14	38	3	1999	1ZWFT61L2X56	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	5	8	5	12	0	0	0
201311108847	1	352.77736	1	4	6	4	3	1	0	8	20	55	14	0	2	0	48	34	4	2009	4S3BL6169972	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	10	8	5	12	0	0	0
201311108986	1	352.2555	1	4	2	4	3	1	0	9	12	26	14	0	2	0	59	403	14	2009	2T2HK31U59C1	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	7	8	5	12	0	0	0
201311109025	1	339.209	1	4	7	4	3	1	0	8	18	16	14	0	2	0	35	47	4	2008	1N4BL21E9811	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	2	8	5	12	0	0	0
201311109192	1	352.2555	1	4	2	4	3	1	0	9	10	35	14	0	2	0	49	32	4	2013	2T1BU4EE9DC0	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	12	8	5	12	0	0	0
201311109223	1	352.77736	1	4	6	4	3	1	0	9	15	53	14	0	2	0	14	17	4	1997	1MELM50U1VA6	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	10	8	5	12	0	0	0
201311109524	1	352.2555	1	4	1	4	3	1	0	9	7	35	14	0	2	0	20	481	31	2012	3GCPKPEA4CG2	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	7	8	5	12	0	0	0
201311109609	2	352.77736	1	4	6	4	3	1	0	9	13	38	14	0	2	0	22	9	3	2002	2G2FS22K6221	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	10	2	5	12	0	0	0
201311109843	2	339.209	1	4	7	4	3	1	0	9	14	28	14	0	2	0	49	40	4	2001	JT2BG22K8105	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	9	8	5	12	0	0	0
201311110089	2	352.2555	1	4	2	4	3	1	0	10	10	53	14	0	2	0	49	40	4	2007	4T1BE46K07U0	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	11	8	5	12	0	0	0
201311110249	2	352.2555	1	4	1	4	3	1	0	10	11	12	14	0	2	0	34	401	14	2013	5UXZV8C57D0C	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	9	8	5	12	0	0	0
201311110309	2	352.2555	1	4	3	4	3	1	0	10	11	38	14	0	2	0	2	406	14	2008	1J8HG48K48C1	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	5	8	5	12	0	0	0
201311110384	2	352.77736	1	4	6	4	3	1	0	9	14	27	14	0	2	0	18	2	4	2001	1G4HP54K61U1	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	9	8	5	12	0	0	0
