REGION	STRATUM	PMAKE	PBODYTYP	PSP_USE	PEM_USE	PTRAILER	PFIRE	PVEH_SEV	PTOWED	PROLLOVR	PCARGTYP	PHAZPLAC	PHAZ_REL	PTYPE	PROLINLOC	PHAZ_INV	PHAZ_CNO	PIMPACT2	PV_CONFIG	PVIN	PMODELYR	CASENUM	WEIGHT	PCARIDNO	PHAZ_ID	PIMPACT1	PJ	PMODEL	PNUMOCCS	POCCINVL	PREL_RWY	PSU	PVEHNO
3	3	20	2	0	0	0	0	4	1	0	0	0	0	1	0	1	0	63	0	2G1WK15K3791	2007	201017641182	15.641	000000000	0	63	1	36	0	0	7	49	2
3	4	12	40	0	0	0	0	2	1	0	0	0	0	1	0	1	0	83	0	1FDRE1425XHC	1999	201017641822	297.187	000000000	0	83	1	498	0	0	5	49	1
3	6	12	31	0	0	0	0	2	1	0	0	0	0	1	0	1	0	63	0	1FTZX17291NA	2001	201017642478	130.345	000000000	0	63	1	481	0	0	7	49	1
3	2	38	62	0	0	0	0	2	1	0	97	0	0	2	0	1	0	26	1	4GTG6C1342J7	2002	201017642992	5.214	999999999	0	26	1	890	1	1	1	49	1
3	1	3	14	0	0	0	0	7	1	0	0	0	0	1	0	1	0	63	0	5GTDN13E4781	2007	201017643161	5.214	000000000	0	63	1	402	0	0	5	49	1
3	3	20	4	0	0	0	0	4	1	0	0	0	0	1	0	1	0	32	0	2G1WF52E7592	2005	201017643216	15.641	000000000	0	32	1	2	0	0	2	49	1
3	4	12	4	0	0	0	0	6	2	0	0	0	0	1	0	1	0	61	0	1FAHP24W78G1	2008	201017643540	297.187	000000000	0	61	1	17	0	0	7	49	1
3	2	49	4	0	0	0	0	6	2	0	0	0	0	1	0	1	0	26	0	4T1SV21E4MU3	1991	201017643749	2.607	000000000	0	26	3	40	0	0	2	49	1
3	1	55	4	0	0	0	0	4	1	0	0	0	0	1	0	1	0	23	0	KMHJF35F1YU9	2000	201017644430	5.214	000000000	0	23	1	35	0	0	5	49	1
3	6	37	4	0	0	0	0	4	4	0	0	0	0	1	0	1	0	62	0	1HGCM56804A0	2004	201017645376	130.345	000000000	0	62	1	32	0	0	7	49	1
3	1	98	62	0	0	0	0	6	2	0	97	0	0	1	0	1	0	34	1	5PVND8JN992S	2009	201017645614	5.214	999999999	0	34	1	806	1	1	8	49	1
3	4	20	31	0	0	0	0	2	1	0	0	0	0	1	0	1	0	29	0	1GNEC13Z93R2	2003	201017646220	297.187	000000000	0	63	1	481	0	0	7	49	1
3	5	12	14	0	0	0	0	4	1	0	0	0	0	1	0	1	0	32	0	1FMZU62XXY2B	2000	201017646406	57.352	000000000	0	32	1	401	0	0	7	49	1
3	4	35	4	0	0	0	0	2	1	0	0	0	0	1	0	1	0	26	0	1N4BL21E07N4	2007	201017646512	297.187	000000000	0	26	1	47	0	0	7	49	1
3	2	23	62	0	0	0	0	2	1	0	28	0	0	2	0	1	0	26	1	1GDJ7H1P1NJ5	1992	201017646652	2.607	000000000	0	26	3	881	1	1	1	49	1
3	1	49	15	0	0	0	0	2	1	0	0	0	0	1	0	1	0	26	0	5TDZT38A33S1	2003	201017646745	5.214	000000000	0	26	1	422	0	0	7	49	1
3	5	12	31	0	0	1	0	2	1	0	0	0	0	1	0	1	0	26	4	1FTHX25L3FKB	1985	201017646789	57.352	000000000	0	26	3	481	4	4	2	49	1
3	6	18	4	0	0	0	0	6	2	0	0	0	0	1	0	1	0	26	0	1G4NJ52MXWC4	1998	201017647011	130.345	000000000	0	26	3	18	0	0	2	49	1
3	2	82	66	0	0	1	0	2	1	0	2	8	1	1	0	2	88	26	6	1FUJGBDV7ASA	2010	201017647593	2.607	185040	8888	26	3	881	1	1	2	49	1
3	1	35	4	0	0	0	0	2	1	0	0	0	0	1	0	1	0	26	0	1N4AL21E97C1	2007	201017647753	5.214	000000000	0	26	1	47	0	0	7	49	1
3	1	12	2	0	0	0	0	2	1	0	0	0	0	1	0	1	0	29	0	1FAFP4048WF1	1998	201017647753	5.214	000000000	0	29	1	3	0	0	7	49	2
3	2	82	66	0	0	1	0	4	1	0	1	0	0	1	0	1	0	26	4	1FUJGLBR0AHA	2010	201017648189	2.607	276010	0	26	3	881	1	1	2	49	1
3	4	62	15	0	0	0	0	2	1	0	0	0	0	1	0	1	0	26	0	SALSF25456A9	2006	201017648344	297.187	000000000	0	26	1	421	0	0	7	49	1
3	1	12	4	0	0	0	0	6	2	1	0	0	0	1	2	1	0	26	0	1FAFP55U91A2	2001	201017648500	5.214	000000000	0	26	1	17	1	1	7	49	1
3	4	34	2	0	0	0	0	4	4	0	0	0	0	1	0	1	0	29	0	WBABD53484PL	2004	201017648553	297.187	000000000	0	29	1	34	0	0	7	49	1
3	4	49	3	0	0	0	0	2	4	0	0	0	0	1	0	1	0	26	0	JTKDE1776601	2006	201017648553	297.187	000000000	0	26	1	50	0	0	7	49	2
3	5	7	31	0	0	0	0	4	1	0	0	0	0	1	0	1	0	26	0	3B7HC13ZXYG1	2000	201017648732	57.352	000000000	0	26	1	482	0	0	7	49	1
3	5	55	4	0	0	0	0	4	1	0	0	0	0	1	0	1	0	63	0	KMHDN45D82U3	2002	201017648732	57.352	000000000	0	63	1	35	0	0	5	49	2
3	2	82	66	0	0	1	0	2	1	0	1	0	0	1	0	1	0	26	6	1FUYDCYB7YDF	2000	201017649099	2.607	000000000	0	26	3	881	1	1	2	49	1
3	2	23	62	0	0	0	0	4	1	0	3	0	0	2	0	1	0	26	1	1GDJ7H1P1NJ5	1992	201017649668	5.214	463509	0	26	1	881	1	1	1	49	1
3	2	84	63	0	0	0	0	2	1	0	28	0	0	2	0	1	0	26	1	1HTSDAAR41H3	2001	201017649687	5.214	000000000	0	26	1	881	2	2	1	49	1
3	4	55	4	0	0	0	0	2	1	0	0	0	0	1	0	1	0	61	0	KMHDU46D07U1	2007	201017650319	297.187	000000000	0	61	1	35	0	0	7	49	1
3	1	20	4	0	0	0	0	2	1	0	0	0	0	1	0	1	0	32	0	1G1BL52P3TR1	1996	201017650463	5.214	000000000	0	32	1	2	0	0	4	49	1
3	1	38	14	0	0	0	0	6	2	0	0	0	0	1	0	1	0	32	0	4S2CK58E5V43	1997	201017650463	5.214	000000000	0	32	1	402	0	0	4	49	2
3	1	19	4	0	0	0	0	2	1	0	0	0	0	1	0	1	0	83	0	1G6KF57914U2	2004	201017650463	5.214	000000000	0	83	1	3	0	0	4	49	3
3	6	7	4	0	0	0	0	4	1	0	0	0	0	1	0	1	0	63	0	2B3KA43G06H3	2006	201017650796	130.345	000000000	0	27	1	24	0	0	7	49	1
3	2	82	66	0	0	1	0	2	1	0	3	0	0	1	0	1	0	26	6	1FUJA6CG32LK	2002	201017651149	2.607	1373423	0	26	3	881	0	0	7	49	1
3	4	49	30	0	0	0	0	2	1	0	0	0	0	1	0	1	0	29	0	5TETU62N75Z1	2005	201017651313	297.187	000000000	0	29	1	472	2	2	7	49	1
3	4	35	4	0	0	0	0	2	1	0	0	0	0	1	0	1	0	61	0	3N1CC1AP7AL3	2010	201017651829	297.187	000000000	0	61	1	50	0	0	7	49	1
3	2	35	61	0	0	0	0	2	1	0	97	0	0	1	0	1	0	29	1	JNAMB81H89AK	2009	201017652547	2.607	999999999	0	29	3	883	0	0	5	49	1
3	6	12	30	0	0	0	0	4	1	0	0	0	0	1	0	1	0	29	0	1FTYR14V9XPA	1999	201017652966	130.345	000000000	0	29	1	471	0	0	7	49	1
3	3	19	4	0	0	0	0	2	1	0	0	0	0	1	0	1	0	63	0	1G6KE54Y7WU7	1998	201017653157	15.641	000000000	0	63	1	3	0	0	5	49	1
3	2	87	66	0	0	1	0	4	1	0	3	0	0	1	0	1	0	26	6	1XP7DB9X66D8	2006	201018404676	4.798	994802	0	26	1	881	1	1	2	9	1
3	1	82	66	0	0	1	0	6	2	0	1	0	0	1	0	1	0	26	6	1FUJAPCG21LH	2001	201018404759	4.798	00962040	0	26	1	881	1	1	2	9	1
3	6	82	66	0	0	0	0	6	2	0	96	0	0	1	0	1	0	26	5	1FUPDWEB2YDF	2000	201018404760	129.532	1551487	0	26	1	881	0	0	2	9	1
3	6	3	15	0	0	1	0	4	1	0	0	0	0	1	0	1	0	63	0	5GRGN23U26H1	2006	201018405384	129.532	000000000	0	63	1	421	1	1	5	9	1
2	2	82	63	0	0	0	0	7	1	0	98	0	0	1	0	1	0	26	1	1FVACXBS19HA	2009	201018453939	2	000000000	0	26	7	881	2	2	2	72	1
2	2	84	63	0	0	0	0	7	1	0	98	0	0	2	0	1	0	26	1	1HTSDPNN1PH5	1993	201018453941	2	000000000	0	26	7	881	1	1	1	72	1
2	4	35	4	0	0	0	0	7	1	0	0	0	0	1	0	1	0	82	0	1N4AL11E04C1	2004	201018455111	295	000000000	0	82	4	47	0	0	7	72	1
2	6	20	31	0	0	0	0	6	2	0	0	0	0	1	0	1	0	26	0	999999999999	1998	201018455257	130	000000000	0	26	6	481	0	0	7	72	1
2	4	20	15	0	0	0	0	7	1	0	0	0	0	1	0	1	0	23	0	1GNEK13T51J2	2001	201018455372	295	000000000	0	23	1	421	0	0	7	72	1
2	1	12	14	0	0	0	0	7	1	0	0	0	0	1	0	1	0	97	0	1FMDU34XXPUD	1993	201018455714	5	000000000	0	26	6	401	0	0	7	72	1
2	1	22	4	0	0	0	0	6	2	0	0	0	0	1	0	1	0	97	0	2G2WP5525611	2006	201018455714	5	000000000	0	26	6	20	0	0	7	72	2
2	1	20	4	0	0	0	0	7	1	0	0	0	0	1	0	1	0	21	0	1G1JF5244X72	1999	201018455714	5	000000000	0	26	6	16	0	0	7	72	3
2	4	59	4	0	0	0	0	7	1	0	0	0	0	1	0	1	0	82	0	JT8BD68S3X00	1999	201018455788	295	000000000	0	29	3	34	0	0	7	72	1
2	5	58	14	0	0	0	0	7	1	0	0	0	0	1	0	1	0	26	0	JNRAR07Y4XW0	1999	201018456116	60	000000000	0	26	2	401	0	0	5	72	1
2	5	18	4	0	0	0	0	7	1	0	0	0	0	1	0	1	0	32	0	2G4WS52J6211	2002	201018456116	60	000000000	0	32	2	7	0	0	7	72	2
2	1	20	4	0	0	0	0	6	2	0	0	0	0	1	0	1	0	26	0	2G1WL52M0X92	1999	201018456144	5	000000000	0	83	3	20	0	0	7	72	1
2	1	82	66	0	0	1	0	7	1	0	3	0	0	1	0	1	0	26	6	1FUYDXYB4WP9	1998	201018456816	2	1551400	0	26	7	881	0	0	2	72	1
2	4	30	1	0	0	0	0	7	1	0	0	0	0	1	0	1	0	63	0	3VWCK21Y43M3	2003	201018456923	295	000000000	0	63	3	49	0	0	7	72	1
2	2	82	66	0	0	0	0	7	1	0	96	0	0	1	0	1	0	26	5	1FUJA6CK95LV	2005	201018457247	5	999999997	0	26	2	881	0	0	7	72	1
2	4	12	20	0	0	0	0	7	1	0	0	0	0	1	0	1	0	26	0	2FMDA514XWBB	1998	201018457311	295	000000000	0	26	1	442	0	0	7	72	1
2	4	13	4	0	0	0	0	7	1	0	0	0	0	1	0	1	0	26	0	1LNHM82W0YY9	2000	201018457412	295	000000000	0	26	4	1	0	0	7	72	1
2	4	49	4	0	0	0	0	7	1	0	0	0	0	1	0	1	0	63	0	1NXBB02E1VZ5	1997	201018457484	295	000000000	0	63	3	32	0	0	6	72	1
2	4	12	31	0	0	0	0	7	1	0	0	0	0	1	0	1	0	63	0	1FTSX21P95EA	2005	201018458776	295	000000000	0	63	1	481	0	0	6	72	1
2	2	87	66	0	0	1	0	7	1	0	4	0	0	1	0	1	0	62	6	2NPNHD6H13M8	2003	201018458923	5	1127732	0	62	3	881	0	0	7	72	1
2	2	87	66	0	0	1	0	7	1	0	4	0	0	1	0	1	0	62	6	2NPLHM6H38M7	2008	201018458923	5	1127732	0	62	3	881	0	0	7	72	2
2	4	24	4	0	0	0	0	7	1	0	0	0	0	1	0	1	0	29	0	1G8AG52F45Z1	2005	201018459286	295	000000000	0	29	2	7	0	0	7	72	1
2	4	2	6	0	0	0	0	7	1	0	0	0	0	1	0	1	0	23	0	1J8FF57W97D1	2007	201018459315	295	000000000	0	23	4	1	0	0	7	72	1
2	4	52	4	0	0	0	0	7	1	0	0	0	0	1	0	1	0	26	0	4A3AA46G5YE0	2000	201018459385	295	000000000	0	26	3	34	0	0	7	72	1
2	4	6	20	0	0	0	0	7	1	0	0	0	0	1	0	1	0	26	0	2C8GP54L51R1	2001	201018459385	295	000000000	0	26	3	441	0	0	7	72	2
2	4	12	28	0	0	0	0	7	1	0	0	0	0	1	0	1	0	83	0	1FDEE14N5SHB	1995	201018459628	295	000000000	0	83	4	461	2	1	7	72	1
2	4	20	4	0	0	0	0	9	1	0	0	0	0	1	0	1	0	99	0	2G1WB5EK1A11	2010	201018460098	295	000000000	0	29	1	2	0	0	7	72	1
2	4	22	4	0	0	0	0	7	1	0	0	0	0	1	0	1	0	62	0	1G2ZH57NX941	2009	201018460316	295	000000000	0	29	3	22	0	0	7	72	1
2	2	86	66	0	0	1	0	7	1	0	28	0	0	1	0	1	0	26	6	1M1AA13Y7YW1	2000	201018460472	5	999999999	0	26	2	881	0	0	7	72	1
2	4	7	20	0	0	0	0	7	1	0	0	0	0	1	0	1	0	62	0	2D8HN44H78R1	2008	201018461229	295	000000000	0	62	6	442	0	0	7	72	1
2	2	20	31	0	0	0	0	6	2	0	0	0	0	1	0	1	0	23	0	1GCDK14K5KZ1	1989	201018461659	5	000000000	0	23	3	481	0	0	5	72	1
2	2	98	66	0	0	1	0	7	1	0	28	0	0	1	0	1	0	23	6	999999999999	9999	201018461659	5	999999999	0	23	3	898	0	0	5	72	2
2	4	6	20	0	0	0	0	7	1	0	0	0	0	1	0	1	0	29	0	2A4GP54LX6R8	2006	201018461686	295	000000000	0	29	1	441	0	0	7	72	1
2	4	12	78	0	0	0	0	7	1	0	1	0	0	1	0	1	0	83	99	999999999999	9999	201018461849	295	999999999	0	83	4	899	0	0	97	72	1
2	5	42	4	0	0	0	0	6	2	0	0	0	0	1	0	1	0	32	0	WDBCA39D0JA4	1988	201018461863	60	000000000	0	32	3	36	0	0	7	72	1
2	4	20	4	0	0	0	0	7	1	0	0	0	0	1	0	1	0	62	0	1G1JC5245174	2001	201018462235	295	000000000	0	62	2	16	0	0	7	72	1
2	3	20	14	0	0	0	0	7	1	0	0	0	0	1	0	1	0	29	0	1GNDS13S6522	2005	201018462607	20	000000000	0	27	2	403	2	2	7	72	1
2	4	22	4	0	0	0	0	7	1	0	0	0	0	1	0	1	0	62	0	1G2ZF58B0742	2007	201018462765	295	000000000	0	62	6	22	0	0	7	72	1
2	5	55	4	0	0	0	0	6	2	0	0	0	0	1	0	1	0	62	0	KMHCG45C02U3	2002	201018463021	60	000000000	0	62	6	36	0	0	7	72	1
2	1	7	4	0	0	0	0	7	1	0	0	0	0	1	0	1	0	82	0	1B3HB78B49D2	2009	201018463250	5	000000000	0	82	3	25	0	0	7	72	1
2	5	14	4	0	0	0	0	7	1	0	0	0	0	1	0	1	0	61	0	2MEFM75W62X6	2002	201018463300	60	000000000	0	61	4	6	0	0	7	72	1
2	5	49	4	0	0	0	0	7	1	0	0	0	0	1	0	1	0	61	0	4T4BE46K69R1	2009	201018463300	60	000000000	0	61	4	40	0	0	7	72	2
2	6	21	4	0	0	0	0	6	2	0	0	0	0	1	0	1	0	26	0	1G3NL5434NM4	1992	201018463643	130	000000000	0	26	2	21	0	0	7	72	1
2	4	34	4	0	0	0	0	7	1	0	0	0	0	1	0	1	0	29	0	WBANF33567CS	2007	201018463751	295	000000000	0	29	1	35	0	0	7	72	1
2	1	20	14	0	0	0	0	7	1	0	0	0	0	1	0	1	0	29	0	2CNDL63F7561	2005	201018463926	5	000000000	0	29	6	404	0	0	7	72	1
2	1	20	2	0	0	0	0	7	1	0	0	0	0	1	0	1	0	63	0	1G1AK15F6677	2006	201018463926	5	000000000	0	63	6	22	0	0	7	72	2
2	1	18	4	0	0	0	0	6	2	0	0	0	0	1	0	1	0	32	0	1G4CU5210TH6	1996	201018463926	5	000000000	0	63	6	3	0	0	7	72	3
2	2	98	66	0	0	1	0	7	1	0	1	0	0	1	0	1	0	23	6	999999999999	9999	201018464524	2	1062707	0	23	7	898	1	0	2	72	1
2	2	85	66	0	0	1	0	7	1	0	28	0	0	1	0	1	0	26	6	2XKMAN7X88M2	2008	201018465157	5	999999999	0	26	6	881	1	1	6	72	1
2	2	87	66	0	0	1	0	7	1	0	28	0	0	1	0	1	0	62	6	1XPGDU9X9WN4	1998	201018465255	5	1007346	0	62	6	881	1	1	7	72	1
2	6	20	14	0	0	0	0	6	2	0	0	0	0	1	0	1	0	97	0	1GNCS13W6121	2001	201018465279	130	000000000	0	29	4	401	0	0	7	72	1
2	6	12	14	0	0	0	0	6	2	0	0	0	0	1	0	1	0	97	0	1FMYU60E01UC	2001	201018465279	130	000000000	0	26	4	401	0	0	7	72	2
2	6	12	6	0	0	0	0	7	1	0	0	0	0	1	0	1	0	97	0	1FMZK06136GA	2006	201018465279	130	000000000	0	26	4	22	0	0	7	72	3
2	6	37	4	0	0	0	0	7	1	0	0	0	0	1	0	1	0	26	0	1HGCG5655WA2	1998	201018465279	130	000000000	0	26	4	32	0	0	7	72	4
2	2	12	62	0	0	0	0	0	1	0	28	0	0	1	0	1	0	97	1	3FRNW65N65V1	2005	201018465296	5	999999999	0	97	1	881	0	0	7	72	1
2	1	20	14	0	0	0	0	6	2	0	0	0	0	1	0	1	0	26	0	1GNDS13S8722	2007	201018465299	2	000000000	0	26	7	403	2	2	4	72	1
2	2	20	20	0	0	0	0	6	2	0	0	0	0	1	0	1	0	97	0	1GBDM15Z4LB2	1990	201018465816	5	000000000	0	62	2	441	0	0	7	72	1
2	2	12	4	0	0	0	0	7	1	0	0	0	0	1	0	1	0	97	0	3FAHP07Z77R1	2007	201018465816	5	000000000	0	63	2	23	0	0	7	72	2
2	2	12	1	0	0	0	0	7	1	0	0	0	0	1	0	1	0	26	0	1ZVHT85H9753	2007	201018465816	5	000000000	0	26	2	3	0	0	7	72	3
2	1	20	4	0	0	0	0	7	1	0	0	0	0	1	0	1	0	29	0	1G1JC52F9473	2004	201018466071	5	000000000	0	29	1	16	0	0	7	72	1
2	6	37	2	0	0	0	0	7	1	0	0	0	0	1	0	1	0	63	0	1HGEJ8149WL0	1998	201018466086	130	000000000	0	63	1	31	0	0	7	72	1
2	6	49	4	0	0	0	0	7	1	0	0	0	0	1	0	1	0	26	0	JT2VK13E7N00	1992	201018466086	130	000000000	0	26	1	40	0	0	7	72	2
2	3	20	20	0	0	0	0	7	1	0	0	0	0	1	0	1	0	26	0	1GNDM19W2VB1	1997	201018466094	20	000000000	0	26	1	441	0	0	7	72	1
2	3	35	4	0	0	0	0	7	1	0	0	0	0	1	0	1	0	26	0	1N4AB41D0TC7	1996	201018466094	20	000000000	0	26	1	43	0	0	7	72	2
2	4	34	4	0	0	0	0	7	1	0	0	0	0	1	0	1	0	63	0	WBAKF3C52BE4	2011	201018466173	295	000000000	0	63	1	34	0	0	7	72	1
2	2	20	4	0	0	0	0	0	1	0	0	0	0	1	0	1	0	32	0	1G1JC54G0M71	1991	201018466455	5	000000000	0	32	2	16	1	1	7	72	1
2	2	7	4	0	0	0	0	7	1	0	0	0	0	1	0	1	0	32	0	1B3ES26C44D5	2004	201018466625	5	000000000	0	32	6	20	0	0	7	72	1
2	2	12	4	0	0	0	0	7	1	0	0	0	0	1	0	1	0	29	0	2FAHP71W16X4	2006	201018466625	5	000000000	0	29	6	16	0	0	7	72	2
2	4	49	14	0	0	0	0	9	1	0	0	0	0	1	0	1	0	26	0	JTMBF4DV5AD0	2010	201018467170	295	000000000	0	26	4	402	0	0	7	72	1
2	4	49	4	0	0	0	0	7	1	0	0	0	0	1	0	1	0	31	0	4T1BF12B2VU1	1997	201018467465	295	000000000	0	31	4	43	0	0	7	72	1
2	6	87	66	0	0	0	0	7	1	0	96	0	0	1	0	1	0	97	5	1XPCDR9X2PD3	1993	201018467642	130	999999997	0	27	6	881	0	0	7	72	1
2	5	20	4	0	0	0	0	7	1	0	0	0	0	1	0	1	0	26	0	1G1ND52JX3M6	2003	201018468003	60	000000000	0	26	1	37	2	2	7	72	1
2	4	20	4	0	0	0	0	7	1	0	0	0	0	1	0	1	0	26	0	2G1WC5837812	2008	201018468185	295	000000000	0	26	2	2	2	2	7	72	1
2	5	12	4	0	0	0	0	7	1	0	0	0	0	1	0	1	0	23	0	1FAFP6532XK1	1999	201018469101	60	000000000	0	23	2	35	0	0	5	72	1
2	4	21	4	0	0	0	0	7	1	0	0	0	0	1	0	1	0	63	0	1G3NL5LM9VM3	1997	201018469259	295	000000000	0	63	1	21	0	0	7	72	1
2	2	82	66	0	0	1	0	7	1	0	28	0	0	1	0	1	0	26	6	1FUJGLDR3ASA	2010	201018469369	5	3706	0	26	2	881	1	1	7	72	1
2	6	20	31	0	0	0	0	7	1	0	0	0	0	1	0	1	0	83	0	2GCEC19V3X11	1999	201018469606	130	000000000	0	83	2	481	0	0	7	72	1
2	6	9	20	0	0	0	0	7	1	0	0	0	0	1	0	1	0	83	0	1P4GP44G4YB5	2000	201018469606	130	000000000	0	32	2	442	0	0	7	72	2
2	4	7	4	0	0	0	0	7	1	0	0	0	0	1	0	1	0	62	0	2B3KA43R07H6	2007	201018469626	295	000000000	0	62	2	24	0	0	7	72	1
2	4	35	20	0	0	0	0	7	1	0	0	0	0	1	0	1	0	97	0	5N1BV28U44N3	2004	201018469661	295	000000000	0	63	4	443	0	0	7	72	1
2	6	20	9	0	0	0	0	2	1	0	0	0	0	1	0	1	0	23	0	999999999999	2004	201018469722	130	000000000	0	23	1	39	0	0	7	72	1
2	2	7	15	0	0	0	0	6	2	0	0	0	0	1	0	1	0	62	0	1B4HS28N1YF2	2000	201018469752	5	000000000	0	62	6	422	0	0	7	72	1
2	4	59	4	0	0	0	0	7	1	0	0	0	0	1	0	1	0	21	0	JT8BF28G2X02	1999	201018470102	295	000000000	0	26	4	31	0	0	7	72	1
2	4	49	4	0	0	0	0	6	2	0	0	0	0	1	0	1	0	63	0	1NXBR32E58Z9	2008	201018470325	295	000000000	0	63	6	32	0	0	7	72	1
2	4	63	4	0	0	0	0	7	1	0	0	0	0	1	0	1	0	62	0	KNAGD1288654	2006	201018470406	295	000000000	0	62	1	34	0	0	6	72	1
2	1	20	31	0	0	0	0	6	2	0	0	0	0	1	0	1	0	63	0	1GCDC14Z7NE2	1992	201018470448	5	000000000	0	63	1	481	0	0	7	72	1
2	2	12	61	0	0	0	0	7	1	0	98	0	0	1	0	1	0	62	1	1FD4W46Y48EB	2008	201018470590	5	999999999	0	62	4	880	1	1	7	72	1
2	4	35	5	0	0	0	0	7	1	0	0	0	0	1	0	1	0	63	0	3N1BC13E97L4	2007	201018471186	295	000000000	0	63	1	50	0	0	7	72	1
2	2	20	14	0	0	0	0	7	1	0	0	0	0	1	0	1	0	26	0	1GNDT13S0521	2005	201018471584	5	000000000	0	26	1	403	0	0	7	72	1
2	2	82	61	0	0	0	0	7	1	0	1	0	0	1	0	1	0	26	1	4UZAANDU7ACA	2010	201018472180	5	610652	0	26	3	881	1	1	7	72	1
2	6	9	20	0	0	0	0	7	1	0	0	0	0	1	0	1	0	26	0	1P4GP44G4WB5	1998	201018472600	130	000000000	0	26	3	442	1	1	7	72	1
2	5	23	14	0	0	0	0	7	1	0	0	0	0	1	0	1	0	26	0	1GKDT13W1T25	1996	201018473253	60	000000000	0	26	3	401	0	0	7	72	1
2	6	21	20	0	0	0	0	7	1	0	0	0	0	1	0	1	0	83	0	1GHDX03E12D1	2002	201018473380	130	000000000	0	83	1	441	0	0	5	72	1
2	6	35	4	0	0	0	0	7	1	0	0	0	0	1	0	1	0	26	0	1N4DL01D8XC1	1999	201018473380	130	000000000	0	26	1	47	0	0	5	72	2
2	4	12	4	1	0	0	0	7	1	0	0	0	0	1	0	1	0	32	0	2FAHP71V28X1	2008	201018473394	295	000000000	0	32	1	16	0	0	7	72	1
3	2	84	63	0	0	0	0	0	1	0	4	0	0	2	0	1	0	30	1	1HTWDAAR78J6	2008	201018501050	4.798	999999999	0	30	6	881	1	1	1	9	1
3	6	14	14	0	0	0	0	6	2	0	0	0	0	1	0	1	0	26	0	4M2DU86W32ZJ	2002	201018501163	129.532	000000000	0	26	6	401	0	0	6	9	1
3	4	49	4	0	0	0	0	4	1	0	0	0	0	1	0	1	0	31	0	JTDBE32K8200	2002	201018501746	292.647	000000000	0	31	6	40	0	0	6	9	1
3	4	42	4	0	0	0	0	2	4	0	0	0	0	1	0	1	0	27	0	WDBGB34E3NA0	1992	201018502227	292.647	000000000	0	27	6	40	0	0	7	9	1
2	4	23	30	0	0	0	0	6	2	0	0	0	0	1	0	1	0	26	0	1GTBS14R1G25	1986	201018977577	303.001	000000000	0	26	9	471	0	0	7	73	1
2	2	98	66	0	0	1	0	6	2	0	1	0	0	1	0	1	0	32	10	5KJJAECV94PN	2004	201018977991	5.49	150617	0	32	2	804	1	1	5	73	1
2	6	20	4	0	0	0	0	6	2	0	0	0	0	1	0	1	0	26	10	2G1WL52M1W92	1998	201018978025	129.858	000000000	0	26	9	20	0	0	7	73	1
2	4	22	2	0	0	0	0	7	1	0	0	0	0	1	0	1	0	32	0	1G2NW12E93C2	2003	201018978034	287.325	000000000	0	31	10	18	0	0	7	73	1
2	2	84	63	0	0	0	0	0	1	0	96	0	0	2	0	1	0	97	1	1HTWDAAR17J4	2007	201018978095	5.49	999999999	0	31	4	881	1	1	1	73	1
2	1	22	2	0	0	0	0	7	1	0	0	0	0	1	0	1	0	63	0	1G2NW12E2YM8	2000	201018978352	5.49	000000000	0	63	1	18	0	0	7	73	1
2	2	20	15	0	0	0	0	6	2	0	0	0	0	1	0	1	0	97	0	1GNEK13R7YR2	2000	201018978542	5.49	000000000	0	82	4	421	5	5	3	73	1
2	2	12	21	0	0	0	0	6	2	0	0	0	0	1	0	1	0	97	0	1FTHS24H4SHA	1995	201018978542	5.49	000000000	0	62	4	461	0	0	3	73	2
2	4	12	31	0	0	0	0	7	1	0	0	0	0	1	0	1	0	32	0	1FTRX12W94NA	2004	201018978783	296.476	000000000	0	32	1	481	0	0	7	73	1
2	4	20	14	0	0	0	0	7	1	0	0	0	0	1	0	1	0	32	0	999999999999	2008	201018978831	296.476	000000000	0	32	2	403	0	0	7	73	1
2	4	7	4	0	0	0	0	7	1	0	0	0	0	1	0	1	0	63	0	999999999999	2007	201018979202	296.476	000000000	0	63	2	24	0	0	7	73	1
2	1	63	4	0	0	0	0	6	2	0	0	0	0	1	0	1	0	32	0	999999999999	2003	201018979206	5.49	000000000	0	32	2	32	0	0	7	73	1
2	3	18	4	0	0	0	0	7	1	0	0	0	0	1	0	1	0	26	0	1G4HP54K0YU3	2000	201018979337	20.252	000000000	0	26	5	2	0	0	5	73	1
2	5	2	14	0	0	0	0	7	1	0	0	0	0	1	0	1	0	63	0	1J4GW58S12C2	2002	201018979616	63.85	000000000	0	63	10	404	0	0	7	73	1
2	5	20	4	0	0	0	0	7	1	0	0	0	0	1	0	1	0	63	0	2G1WF52E8592	2005	201018979616	63.85	000000000	0	63	10	2	0	0	7	73	2
2	6	12	20	0	0	0	0	7	1	0	0	0	0	1	0	1	0	26	0	2FMDA5140SBA	1995	201018979747	131.767	000000000	0	26	1	442	0	0	7	73	1
2	4	20	31	0	0	0	0	7	1	0	0	0	0	1	0	1	0	63	0	999999999999	1990	201018979819	303.001	000000000	0	63	9	481	0	0	7	73	1
2	4	49	4	0	0	0	0	7	1	0	0	0	0	1	0	1	0	63	0	1NXBA02E3VZ5	1997	201018979831	287.325	000000000	0	63	10	32	0	0	7	73	1
2	4	22	4	0	0	0	0	7	1	0	0	0	0	1	0	1	0	29	0	1G2WP52K6XF2	1999	201018981138	287.325	000000000	0	29	10	20	0	0	7	73	1
