OBJCONT	STRATUM	CASENUM	WEIGHT	E_ACTION	EVENTNUM	GAD	OBJGAD	PJ	PSU	REGION	VEHNUM
2	5	200913030073	72.885	4	1	1	4	13	9	3	1
3	5	200913030073	72.885	4	2	1	4	13	9	3	2
2	5	200913030079	70.891	5	1	4	1	8	9	3	1
2	1	200913030095	4.798	5	1	3	1	1	9	3	1
145	5	200913030097	67.165	3	1	2	98	1	9	3	1
2	6	200913030114	139.127	4	1	2	3	1	9	3	1
136	6	200913030114	139.127	3	2	1	98	1	9	3	1
2	2	200913030115	4.798	4	1	1	4	1	9	3	1
3	2	200913030115	4.798	4	2	1	4	1	9	3	2
2	2	200913030126	4.798	4	1	2	3	1	9	3	1
136	2	200913030126	4.798	3	2	99	98	1	9	3	2
2	2	200913030138	4.798	4	1	2	3	1	9	3	1
101	2	200913030138	4.798	1	2	0	98	1	9	3	2
140	2	200913030138	4.798	3	3	99	98	1	9	3	2
135	1	200913030143	4.798	3	1	2	98	1	9	3	1
2	1	200913030143	4.798	4	2	3	2	1	9	3	1
3	1	200913030143	4.798	4	3	1	4	1	9	3	2
4	1	200913030143	4.798	4	4	3	2	1	9	3	1
2	2	200913030145	4.798	4	1	2	3	3	9	3	1
145	3	200913030147	19.19	3	1	1	98	1	9	3	1
2	2	200913030182	4.798	4	1	1	4	1	9	3	1
2	2	200913030186	4.798	4	1	3	2	1	9	3	1
3	2	200913030186	4.798	4	2	99	2	1	9	3	1
2	2	200913030188	7.877	4	1	1	4	8	9	3	1
121	3	200913030208	24.295	2	1	1	98	13	9	3	1
145	2	200913030216	4.798	3	1	1	98	5	9	3	1
2	2	200913030223	4.798	4	1	1	4	5	9	3	1
121	3	200913030233	19.19	2	1	3	98	5	9	3	1
135	6	200913030234	139.127	3	1	2	98	5	9	3	1
2	4	200913030295	311.837	4	1	1	3	3	9	3	1
2	1	200913030326	4.798	5	1	2	1	7	9	3	1
137	1	200913030328	4.798	3	1	1	98	7	9	3	1
137	1	200913030328	4.798	3	2	1	98	7	9	3	1
101	1	200913030328	4.798	1	3	0	98	7	9	3	1
135	1	200913030332	4.798	3	1	1	98	2	9	3	1
2	1	200913030333	27.04	5	1	3	1	16	9	3	1
121	3	200913030347	27.04	2	1	2	98	16	9	3	1
2	6	200913030355	139.127	4	1	1	3	7	9	3	1
2	6	200913030357	135.202	4	1	1	4	16	9	3	1
137	4	200913030364	311.837	3	1	1	98	7	9	3	1
2	4	200913030367	297.445	5	1	3	1	16	9	3	1
2	5	200913030401	67.165	4	1	1	3	7	9	3	1
2	1	200913030403	4.798	5	1	2	1	2	9	3	1
3	1	200913030403	4.798	4	2	3	1	2	9	3	1
135	1	200913030404	4.798	3	1	1	98	2	9	3	1
101	1	200913030404	4.798	1	2	0	98	2	9	3	1
145	1	200913030404	4.798	3	3	99	98	2	9	3	1
2	2	200913030410	4.798	4	1	3	2	2	9	3	1
135	2	200913030410	4.798	3	2	99	98	2	9	3	1
135	2	200913030410	4.798	3	3	99	98	2	9	3	2
101	5	200913030417	67.165	1	1	0	98	2	9	3	1
101	3	200913030429	19.19	1	1	0	98	2	9	3	1
139	6	200913030475	139.127	3	1	3	98	1	9	3	1
126	2	200913030485	4.798	2	1	3	98	1	9	3	1
2	2	200913030496	4.798	4	1	2	3	1	9	3	1
3	2	200913030496	4.798	4	2	1	2	1	9	3	2
145	2	200913030496	4.798	3	3	99	98	1	9	3	2
145	2	200913030496	4.798	3	4	99	98	1	9	3	3
128	6	200913030521	139.127	2	1	1	98	1	9	3	1
135	5	200913030523	67.165	3	1	1	98	1	9	3	1
2	4	200913030528	311.837	4	1	2	3	1	9	3	1
145	1	200913030533	4.798	3	1	1	98	2	9	3	1
101	1	200913030533	4.798	1	2	0	98	2	9	3	1
2	1	200913030534	4.798	4	1	1	4	2	9	3	1
2	5	200913030537	67.165	5	1	2	1	5	9	3	1
3	5	200913030537	67.165	5	2	99	1	5	9	3	2
4	5	200913030537	67.165	5	3	2	1	5	9	3	2
2	3	200913030546	19.19	4	1	1	4	5	9	3	1
2	6	200913030579	139.127	4	1	1	4	5	9	3	1
2	4	200913030593	311.837	4	1	1	4	2	9	3	1
3	4	200913030593	311.837	4	2	1	4	2	9	3	2
124	6	200913030618	139.127	2	1	1	98	2	9	3	1
145	6	200913030618	139.127	3	2	99	98	2	9	3	1
137	1	200913030635	4.798	3	1	1	98	5	9	3	1
2	1	200913030636	4.798	4	1	1	1	5	9	3	1
2	1	200913030637	4.798	5	1	3	1	5	9	3	1
2	2	200913030639	4.798	4	1	1	4	5	9	3	1
2	4	200913030649	311.837	4	1	1	4	5	9	3	1
2	5	200913030660	67.165	5	1	2	3	5	9	3	1
137	5	200913030660	67.165	3	2	1	98	5	9	3	1
2	2	200913030673	4.798	4	1	1	1	5	9	3	1
128	2	200913030673	4.798	2	2	1	98	5	9	3	2
2	2	200913030704	4.798	4	1	3	2	7	9	3	1
2	2	200913030732	4.798	4	1	1	4	2	9	3	1
3	2	200913030732	4.798	4	2	1	4	2	9	3	2
137	6	200913030753	141.783	3	1	1	98	8	9	3	1
122	3	200913030755	15.754	2	1	1	98	8	9	3	1
2	5	200913030777	67.165	5	1	2	1	5	9	3	1
2	6	200913030795	135.202	4	1	1	4	16	9	3	1
2	3	200913030798	19.19	4	1	1	2	7	9	3	1
2	2	200913030805	24.295	4	1	1	4	13	9	3	1
132	4	200913030811	315.835	3	1	1	98	13	9	3	1
2	6	200913030812	145.77	4	1	3	2	13	9	3	1
2	5	200913030816	72.885	5	1	3	1	13	9	3	1
101	5	200913030816	72.885	1	2	0	98	13	9	3	1
128	5	200913030816	72.885	2	3	99	98	13	9	3	1
2	3	200913030866	19.19	4	1	1	2	5	9	3	1
2	3	200913030866	19.19	4	2	3	2	5	9	3	1
2	6	200913030880	139.127	4	1	1	1	5	9	3	1
2	3	200913030889	15.754	4	1	1	4	8	9	3	1
3	3	200913030889	15.754	4	2	1	4	8	9	3	2
2	5	200913030898	67.165	4	1	1	1	5	9	3	1
2	1	200913030899	4.798	5	1	3	1	5	9	3	1
101	1	200913030921	4.798	1	1	0	98	1	9	3	1
135	1	200913030921	4.798	3	2	99	98	1	9	3	1
141	1	200913030922	24.295	3	1	1	98	13	9	3	1
2	1	200913030923	24.295	4	1	1	4	13	9	3	1
3	1	200913030923	24.295	4	2	1	4	13	9	3	1
2	6	200913030926	145.77	4	1	3	2	13	9	3	1
101	3	200913030931	24.295	1	1	0	98	13	9	3	1
145	1	200913030949	4.798	3	1	1	98	1	9	3	1
2	2	200913030950	4.798	4	1	2	3	1	9	3	1
136	2	200913030950	4.798	3	2	99	98	1	9	3	2
135	2	200913030950	4.798	3	3	99	98	1	9	3	2
2	4	200913030953	307.196	4	1	1	4	8	9	3	1
2	2	200913030967	4.798	5	1	3	1	5	9	3	1
2	3	200913030977	19.19	4	1	1	4	5	9	3	1
3	3	200913030977	19.19	4	2	1	4	5	9	3	2
145	4	200913030978	311.837	3	1	3	98	5	9	3	1
2	1	200913031004	4.798	4	1	99	99	2	9	3	1
145	1	200913031004	4.798	3	2	99	98	2	9	3	1
145	1	200913031004	4.798	3	3	99	98	2	9	3	2
145	1	200913031006	4.798	3	1	1	98	2	9	3	1
101	1	200913031007	4.798	1	1	0	98	2	9	3	1
136	5	200913031008	67.165	3	1	1	98	2	9	3	1
2	2	200913031009	4.798	4	1	1	4	2	9	3	1
2	2	200913031011	4.798	4	1	1	4	2	9	3	1
2	2	200913031016	4.798	4	1	3	2	2	9	3	1
2	2	200913031058	4.798	5	1	2	1	5	9	3	1
2	5	200913031087	67.165	5	1	2	1	5	9	3	1
140	5	200913031087	67.165	3	2	99	98	5	9	3	2
2	4	200913031093	315.835	4	1	1	4	13	9	3	1
2	2	200913031096	4.798	4	1	3	2	1	9	3	1
2	5	200913031100	72.885	5	1	3	1	13	9	3	1
2	5	200913031105	72.885	5	1	2	3	13	9	3	1
137	5	200913031105	72.885	3	2	1	98	13	9	3	1
2	6	200913031108	145.77	4	1	1	1	13	9	3	1
2	1	200913031111	4.798	5	1	4	1	2	9	3	1
138	1	200913031129	4.798	3	1	1	98	7	9	3	1
145	1	200913031129	4.798	3	2	99	98	7	9	3	1
145	5	200913031135	67.165	3	1	1	98	7	9	3	1
145	5	200913031135	67.165	3	2	4	98	7	9	3	1
2	6	200913031138	139.127	5	1	3	1	7	9	3	1
121	3	200913031160	15.754	2	1	4	98	8	9	3	1
2	5	200913031161	70.891	5	1	2	1	8	9	3	1
145	3	200913031175	19.19	3	1	1	98	5	9	3	1
144	3	200913031175	19.19	3	2	99	98	5	9	3	1
139	6	200913031227	139.127	3	1	1	98	2	9	3	1
136	1	200913031269	4.798	3	1	1	98	7	9	3	1
2	2	200913031276	4.798	4	1	1	1	7	9	3	1
140	2	200913031276	4.798	3	2	1	98	7	9	3	2
121	3	200913031286	19.19	2	1	2	98	5	9	3	1
141	6	200913031292	139.127	3	1	1	98	5	9	3	1
158	6	200913031292	139.127	3	2	99	98	5	9	3	1
2	2	200913031295	4.798	4	1	3	2	5	9	3	1
2	5	200913031302	67.165	4	1	1	4	5	9	3	1
3	5	200913031302	67.165	4	2	1	4	5	9	3	2
2	4	200913031316	315.835	4	1	1	4	13	9	3	1
2	6	200913031320	145.77	4	1	1	4	13	9	3	1
135	1	200913031330	4.798	3	1	1	98	2	9	3	1
101	1	200913031330	4.798	1	2	0	98	2	9	3	1
2	1	200913031331	4.798	4	1	1	4	2	9	3	1
3	1	200913031331	4.798	4	2	1	4	2	9	3	2
2	2	200913031333	4.798	4	1	2	3	2	9	3	1
2	2	200913031337	4.798	4	1	1	4	2	9	3	1
135	2	200913031337	4.798	3	2	3	98	2	9	3	1
145	3	200913031354	19.19	3	1	2	98	2	9	3	1
2	6	200913031365	139.127	5	1	14	2	2	9	3	1
3	6	200913031365	139.127	5	2	3	2	2	9	3	2
126	5	200913031369	67.165	2	1	3	98	2	9	3	1
137	4	200913031378	297.445	3	1	2	98	16	9	3	1
2	3	200913031381	27.04	4	1	1	4	16	9	3	1
2	5	200913031385	81.121	4	1	1	1	16	9	3	1
126	4	200913031432	311.837	2	1	1	98	7	9	3	1
2	3	200913031442	19.19	5	1	3	2	7	9	3	1
122	3	200913031463	15.754	2	1	2	98	8	9	3	1
2	4	200913031489	297.445	5	1	2	1	16	9	3	1
2	5	200913031512	72.885	4	1	1	3	13	9	3	1
2	3	200913031522	24.295	4	1	1	4	13	9	3	1
2	6	200913031523	145.77	4	1	1	3	13	9	3	1
138	4	200913031578	311.837	3	1	3	98	5	9	3	1
2	1	200913031613	4.798	4	1	3	2	1	9	3	1
2	1	200913031615	4.798	5	1	3	1	1	9	3	1
101	1	200913031615	4.798	1	2	0	98	1	9	3	1
145	1	200913031615	4.798	3	3	1	98	1	9	3	2
144	1	200913031615	4.798	3	4	1	98	1	9	3	2
2	4	200913031620	307.196	4	1	1	4	8	9	3	1
2	3	200913031676	19.19	5	1	2	1	5	9	3	1
2	2	200913031680	24.295	4	1	1	3	13	9	3	1
3	2	200913031680	24.295	4	2	99	4	13	9	3	2
4	2	200913031680	24.295	4	3	1	4	13	9	3	3
2	4	200913031681	315.835	4	1	1	3	13	9	3	1
2	6	200913031689	141.783	5	1	3	1	8	9	3	1
2	3	200913031700	19.19	5	1	4	1	7	9	3	1
145	1	200913031705	4.798	3	1	1	98	7	9	3	1
2	2	200913031709	4.798	4	1	1	4	7	9	3	1
101	1	200913031710	4.798	1	1	0	98	7	9	3	1
135	6	200913031712	139.127	3	1	1	98	7	9	3	1
137	5	200913031713	67.165	3	1	4	98	7	9	3	1
145	5	200913031713	67.165	3	2	1	98	7	9	3	1
2	5	200913031718	72.885	5	1	3	1	13	9	3	1
121	3	200913031719	24.295	2	1	1	98	13	9	3	1
145	5	200913031733	67.165	3	1	3	98	5	9	3	1
2	6	200913031735	139.127	5	1	2	1	5	9	3	1
2	1	200913031772	4.798	5	1	2	1	2	9	3	1
105	2	200913031776	4.798	1	1	0	98	2	9	3	1
2	2	200913031776	4.798	4	2	2	4	2	9	3	1
3	2	200913031776	4.798	4	3	1	4	2	9	3	2
4	2	200913031776	4.798	4	4	1	4	2	9	3	3
5	2	200913031776	4.798	4	5	1	4	2	9	3	4
131	1	200913031786	4.798	3	1	6	98	2	9	3	1
2	1	200913031788	4.798	4	1	2	3	2	9	3	1
135	1	200913031788	4.798	3	2	2	98	2	9	3	2
145	3	200913031802	19.19	3	1	2	98	2	9	3	1
144	3	200913031802	19.19	3	2	99	98	2	9	3	1
2	6	200913031813	145.77	4	1	1	4	13	9	3	1
2	5	200913031820	70.891	5	1	3	1	8	9	3	1
2	1	200913031833	7.877	4	1	1	3	8	9	3	1
137	1	200913031833	7.877	3	2	99	98	8	9	3	2
101	1	200913031833	7.877	1	3	0	98	8	9	3	2
2	1	200913031833	7.877	4	4	99	99	8	9	3	1
142	1	200913031839	4.798	3	1	1	98	3	9	3	1
158	1	200913031839	4.798	3	2	99	98	3	9	3	1
141	1	200913031839	4.798	3	3	99	98	3	9	3	1
140	1	200913031840	4.798	3	1	3	98	3	9	3	1
101	1	200913031840	4.798	1	2	0	98	3	9	3	1
137	1	200913031840	4.798	3	3	5	98	3	9	3	1
2	1	200913031845	4.798	4	1	1	1	5	9	3	1
137	1	200913031845	4.798	3	2	1	98	5	9	3	2
137	3	200913031861	19.19	3	1	1	98	5	9	3	1
2	4	200913031876	311.837	4	1	3	3	5	9	3	1
2	2	200913031888	4.798	5	1	2	1	7	9	3	1
2	1	200913031897	4.798	5	1	2	1	7	9	3	1
2	3	200913031938	15.754	4	1	1	4	8	9	3	1
2	1	200913031943	4.798	5	1	2	1	5	9	3	1
135	1	200913031943	4.798	3	2	99	98	5	9	3	1
2	5	200913031957	67.165	4	1	1	4	5	9	3	1
3	5	200913031957	67.165	4	2	3	2	5	9	3	1
137	1	200913031985	4.798	3	1	1	98	7	9	3	1
2	2	200913032005	4.798	5	1	2	1	2	9	3	1
145	2	200913032005	4.798	3	2	99	98	2	9	3	2
2	6	200913032008	139.127	4	1	1	4	2	9	3	1
3	6	200913032008	139.127	4	2	1	4	2	9	3	2
135	2	200913032011	4.798	3	1	1	98	2	9	3	1
2	2	200913032033	7.877	5	1	3	99	8	9	3	1
2	3	200913032039	19.19	5	1	3	1	5	9	3	1
135	6	200913032059	139.127	3	1	1	98	5	9	3	1
2	2	200913032060	4.798	4	1	1	4	1	9	3	1
3	2	200913032060	4.798	4	2	1	4	1	9	3	2
4	2	200913032060	4.798	5	3	4	1	1	9	3	1
5	2	200913032060	4.798	4	4	1	2	1	9	3	1
135	2	200913032060	4.798	3	5	99	98	1	9	3	5
121	3	200913032080	19.19	2	1	99	98	4	9	3	1
121	3	200913032115	19.19	2	1	1	98	3	9	3	1
2	6	200913032129	145.77	4	1	1	3	13	9	3	1
2	5	200913032133	72.885	5	1	2	1	13	9	3	1
2	4	200913032136	315.835	4	1	1	4	13	9	3	1
3	4	200913032136	315.835	4	2	1	4	13	9	3	2
2	3	200913032139	24.295	4	1	1	4	13	9	3	1
2	5	200913032158	67.165	4	1	1	1	7	9	3	1
2	2	200913032172	4.798	4	1	11	3	2	9	3	1
3	2	200913032172	4.798	4	2	1	2	2	9	3	2
135	2	200913032172	4.798	3	3	1	98	2	9	3	3
2	4	200913032174	311.837	4	1	1	3	7	9	3	1
2	2	200913032175	4.798	4	1	1	1	2	9	3	1
137	1	200913032181	4.798	3	1	3	98	2	9	3	1
101	1	200913032181	4.798	1	2	0	98	2	9	3	1
2	2	200913032182	4.798	4	1	1	1	2	9	3	1
2	1	200913032199	4.798	4	1	1	4	2	9	3	1
2	5	200913032200	67.165	4	1	3	2	2	9	3	1
135	5	200913032200	67.165	3	2	99	98	2	9	3	1
2	2	200913032207	4.798	5	1	2	1	2	9	3	1
136	1	200913032212	4.798	3	1	1	98	2	9	3	1
101	1	200913032212	4.798	1	2	0	98	2	9	3	1
2	5	200913032254	67.165	4	1	1	1	5	9	3	1
101	3	200913032278	19.19	1	1	0	98	2	9	3	1
135	1	200913032286	4.798	3	1	1	98	2	9	3	1
2	6	200913032289	139.127	5	1	3	1	2	9	3	1
135	6	200913032289	139.127	3	2	4	98	2	9	3	1
2	2	200913032291	4.798	4	1	1	2	2	9	3	1
2	4	200913032309	311.837	4	1	1	4	2	9	3	1
2	2	200913032319	4.798	4	1	2	3	2	9	3	1
134	2	200913032319	4.798	3	2	2	98	2	9	3	2
2	2	200913032320	4.798	4	1	3	2	2	9	3	1
136	1	200913032323	4.798	3	1	1	98	2	9	3	1
136	1	200913032323	4.798	3	2	3	98	2	9	3	1
2	1	200913032326	4.798	4	1	1	4	2	9	3	1
3	1	200913032326	4.798	4	2	1	4	2	9	3	2
2	1	200913032343	4.798	5	1	4	1	4	9	3	1
2	2	200913032345	4.798	4	1	1	4	3	9	3	1
2	4	200913032349	311.837	4	1	2	3	3	9	3	1
2	3	200913032360	19.19	4	1	1	4	3	9	3	1
3	3	200913032360	19.19	4	2	1	4	3	9	3	1
2	3	200913032364	19.19	5	1	2	1	7	9	3	1
126	1	200913032399	4.798	2	1	1	98	2	9	3	1
126	1	200913032399	4.798	2	2	99	98	2	9	3	1
135	1	200913032400	4.798	3	1	1	98	2	9	3	1
2	1	200913032401	4.798	5	1	2	1	2	9	3	1
136	1	200913032402	4.798	3	1	1	98	2	9	3	1
139	1	200913032403	4.798	3	1	6	98	2	9	3	1
103	1	200913032403	4.798	1	2	0	98	2	9	3	1
137	6	200913032426	139.127	3	1	1	98	2	9	3	1
2	5	200913032442	67.165	4	1	1	4	2	9	3	1
3	5	200913032442	67.165	4	2	1	4	2	9	3	2
2	4	200913032479	307.196	4	1	1	4	8	9	3	1
2	3	200913032480	15.754	4	1	1	4	8	9	3	1
139	5	200913032486	70.891	3	1	2	98	8	9	3	1
2	6	200913032494	141.783	4	1	1	4	8	9	3	1
2	3	200913032497	15.754	4	1	1	4	8	9	3	1
2	3	200913032516	19.19	4	1	1	2	4	9	3	1
141	3	200913032516	19.19	3	2	1	98	4	9	3	2
2	1	200913032524	4.798	4	1	1	3	2	9	3	1
135	1	200913032524	4.798	3	2	99	98	2	9	3	2
2	1	200913032541	4.798	4	1	1	4	2	9	3	1
136	1	200913032541	4.798	3	2	1	98	2	9	3	2
135	2	200913032543	4.798	3	1	1	98	2	9	3	1
140	2	200913032543	4.798	3	2	99	98	2	9	3	1
135	3	200913032546	19.19	3	1	1	98	2	9	3	1
2	6	200913032553	145.77	4	1	1	4	13	9	3	1
2	1	200913032561	4.798	4	1	1	1	7	9	3	1
145	1	200913032562	4.798	3	1	1	98	7	9	3	1
2	6	200913032570	139.127	4	1	1	4	7	9	3	1
2	5	200913032595	67.165	4	1	1	4	7	9	3	1
3	5	200913032595	67.165	4	2	1	4	7	9	3	2
2	1	200913032597	4.798	4	1	1	3	3	9	3	1
2	6	200913032604	139.127	4	1	1	3	3	9	3	1
2	2	200913032627	4.798	5	1	4	1	3	9	3	1
126	5	200913032669	67.165	2	1	1	98	5	9	3	1
126	5	200913032669	67.165	2	2	15	98	5	9	3	1
137	4	200913032679	311.837	3	1	2	98	5	9	3	1
2	6	200913032708	139.127	5	1	3	1	5	9	3	1
2	6	200913032712	145.77	4	1	3	2	13	9	3	1
145	1	200913032716	4.798	3	1	1	98	7	9	3	1
102	1	200913032716	4.798	1	2	0	98	7	9	3	1
2	1	200913032731	4.798	5	1	2	1	2	9	3	1
3	1	200913032731	4.798	4	2	2	3	2	9	3	2
2	6	200913032739	139.127	4	1	1	4	2	9	3	1
2	2	200913032743	24.295	5	1	2	1	13	9	3	1
144	2	200913032743	24.295	3	2	99	98	13	9	3	1
124	1	200913032744	4.798	2	1	1	98	4	9	3	1
145	1	200913032746	4.798	3	1	99	98	4	9	3	1
137	1	200913032751	4.798	3	1	1	98	3	9	3	1
145	1	200913032760	4.798	3	1	3	98	3	9	3	1
137	1	200913032760	4.798	3	2	5	98	3	9	3	1
135	1	200913032760	4.798	3	3	99	98	3	9	3	1
135	6	200913032763	139.127	3	1	1	98	4	9	3	1
121	3	200913032770	19.19	2	1	3	98	3	9	3	1
2	5	200913032771	67.165	5	1	4	1	4	9	3	1
3	5	200913032771	67.165	4	2	1	4	4	9	3	1
2	2	200913032780	4.798	4	1	3	2	4	9	3	1
140	6	200913032826	139.127	3	1	1	98	1	9	3	1
145	6	200913032826	139.127	3	2	99	98	1	9	3	1
2	1	200913032842	4.798	5	1	2	1	5	9	3	1
101	1	200913032842	4.798	1	2	0	98	5	9	3	2
3	1	200913032842	4.798	4	3	1	1	5	9	3	2
145	1	200913032870	4.798	3	1	1	98	3	9	3	1
2	1	200913032872	4.798	4	1	1	1	3	9	3	1
135	1	200913032872	4.798	3	2	99	98	3	9	3	2
2	5	200913032884	67.165	4	1	1	3	3	9	3	1
126	1	200913032885	4.798	2	1	3	98	3	9	3	1
126	1	200913032885	4.798	2	2	15	98	3	9	3	1
126	1	200913032885	4.798	2	3	15	98	3	9	3	1
2	4	200913032893	311.837	4	1	1	4	3	9	3	1
3	4	200913032893	311.837	4	2	1	4	3	9	3	2
2	1	200913032913	4.798	4	1	1	1	4	9	3	1
139	1	200913032914	4.798	3	1	6	98	4	9	3	1
140	1	200913032914	4.798	3	2	1	98	4	9	3	1
124	4	200913032923	311.837	2	1	1	98	4	9	3	1
126	4	200913032954	297.445	2	1	99	98	16	9	3	1
145	1	200913032957	4.798	3	1	3	98	7	9	3	1
121	3	200913032963	24.295	2	1	1	98	13	9	3	1
121	3	200913032965	24.295	2	1	1	98	13	9	3	1
2	5	200913032966	72.885	4	1	1	3	13	9	3	1
145	5	200913032996	67.165	3	1	2	98	5	9	3	1
2	5	200913033015	70.891	5	1	3	1	8	9	3	1
2	1	200913033016	4.798	5	1	2	1	2	9	3	1
138	1	200913033016	4.798	3	2	99	98	2	9	3	1
2	2	200913033036	4.798	4	1	1	4	2	9	3	1
2	2	200913033038	4.798	4	1	2	3	2	9	3	1
2	1	200913033040	4.798	4	1	1	2	2	9	3	1
101	1	200913033040	4.798	1	2	0	98	2	9	3	2
2	3	200913033042	19.19	4	1	1	4	2	9	3	1
2	1	200913033055	4.798	4	1	1	3	7	9	3	1
2	1	200913033062	24.295	5	1	2	1	13	9	3	1
2	4	200913033075	315.835	4	1	2	3	13	9	3	1
2	6	200913033085	139.127	4	1	3	2	3	9	3	1
3	6	200913033085	139.127	4	2	1	3	3	9	3	1
2	1	200913033099	4.798	4	1	1	3	3	9	3	1
143	2	200913033130	4.798	3	1	1	98	4	9	3	1
145	2	200913033130	4.798	3	2	99	98	4	9	3	1
2	3	200913033173	19.19	5	1	2	3	5	9	3	1
3	3	200913033173	19.19	4	2	3	2	5	9	3	1
2	5	200913033193	72.885	4	1	1	4	13	9	3	1
3	5	200913033193	72.885	4	2	1	4	13	9	3	2
2	6	200913033196	145.77	5	1	3	1	13	9	3	1
121	3	200913033221	19.19	2	1	1	98	3	9	3	1
145	1	200913033225	4.798	3	1	1	98	7	9	3	1
121	3	200913033269	19.19	2	1	1	98	4	9	3	1
139	6	200913033280	139.127	3	1	1	98	4	9	3	1
135	6	200913033280	139.127	3	2	1	98	4	9	3	1
2	5	200913033281	67.165	4	1	1	4	4	9	3	1
3	5	200913033281	67.165	4	2	1	4	4	9	3	2
4	5	200913033281	67.165	4	3	1	4	4	9	3	3
139	6	200913033296	139.127	3	1	1	98	5	9	3	1
2	2	200913033309	4.798	4	1	3	3	1	9	3	1
3	2	200913033309	4.798	4	2	3	3	1	9	3	2
4	2	200913033309	4.798	4	3	3	3	1	9	3	2
126	4	200913033319	311.837	2	1	1	98	5	9	3	1
122	3	200913033370	27.04	2	1	1	98	16	9	3	1
121	3	200913033371	15.754	2	1	1	98	8	9	3	1
2	2	200913033379	4.798	4	1	3	2	2	9	3	1
3	2	200913033379	4.798	5	2	4	1	2	9	3	1
2	2	200913033382	4.798	4	1	1	4	2	9	3	1
2	1	200913033400	4.798	4	1	1	4	2	9	3	1
135	1	200913033400	4.798	3	2	1	98	2	9	3	2
138	6	200913033403	139.127	3	1	1	98	2	9	3	1
2	1	200913033404	4.798	4	1	1	4	2	9	3	1
3	1	200913033404	4.798	4	2	1	4	2	9	3	2
2	5	200913033406	67.165	5	1	4	1	2	9	3	1
135	2	200913033412	4.798	3	1	1	98	2	9	3	1
126	2	200913033412	4.798	2	2	1	98	2	9	3	1
2	2	200913033433	7.877	4	1	2	3	8	9	3	1
2	1	200913033455	4.798	4	1	1	1	7	9	3	1
2	2	200913033471	4.798	5	1	2	1	7	9	3	1
141	4	200913033483	311.837	3	1	1	98	7	9	3	1
2	6	200913033484	139.127	5	1	2	1	7	9	3	1
3	6	200913033484	139.127	4	2	1	4	7	9	3	1
2	5	200913033490	67.165	4	1	1	4	7	9	3	1
121	3	200913033500	19.19	2	1	1	98	4	9	3	1
2	5	200913033534	70.891	5	1	3	1	8	9	3	1
2	5	200913033562	67.165	4	1	1	3	5	9	3	1
2	3	200913033569	19.19	5	1	2	1	5	9	3	1
101	3	200913033569	19.19	1	2	0	98	5	9	3	1
121	3	200913033569	19.19	2	3	99	98	5	9	3	1
135	6	200913033593	139.127	3	1	2	98	2	9	3	1
121	3	200913033624	24.295	2	1	2	98	13	9	3	1
135	2	200913033640	4.798	3	1	1	98	2	9	3	1
136	2	200913033643	4.798	3	1	2	98	2	9	3	1
2	2	200913033643	4.798	4	2	1	2	2	9	3	1
136	2	200913033645	4.798	3	1	3	98	2	9	3	1
2	2	200913033645	4.798	5	2	4	1	2	9	3	1
2	2	200913033647	4.798	4	1	1	4	2	9	3	1
3	2	200913033647	4.798	5	2	3	1	2	9	3	2
2	2	200913033654	4.798	4	1	1	3	2	9	3	1
2	2	200913033675	4.798	5	1	2	1	2	9	3	1
2	4	200913033677	311.837	5	1	4	1	2	9	3	1
2	2	200913033690	4.798	4	1	3	2	2	9	3	1
136	2	200913033692	4.798	3	1	2	98	2	9	3	1
2	2	200913033692	4.798	5	2	3	1	2	9	3	1
135	1	200913033697	4.798	3	1	1	98	2	9	3	1
2	1	200913033697	4.798	4	2	1	2	2	9	3	1
135	6	200913033699	139.127	3	1	1	98	2	9	3	1
2	5	200913033708	67.165	4	1	1	4	2	9	3	1
2	1	200913033709	4.798	4	1	1	3	2	9	3	1
135	1	200913033709	4.798	3	2	1	98	2	9	3	1
126	2	200913033715	4.798	2	1	1	98	2	9	3	1
2	2	200913033741	4.798	4	1	1	4	2	9	3	1
2	2	200913033743	4.798	4	1	3	2	2	9	3	1
2	2	200913033743	4.798	4	2	1	2	2	9	3	1
126	4	200913033766	311.837	2	1	1	98	3	9	3	1
2	5	200913033774	67.165	4	1	1	2	3	9	3	1
145	5	200913033774	67.165	3	2	1	98	3	9	3	1
121	3	200913033776	19.19	2	1	1	98	3	9	3	1
137	1	200913033779	4.798	3	1	1	98	3	9	3	1
126	6	200913033805	139.127	2	1	1	98	3	9	3	1
137	6	200913033805	139.127	3	2	15	98	3	9	3	1
136	1	200913033811	4.798	3	1	1	98	2	9	3	1
133	1	200913033811	4.798	3	2	1	98	2	9	3	1
2	1	200913033811	4.798	4	3	15	99	2	9	3	1
2	3	200913033814	19.19	4	1	1	4	2	9	3	1
3	3	200913033814	19.19	4	2	1	4	2	9	3	2
2	2	200913033816	4.798	4	1	1	2	2	9	3	1
3	2	200913033816	4.798	4	2	1	2	2	9	3	1
2	2	200913033822	4.798	4	1	1	4	2	9	3	1
2	2	200913033823	4.798	4	1	3	2	2	9	3	1
135	1	200913033829	4.798	3	1	1	98	2	9	3	1
2	2	200913033845	4.798	4	1	3	2	2	9	3	1
2	6	200913033848	139.127	4	1	1	2	2	9	3	1
3	6	200913033848	139.127	4	2	99	3	2	9	3	1
101	6	200913033848	139.127	1	3	0	98	2	9	3	3
