OBJCONT	STRATUM	CASENUM	WEIGHT	E_ACTION	EVENTNUM	GAD	OBJGAD	PJ	PSU	REGION	VEHNUM
143	4	200925106988	310.632	3	1	2	98	7	79	4	1
2	2	200925107032	1.664	4	1	3	2	2	79	4	1
3	2	200925107032	1.664	4	2	3	13	2	79	4	2
136	2	200925107032	1.664	3	3	1	98	2	79	4	2
101	2	200925107032	1.664	1	4	0	98	2	79	4	2
2	4	200925107052	311.714	4	1	1	4	4	79	4	1
122	3	200925107082	22.188	2	1	1	98	7	79	4	1
2	5	200925107090	66.564	4	1	1	2	7	79	4	1
2	4	200925107111	310.632	4	1	1	4	7	79	4	1
3	4	200925107111	310.632	4	2	1	4	7	79	4	2
158	6	200925107113	144.222	3	1	1	98	7	79	4	1
2	3	200925107115	22.188	4	1	1	3	7	79	4	1
126	1	200925107156	1.664	2	1	3	98	2	79	4	1
101	1	200925107156	1.664	1	2	0	98	2	79	4	1
108	2	200925107179	1.664	1	1	0	98	2	79	4	2
136	2	200925107179	1.664	3	2	1	98	2	79	4	1
136	2	200925107179	1.664	3	3	1	98	2	79	4	3
2	2	200925107190	1.664	5	1	4	1	2	79	4	1
2	2	200925107257	3.896	5	1	2	1	4	79	4	1
139	2	200925107302	4.835	3	1	3	98	6	79	4	1
105	2	200925107302	4.835	1	2	0	98	6	79	4	1
2	2	200925107303	4.835	4	1	1	3	6	79	4	1
136	2	200925107303	4.835	3	2	1	98	6	79	4	1
2	2	200925107326	11.094	4	1	1	4	7	79	4	1
2	5	200925107328	66.564	5	1	2	1	7	79	4	1
2	2	200925107333	11.094	5	1	1	1	7	79	4	1
2	3	200925107347	22.188	5	1	3	3	7	79	4	1
121	3	200925107347	22.188	2	2	3	98	7	79	4	2
2	6	200925107354	144.222	5	1	3	1	7	79	4	1
2	3	200925107371	22.188	5	1	3	1	7	79	4	1
2	5	200925107374	66.564	4	1	1	2	7	79	4	1
2	4	200925107387	310.632	4	1	1	4	7	79	4	1
3	2	200925107390	11.094	5	1	3	1	7	79	4	1
2	2	200925107390	11.094	4	2	1	2	7	79	4	1
4	2	200925107390	11.094	5	3	2	1	7	79	4	1
5	2	200925107390	11.094	4	4	2	3	7	79	4	2
121	3	200925107392	22.188	2	1	1	98	7	79	4	1
121	3	200925107392	22.188	2	2	1	98	7	79	4	1
3	6	200925107399	144.222	4	1	1	4	7	79	4	2
3	6	200925107399	144.222	5	2	4	1	7	79	4	1
1	2	200925107463	1.664	4	1	15	3	2	79	4	2
2	4	200925107464	309.523	5	1	1	4	2	79	4	1
136	2	200925107486	1.664	3	1	1	98	2	79	4	1
101	2	200925107486	1.664	1	2	0	98	2	79	4	1
2	2	200925107496	1.664	5	1	2	3	2	79	4	1
136	2	200925107496	1.664	3	2	3	98	2	79	4	1
2	2	200925107496	1.664	5	3	2	3	2	79	4	1
105	2	200925107496	1.664	1	4	0	98	2	79	4	2
136	2	200925107496	1.664	3	5	3	98	2	79	4	2
3	2	200925107496	1.664	5	6	4	1	2	79	4	2
136	2	200925107500	1.664	3	1	3	98	2	79	4	1
2	2	200925107500	1.664	5	2	99	1	2	79	4	1
3	2	200925107500	1.664	4	3	99	3	2	79	4	2
101	2	200925107500	1.664	1	4	0	98	2	79	4	1
2	2	200925107508	1.664	5	1	4	1	2	79	4	1
2	2	200925107540	1.664	5	1	3	2	2	79	4	1
2	6	200925107565	140.271	4	1	1	4	4	79	4	1
3	6	200925107565	140.271	4	2	1	4	4	79	4	2
4	6	200925107565	140.271	4	3	1	4	4	79	4	3
126	1	200925107598	11.094	2	1	1	98	7	79	4	1
121	1	200925107598	11.094	2	2	15	98	7	79	4	1
121	1	200925107598	11.094	2	3	15	98	7	79	4	1
2	5	200925107602	66.564	4	1	1	2	7	79	4	1
121	3	200925107608	22.188	2	1	1	98	7	79	4	1
121	3	200925107608	22.188	2	2	1	98	7	79	4	1
2	2	200925107617	11.094	5	1	3	1	7	79	4	1
137	2	200925107617	11.094	3	2	99	98	7	79	4	1
2	2	200925107624	4.835	4	1	2	3	6	79	4	1
136	2	200925107624	4.835	3	2	3	98	6	79	4	1
136	2	200925107624	4.835	3	3	1	98	6	79	4	1
2	2	200925107644	4.835	4	1	2	3	6	79	4	1
3	2	200925107644	4.835	4	2	2	3	6	79	4	1
4	2	200925107644	4.835	4	3	2	3	6	79	4	1
5	2	200925107644	4.835	4	4	3	2	6	79	4	1
6	2	200925107644	4.835	4	5	1	4	6	79	4	1
2	5	200925107656	66.564	5	1	2	1	7	79	4	1
139	5	200925107656	66.564	3	2	1	98	7	79	4	1
2	6	200925107663	144.222	5	1	2	1	7	79	4	1
121	3	200925107664	22.188	2	1	1	98	7	79	4	1
2	2	200925107671	11.094	4	1	1	4	7	79	4	1
2	5	200925107675	66.564	4	1	1	4	7	79	4	1
4	2	200925107717	1.664	5	1	4	1	2	79	4	3
3	2	200925107717	1.664	5	2	4	1	2	79	4	2
2	2	200925107717	1.664	5	3	4	1	2	79	4	1
2	2	200925107729	1.664	4	1	1	4	2	79	4	1
142	2	200925107729	1.664	3	2	1	98	2	79	4	2
2	1	200925107730	1.664	4	1	2	3	2	79	4	1
135	1	200925107730	1.664	3	2	1	98	2	79	4	2
135	1	200925107730	1.664	3	3	1	98	2	79	4	1
142	1	200925107730	1.664	3	4	3	98	2	79	4	1
3	1	200925107730	1.664	5	5	3	1	2	79	4	2
142	1	200925107730	1.664	3	6	3	98	2	79	4	3
142	1	200925107730	1.664	3	7	3	98	2	79	4	2
101	1	200925107753	1.664	1	1	0	98	2	79	4	1
136	1	200925107753	1.664	3	2	1	98	2	79	4	1
2	2	200925107758	1.664	4	1	3	4	2	79	4	1
3	2	200925107758	1.664	4	2	1	4	2	79	4	2
139	5	200925107788	66.564	3	1	2	98	7	79	4	1
136	5	200925107788	66.564	3	2	1	98	7	79	4	1
101	5	200925107788	66.564	1	3	0	98	7	79	4	1
142	5	200925107788	66.564	3	4	99	98	7	79	4	1
2	3	200925107790	22.188	4	1	1	12	7	79	4	1
121	3	200925107796	22.188	2	1	1	98	7	79	4	1
139	3	200925107826	19.339	3	1	99	98	6	79	4	1
2	4	200925107827	309.417	4	1	1	4	6	79	4	1
2	4	200925107838	310.632	5	1	3	1	7	79	4	1
2	6	200925107841	144.222	4	1	2	3	7	79	4	1
101	6	200925107841	144.222	1	2	0	98	7	79	4	1
127	3	200925107842	22.188	2	1	3	98	7	79	4	1
2	5	200925107845	66.564	4	1	1	2	7	79	4	1
122	3	200925107854	22.188	2	1	1	98	7	79	4	1
122	3	200925107861	22.188	2	1	1	98	7	79	4	1
2	3	200925107872	22.188	5	1	4	1	7	79	4	1
145	1	200925107873	11.094	3	1	1	98	7	79	4	1
102	1	200925107873	11.094	1	2	0	98	7	79	4	1
2	5	200925107876	66.564	4	1	1	3	7	79	4	1
2	6	200925107878	144.222	4	1	1	3	7	79	4	1
137	6	200925107878	144.222	3	2	1	98	7	79	4	2
122	3	200925107879	22.188	2	1	1	98	7	79	4	1
2	3	200925107881	22.188	4	1	1	2	7	79	4	1
101	3	200925107881	22.188	1	2	0	98	7	79	4	2
126	1	200925107883	11.094	2	1	2	98	7	79	4	1
126	1	200925107883	11.094	2	2	1	98	7	79	4	1
121	3	200925107890	22.188	2	1	2	98	7	79	4	1
3	6	200925107904	139.784	5	1	4	1	2	79	4	2
2	6	200925107904	139.784	5	2	4	1	2	79	4	1
133	1	200925107976	1.664	3	1	1	98	2	79	4	1
2	2	200925107992	1.664	4	1	2	3	2	79	4	1
3	2	200925107992	1.664	4	2	4	4	2	79	4	2
4	2	200925108055	1.664	5	1	3	2	2	79	4	3
3	2	200925108055	1.664	5	2	4	1	2	79	4	2
2	2	200925108055	1.664	5	3	4	3	2	79	4	1
136	2	200925108055	1.664	3	4	12	98	2	79	4	3
135	2	200925108055	1.664	3	5	1	98	2	79	4	3
2	3	200925108067	18.305	4	1	1	4	2	79	4	1
3	3	200925108067	18.305	4	2	1	4	2	79	4	2
2	3	200925108122	19.482	4	1	1	4	4	79	4	1
101	3	200925108122	19.482	1	2	0	98	4	79	4	1
2	2	200925108136	3.896	4	1	1	4	4	79	4	1
2	4	200925108158	311.714	4	1	3	2	4	79	4	1
139	4	200925108158	311.714	3	2	2	98	4	79	4	1
2	6	200925108161	140.271	4	1	1	4	4	79	4	1
3	6	200925108161	140.271	4	2	1	4	4	79	4	2
121	3	200925108189	22.188	2	1	2	98	7	79	4	1
2	4	200925108196	310.632	4	1	1	4	7	79	4	1
2	2	200925108215	1.664	5	1	2	3	2	79	4	1
3	2	200925108217	1.664	5	1	4	1	2	79	4	2
2	2	200925108217	1.664	5	2	4	1	2	79	4	1
2	4	200925108242	309.523	5	1	4	1	2	79	4	1
2	2	200925108255	1.664	4	1	1	4	2	79	4	1
3	2	200925108276	1.664	5	1	4	1	2	79	4	2
2	2	200925108276	1.664	5	2	4	1	2	79	4	1
3	6	200925108354	139.784	5	1	4	1	2	79	4	2
2	6	200925108354	139.784	5	2	4	1	2	79	4	1
2	2	200925108378	1.664	4	1	2	3	2	79	4	1
136	2	200925108378	1.664	3	2	1	98	2	79	4	2
2	2	200925108403	1.664	5	1	4	1	2	79	4	1
3	5	200925108417	66.239	5	1	4	1	4	79	4	2
2	5	200925108417	66.239	5	2	4	1	4	79	4	1
4	5	200925108417	66.239	5	3	4	1	4	79	4	3
3	5	200925108417	66.239	5	4	4	1	4	79	4	2
2	5	200925108417	66.239	5	5	4	1	4	79	4	1
5	5	200925108417	66.239	5	6	4	1	4	79	4	4
4	5	200925108417	66.239	5	7	4	1	4	79	4	3
2	1	200925108427	3.896	4	1	99	2	4	79	4	1
3	1	200925108427	3.896	4	2	1	1	4	79	4	2
2	6	200925108484	144.222	4	1	3	2	7	79	4	1
2	1	200925108496	11.094	5	1	3	1	7	79	4	1
122	3	200925108499	22.188	2	1	2	98	7	79	4	1
2	2	200925108500	11.094	4	1	1	3	7	79	4	1
2	6	200925108516	144.222	5	1	2	1	7	79	4	1
122	3	200925108533	22.188	2	1	1	98	7	79	4	1
2	3	200925108539	22.188	4	1	1	1	7	79	4	1
139	4	200925108540	310.632	3	1	2	98	7	79	4	1
137	4	200925108540	310.632	3	2	2	98	7	79	4	1
121	3	200925108542	22.188	2	1	1	98	7	79	4	1
126	5	200925108548	66.564	2	1	1	98	7	79	4	1
126	5	200925108548	66.564	2	2	15	98	7	79	4	1
142	5	200925108548	66.564	3	3	2	98	7	79	4	1
2	1	200925108558	11.094	4	1	1	3	7	79	4	1
139	1	200925108558	11.094	3	2	3	98	7	79	4	2
143	1	200925108558	11.094	3	3	3	98	7	79	4	2
158	1	200925108558	11.094	3	4	2	98	7	79	4	2
141	1	200925108558	11.094	3	5	1	98	7	79	4	1
2	6	200925108560	144.222	4	1	1	3	7	79	4	1
105	6	200925108560	144.222	1	2	0	98	7	79	4	1
2	5	200925108571	66.564	4	1	1	4	7	79	4	1
2	3	200925108574	22.188	4	1	1	1	7	79	4	1
2	3	200925108579	22.188	4	1	1	4	7	79	4	1
101	3	200925108579	22.188	1	2	0	98	7	79	4	2
2	1	200925108580	11.094	4	1	1	1	7	79	4	1
126	1	200925108580	11.094	2	2	2	98	7	79	4	2
142	6	200925108599	144.222	3	1	11	98	7	79	4	1
2	5	200925108603	66.564	4	1	1	1	7	79	4	1
136	2	200925108636	1.664	3	1	1	98	2	79	4	1
2	2	200925108636	1.664	4	2	3	2	2	79	4	1
139	5	200925108674	68.228	3	1	3	98	2	79	4	1
145	5	200925108674	68.228	3	2	1	98	2	79	4	1
136	2	200925108694	1.664	3	1	3	98	2	79	4	1
2	2	200925108694	1.664	4	2	2	3	2	79	4	1
136	2	200925108694	1.664	3	3	3	98	2	79	4	1
2	2	200925108694	1.664	4	4	2	3	2	79	4	1
2	4	200925108708	309.523	4	1	1	4	2	79	4	1
2	2	200925108748	1.664	4	1	2	3	2	79	4	1
2	2	200925108794	3.896	4	1	1	3	4	79	4	1
121	3	200925108813	22.188	2	1	1	98	7	79	4	1
126	4	200925108819	310.632	2	1	4	98	7	79	4	1
2	2	200925108827	11.094	4	1	1	3	7	79	4	1
2	5	200925108830	66.564	4	1	1	3	7	79	4	1
136	2	200925108853	1.664	3	1	3	98	2	79	4	1
3	2	200925108863	1.664	5	1	4	1	2	79	4	2
2	2	200925108863	1.664	5	2	4	1	2	79	4	1
2	2	200925108905	1.664	5	1	2	3	2	79	4	1
139	2	200925108905	1.664	3	2	2	98	2	79	4	2
134	1	200925108920	1.664	3	1	1	98	2	79	4	1
134	1	200925108920	1.664	3	2	1	98	2	79	4	1
141	1	200925108920	1.664	3	3	1	98	2	79	4	1
137	1	200925108920	1.664	3	4	3	98	2	79	4	1
2	2	200925108926	1.664	5	1	1	1	2	79	4	1
4	2	200925108926	1.664	5	2	4	2	2	79	4	2
142	2	200925108926	1.664	3	3	4	98	2	79	4	1
3	2	200925108926	1.664	5	4	3	1	2	79	4	1
101	2	200925108944	3.896	1	1	0	98	4	79	4	1
2	4	200925108985	311.714	4	1	1	4	4	79	4	1
2	3	200925108994	19.482	4	1	1	4	4	79	4	1
4	2	200925109003	4.835	5	1	4	1	6	79	4	1
2	2	200925109003	4.835	5	2	1	1	6	79	4	1
3	2	200925109003	4.835	4	3	1	2	6	79	4	1
136	2	200925109003	4.835	3	4	4	98	6	79	4	3
135	2	200925109006	4.835	3	1	1	98	6	79	4	1
3	5	200925109008	67.685	5	1	1	3	6	79	4	1
2	5	200925109008	67.685	5	2	1	1	6	79	4	1
4	5	200925109008	67.685	5	3	4	1	6	79	4	2
2	6	200925109031	144.222	4	1	1	4	7	79	4	1
121	3	200925109037	22.188	2	1	1	98	7	79	4	1
137	1	200925109076	1.664	3	1	4	98	2	79	4	1
3	2	200925109124	1.664	5	1	2	3	2	79	4	2
136	2	200925109124	1.664	3	2	1	98	2	79	4	2
136	2	200925109124	1.664	3	3	1	98	2	79	4	3
2	2	200925109124	1.664	5	4	3	1	2	79	4	1
2	2	200925109148	1.664	5	1	4	1	2	79	4	1
101	2	200925109148	1.664	1	2	0	98	2	79	4	2
2	6	200925109158	139.784	5	1	3	2	2	79	4	1
135	6	200925109158	139.784	3	2	1	98	2	79	4	2
2	4	200925109181	309.523	5	1	4	1	2	79	4	1
2	2	200925109185	1.664	5	1	3	2	2	79	4	1
2	2	200925109233	3.896	4	1	1	4	4	79	4	1
139	6	200925109367	140.271	3	1	99	98	4	79	4	1
136	6	200925109367	140.271	3	2	1	98	4	79	4	1
2	1	200925109395	4.835	4	1	1	4	6	79	4	1
3	1	200925109395	4.835	5	2	4	1	6	79	4	1
136	1	200925109395	4.835	3	3	2	98	6	79	4	3
4	1	200925109395	4.835	5	4	4	1	6	79	4	2
2	5	200925109482	66.564	4	1	1	1	7	79	4	1
121	3	200925109500	22.188	2	1	1	98	7	79	4	1
2	5	200925109505	66.564	5	1	3	1	7	79	4	1
2	2	200925109893	1.664	5	1	2	3	2	79	4	1
135	2	200925109893	1.664	3	2	1	98	2	79	4	1
136	2	200925109893	1.664	3	3	1	98	2	79	4	1
3	2	200925109893	1.664	5	4	3	1	2	79	4	1
102	2	200925109893	1.664	1	5	0	98	2	79	4	1
2	6	200929934098	135.548	4	1	1	1	4	1	1	1
2	5	200929934102	67.774	4	1	1	1	4	1	1	1
158	5	200929934102	67.774	3	2	99	98	4	1	1	2
2	6	200929934108	135.548	4	1	1	4	4	1	1	1
135	5	200929934155	67.774	3	1	1	98	1	1	1	1
136	6	200929934160	135.548	3	1	1	98	1	1	1	1
136	6	200929934160	135.548	3	2	4	98	1	1	1	1
136	6	200929934160	135.548	3	3	4	98	1	1	1	1
2	6	200929934177	135.548	5	1	4	1	2	1	1	1
124	4	200929934180	304.982	2	1	2	98	2	1	1	1
138	6	200929934184	135.548	3	1	1	98	2	1	1	1
101	6	200929934184	135.548	1	2	0	98	2	1	1	1
2	5	200929934190	67.774	4	1	2	1	2	1	1	1
2	4	200929934196	304.982	4	1	1	1	2	1	1	1
2	2	200929934238	33.887	4	1	1	3	10	1	1	1
135	2	200929934238	33.887	3	2	4	98	10	1	1	1
135	2	200929934240	33.887	3	1	4	98	10	1	1	1
2	2	200929934240	33.887	5	2	1	2	10	1	1	1
2	6	200929934241	135.548	4	1	3	2	10	1	1	1
126	6	200929934241	135.548	2	2	1	98	10	1	1	1
2	4	200929934242	304.982	4	1	15	1	10	1	1	1
158	4	200929934248	304.982	3	1	1	98	4	1	1	1
2	6	200929934250	135.548	4	1	1	3	4	1	1	1
2	4	200929934260	304.982	4	1	1	4	4	1	1	1
2	6	200929934264	135.548	4	1	1	3	2	1	1	1
2	6	200929934272	135.548	4	1	1	2	2	1	1	1
2	2	200929934277	33.887	5	1	3	1	2	1	1	1
124	4	200929934278	304.982	2	1	1	98	2	1	1	1
137	6	200929934287	135.548	3	1	1	98	2	1	1	1
2	4	200929934294	304.982	4	1	1	4	2	1	1	1
2	6	200929934296	135.548	5	1	2	1	8	1	1	1
2	5	200929934297	67.774	5	1	3	1	8	1	1	1
158	5	200929934297	67.774	3	2	99	98	8	1	1	1
2	4	200929934302	304.982	4	1	1	3	13	1	1	1
126	4	200929934302	304.982	2	2	1	98	13	1	1	1
126	4	200929934302	304.982	2	3	15	98	13	1	1	1
2	1	200929934306	33.887	5	1	3	1	2	1	1	1
158	1	200929934306	33.887	3	2	99	98	2	1	1	1
158	1	200929934306	33.887	3	3	99	98	2	1	1	2
2	6	200929934308	135.548	4	1	1	4	2	1	1	1
2	4	200929934311	304.982	5	1	2	1	1	1	1	1
2	4	200929934321	304.982	5	1	3	1	1	1	1	1
2	6	200929934331	135.548	4	1	12	12	1	1	1	1
2	4	200929934332	304.982	5	1	4	1	1	1	1	1
2	3	200929934339	33.887	4	1	1	1	1	1	1	1
105	2	200929934341	33.887	1	1	0	98	1	1	1	1
158	2	200929934341	33.887	3	2	1	98	1	1	1	1
2	5	200929934342	67.774	4	1	1	4	1	1	1	1
2	4	200929934352	304.982	4	1	1	4	1	1	1	1
126	6	200929934355	135.548	2	1	1	98	1	1	1	1
2	4	200929934363	304.982	5	1	3	2	1	1	1	1
137	6	200929934369	135.548	3	1	1	98	4	1	1	1
2	6	200929934374	135.548	5	1	3	1	4	1	1	1
124	4	200929934376	304.982	2	1	1	98	4	1	1	1
137	6	200929934382	135.548	3	1	1	98	4	1	1	1
137	6	200929934382	135.548	3	2	1	98	4	1	1	1
137	6	200929934382	135.548	3	3	1	98	4	1	1	1
101	6	200929934382	135.548	1	4	0	98	4	1	1	1
141	6	200929934382	135.548	3	5	3	98	4	1	1	1
2	4	200929934435	304.982	4	1	1	4	2	1	1	1
2	5	200929934436	67.774	4	1	1	2	2	1	1	1
3	5	200929934436	67.774	4	2	99	3	2	1	1	1
101	5	200929934436	67.774	1	3	0	98	2	1	1	2
2	4	200929934443	304.982	5	1	3	1	8	1	1	1
2	1	200929934482	33.887	5	1	3	1	1	1	1	1
2	5	200929934489	67.774	5	1	99	1	1	1	1	1
158	6	200929934490	135.548	3	1	1	98	1	1	1	1
2	4	200929934492	304.982	4	1	4	2	1	1	1	1
2	6	200929934751	135.548	5	1	2	1	2	1	1	1
2	4	200929934762	304.982	5	1	3	1	8	1	1	1
2	6	200929934765	135.548	5	1	3	1	8	1	1	1
2	6	200929934783	135.548	4	1	1	1	1	1	1	1
2	5	200929934785	67.774	4	1	1	3	1	1	1	1
2	5	200929934792	67.774	4	1	1	3	4	1	1	1
2	6	200929934795	135.548	5	1	3	1	4	1	1	1
2	4	200929934798	304.982	4	1	1	4	4	1	1	1
158	6	200929934986	135.548	3	1	1	98	12	1	1	1
158	5	200929934995	67.774	3	1	3	98	12	1	1	1
101	5	200929934995	67.774	1	2	0	98	12	1	1	1
158	2	200929935000	33.887	3	1	1	98	12	1	1	1
158	2	200929935000	33.887	3	2	99	98	12	1	1	1
101	2	200929935000	33.887	1	3	0	98	12	1	1	1
2	2	200929935005	33.887	4	1	15	1	12	1	1	1
101	6	200929935006	135.548	1	1	0	98	12	1	1	1
135	2	200929935008	33.887	3	1	2	98	10	1	1	1
105	2	200929935008	33.887	1	2	0	98	10	1	1	1
158	5	200929935012	67.774	3	1	99	98	10	1	1	1
101	5	200929935012	67.774	1	2	0	98	10	1	1	1
124	4	200929935518	304.982	2	1	1	98	2	1	1	1
158	6	200929935528	135.548	3	1	1	98	2	1	1	1
124	4	200929935529	304.982	2	1	1	98	2	1	1	1
2	1	200929935533	33.887	5	1	3	1	2	1	1	1
2	4	200929935540	304.982	4	1	1	2	8	1	1	1
158	6	200929935541	135.548	3	1	1	98	8	1	1	1
145	6	200929935541	135.548	3	2	1	98	8	1	1	1
2	4	200929935543	304.982	4	1	1	4	1	1	1	1
2	6	200929935545	135.548	4	1	1	4	1	1	1	1
2	6	200929935557	135.548	5	1	2	1	1	1	1	1
2	4	200929935561	304.982	4	1	1	3	1	1	1	1
2	6	200929935574	135.548	5	1	2	1	4	1	1	1
143	6	200929935574	135.548	3	2	1	98	4	1	1	1
144	6	200929935574	135.548	3	3	99	98	4	1	1	1
2	5	200929935577	67.774	5	1	2	1	4	1	1	1
2	4	200929935582	304.982	5	1	3	1	4	1	1	1
158	5	200929935591	67.774	3	1	1	98	4	1	1	1
145	5	200929935591	67.774	3	2	1	98	4	1	1	1
159	6	200929935596	135.548	3	1	1	98	13	1	1	1
2	4	200929935599	304.982	4	1	1	4	2	1	1	1
2	4	200929935608	304.982	4	1	1	4	1	1	1	1
138	6	200929935610	135.548	3	1	1	98	1	1	1	1
137	6	200929935610	135.548	3	2	2	98	1	1	1	1
2	1	200929935611	33.887	5	1	3	1	1	1	1	1
137	4	200929935618	304.982	3	1	1	98	4	1	1	1
139	4	200929935618	304.982	3	2	6	98	4	1	1	1
2	6	200929935621	135.548	5	1	3	1	4	1	1	1
3	6	200929935621	135.548	4	2	99	1	4	1	1	2
4	6	200929935621	135.548	4	3	1	1	4	1	1	3
137	6	200929935621	135.548	3	4	1	98	4	1	1	5
2	6	200929935629	135.548	5	1	2	1	4	1	1	1
2	5	200929935630	67.774	4	1	1	4	4	1	1	1
3	5	200929935630	67.774	4	2	1	4	4	1	1	2
2	4	200929935634	304.982	5	1	2	1	4	1	1	1
2	2	200929935636	33.887	5	1	4	1	4	1	1	1
135	2	200929935636	33.887	3	2	99	98	4	1	1	1
2	4	200929935646	304.982	5	1	4	1	1	1	1	1
2	6	200929935649	135.548	5	1	2	1	1	1	1	1
124	4	200929935656	304.982	2	1	3	98	2	1	1	1
2	6	200929935657	135.548	4	1	1	3	2	1	1	1
2	5	200929935663	67.774	4	1	1	1	2	1	1	1
135	5	200929935663	67.774	3	2	99	98	2	1	1	2
2	5	200929935663	67.774	4	3	4	4	2	1	1	1
2	4	200929935674	304.982	4	1	1	4	1	1	1	1
2	5	200929935675	67.774	4	1	1	2	1	1	1	1
2	6	200929935678	135.548	5	1	2	1	1	1	1	1
3	6	200929935678	135.548	4	2	3	2	1	1	1	1
3	6	200929935678	135.548	4	3	99	1	1	1	1	2
2	2	200929935681	33.887	5	1	4	1	12	1	1	1
2	2	200929935683	33.887	4	1	2	3	12	1	1	1
135	2	200929935683	33.887	3	2	99	98	12	1	1	1
2	4	200929935686	304.982	4	1	3	99	12	1	1	1
2	5	200929935699	67.774	4	1	1	2	4	1	1	1
137	5	200929935699	67.774	3	2	1	98	4	1	1	2
2	4	200929935701	304.982	4	1	1	4	4	1	1	1
2	1	200929935703	33.887	4	1	1	1	2	1	1	1
2	6	200929935704	135.548	4	1	1	4	2	1	1	1
124	4	200929935709	304.982	2	1	1	98	2	1	1	1
2	6	200929935715	135.548	5	1	3	1	2	1	1	1
137	1	200929935728	33.887	3	1	1	98	1	1	1	1
126	4	200929935737	304.982	2	1	2	98	8	1	1	1
124	4	200929935745	304.982	2	1	1	98	1	1	1	1
101	3	200929935752	33.887	1	1	0	98	1	1	1	1
2	6	200929935759	135.548	5	1	2	1	4	1	1	1
2	5	200929935768	67.774	4	1	1	4	2	1	1	1
2	5	200929935772	67.774	5	1	2	1	2	1	1	1
135	6	200929935776	135.548	3	1	1	98	12	1	1	1
135	6	200929935776	135.548	3	2	3	98	12	1	1	1
137	6	200929935776	135.548	3	3	99	98	12	1	1	1
2	4	200929935780	304.982	4	1	1	2	4	1	1	1
2	6	200929935782	135.548	4	1	1	4	4	1	1	1
2	6	200929935782	135.548	4	2	1	4	4	1	1	1
2	4	200929935792	304.982	4	1	1	4	4	1	1	1
2	3	200929935799	33.887	4	1	1	1	4	1	1	1
2	6	200929935800	135.548	4	1	1	4	4	1	1	1
2	4	200929935807	304.982	5	1	4	1	1	1	1	1
2	6	200929935808	135.548	4	1	1	2	1	1	1	1
137	6	200929935820	135.548	3	1	1	98	1	1	1	1
144	4	200929935823	304.982	3	1	1	98	1	1	1	1
137	4	200929935823	304.982	3	2	1	98	1	1	1	1
2	6	200929935836	135.548	4	1	1	4	8	1	1	1
2	6	200929935842	135.548	4	1	1	3	2	1	1	1
2	4	200929935843	304.982	4	1	1	4	2	1	1	1
2	2	200929935857	33.887	4	1	1	3	8	1	1	1
137	2	200929935857	33.887	3	2	1	98	8	1	1	1
135	5	200929935858	67.774	3	1	1	98	1	1	1	1
101	5	200929935858	67.774	1	2	0	98	1	1	1	1
2	6	200929935862	135.548	5	1	4	1	1	1	1	1
139	4	200929935863	304.982	3	1	2	98	1	1	1	1
2	6	200929935878	135.548	4	1	1	2	2	1	1	1
2	4	200929935884	304.982	4	1	1	4	2	1	1	1
2	4	200929935889	304.982	4	1	4	1	1	1	1	1
2	4	200929935899	304.982	4	1	3	2	4	1	1	1
145	5	200929935906	67.774	3	1	3	98	4	1	1	1
2	6	200929935907	135.548	4	1	1	4	4	1	1	1
2	2	200929935911	33.887	5	1	2	1	4	1	1	1
2	6	200929935916	135.548	4	1	1	4	4	1	1	1
2	4	200929935917	304.982	4	1	1	4	4	1	1	1
2	6	200929935925	135.548	4	1	1	4	2	1	1	1
101	3	200929935926	33.887	1	1	0	98	2	1	1	1
138	3	200929935926	33.887	3	2	99	98	2	1	1	1
137	6	200929935929	135.548	3	1	1	98	10	1	1	1
135	6	200929935929	135.548	3	2	1	98	10	1	1	1
2	4	200929935935	304.982	5	1	4	1	10	1	1	1
2	4	200929935947	304.982	4	1	1	4	4	1	1	1
126	6	200929935950	135.548	2	1	1	98	1	1	1	1
126	6	200929935950	135.548	2	2	15	98	1	1	1	1
2	3	200929935952	33.887	4	1	3	3	1	1	1	1
2	6	200929935960	135.548	5	1	3	1	1	1	1	1
2	4	200929935962	304.982	4	1	4	1	1	1	1	1
2	4	200929935969	304.982	4	1	1	4	8	1	1	1
158	5	200929935975	67.774	3	1	3	98	2	1	1	1
138	5	200929935975	67.774	3	2	99	98	2	1	1	1
2	1	200929935978	33.887	4	1	1	2	2	1	1	1
145	1	200929935978	33.887	3	2	99	98	2	1	1	2
158	1	200929935978	33.887	3	3	99	98	2	1	1	2
2	6	200929935979	135.548	4	1	4	14	2	1	1	1
2	4	200929935981	304.982	4	1	1	4	2	1	1	1
158	5	200929935985	67.774	3	1	1	98	8	1	1	1
101	5	200929935985	67.774	1	2	0	98	8	1	1	1
126	6	200929935986	135.548	2	1	1	98	8	1	1	1
122	4	200929935993	304.982	2	1	1	98	1	1	1	1
2	6	200929936002	135.548	5	1	2	1	4	1	1	1
2	6	200929936010	135.548	4	1	1	3	4	1	1	1
3	6	200929936010	135.548	4	2	1	3	4	1	1	1
2	4	200929936012	304.982	4	1	1	3	4	1	1	1
3	4	200929936022	304.982	4	1	1	4	4	1	1	2
1	4	200929936022	304.982	5	2	4	1	4	1	1	2
135	1	200929936023	33.887	3	1	1	98	10	1	1	1
101	1	200929936023	33.887	1	2	0	98	10	1	1	1
2	2	200929936028	33.887	5	1	2	1	10	1	1	1
