CASENUM	VEH_NO	WEIGHT	REGION	STRATUM	PJ	PSU	PSUSTRAT	MVIOLATN
201122324512	1	224.352	4	4	1	82	10	0
201122324512	2	224.352	4	4	1	82	10	0
201122324545	1	98.496	4	6	2	82	10	58
201122324545	2	98.496	4	6	2	82	10	58
201122324545	3	98.496	4	6	2	82	10	0
201122324545	4	98.496	4	6	2	82	10	0
201122324545	5	98.496	4	6	2	82	10	0
201122324577	1	224.352	4	4	1	82	10	0
201122324577	2	224.352	4	4	1	82	10	0
201122324618	1	224.352	4	4	1	82	10	0
201122324619	1	5.472	4	2	1	82	10	0
201122324619	2	5.472	4	2	1	82	10	0
201122324628	1	98.496	4	6	1	82	10	0
201122324628	2	98.496	4	6	1	82	10	0
201122324638	1	5.472	4	2	1	82	10	4
201122324638	1	5.472	4	2	1	82	10	74
201122324638	1	5.472	4	2	1	82	10	75
201122324638	2	5.472	4	2	1	82	10	0
201122324640	1	49.248	4	5	1	82	10	31
201122324640	2	49.248	4	5	1	82	10	0
201122324640	3	49.248	4	5	1	82	10	0
201122324647	1	5.472	4	2	1	82	10	99
201122324647	2	5.472	4	2	1	82	10	0
201122324653	1	10.944	4	3	1	82	10	98
201122324653	2	10.944	4	3	1	82	10	0
201122324655	1	10.944	4	3	1	82	10	46
201122324655	1	10.944	4	3	1	82	10	71
201122324659	1	10.944	4	3	1	82	10	0
201122324662	1	98.496	4	6	1	82	10	2
201122324662	1	98.496	4	6	1	82	10	7
201122324666	1	10.944	4	3	1	82	10	0
201122324771	1	224.352	4	4	1	82	10	0
201122324813	1	224.352	4	4	1	82	10	0
201122324813	2	224.352	4	4	1	82	10	0
201122324845	1	98.496	4	6	1	82	10	4
201122324845	1	98.496	4	6	1	82	10	76
201122324845	2	98.496	4	6	1	82	10	0
201122324851	1	49.248	4	5	1	82	10	99
201122324852	1	5.472	4	2	1	82	10	61
201122324852	2	5.472	4	2	1	82	10	0
201122324852	3	5.472	4	2	1	82	10	0
201122324857	1	10.944	4	3	1	82	10	4
201122324870	1	98.496	4	6	1	82	10	61
201122324870	2	98.496	4	6	1	82	10	0
201122324870	3	98.496	4	6	1	82	10	0
201122324886	1	5.472	4	1	1	82	10	0
201122324990	1	224.352	4	4	1	82	10	37
201122324990	1	224.352	4	4	1	82	10	75
201122324990	2	224.352	4	4	1	82	10	75
201122325031	1	224.352	4	4	1	82	10	0
201122325093	1	98.496	4	6	1	82	10	0
201122325094	1	10.944	4	3	1	82	10	0
201122325114	1	49.248	4	5	1	82	10	23
201122325114	2	49.248	4	5	1	82	10	0
201122325119	1	98.496	4	6	1	82	10	46
201122325119	1	98.496	4	6	1	82	10	71
201122325119	2	98.496	4	6	1	82	10	0
201122325119	3	98.496	4	6	1	82	10	0
201122325120	1	10.944	4	3	1	82	10	4
201122325123	1	10.944	4	3	1	82	10	0
201122325130	1	5.472	4	2	1	82	10	0
201122325130	2	5.472	4	2	1	82	10	0
201122325135	1	5.472	4	2	1	82	10	42
201122325135	2	5.472	4	2	1	82	10	0
201122325141	1	10.944	4	3	1	82	10	0
201122325141	2	10.944	4	3	1	82	10	0
201122325148	1	98.496	4	6	1	82	10	46
201122325148	1	98.496	4	6	1	82	10	72
201122325148	1	98.496	4	6	1	82	10	76
201122325148	2	98.496	4	6	1	82	10	0
201122325152	1	10.944	4	3	1	82	10	0
201122325165	1	10.944	4	3	1	82	10	0
201122325165	2	10.944	4	3	1	82	10	0
201122325169	1	5.472	4	1	1	82	10	51
201122325169	1	5.472	4	1	1	82	10	71
201122325169	2	5.472	4	1	1	82	10	0
201122325170	1	5.472	4	1	1	82	10	46
201122325170	1	5.472	4	1	1	82	10	76
201122325170	2	5.472	4	1	1	82	10	0
201122325227	1	224.352	4	4	1	82	10	0
201122325227	2	224.352	4	4	1	82	10	0
201122325268	1	224.352	4	4	1	82	10	46
201122325268	2	224.352	4	4	1	82	10	0
201122325311	1	224.352	4	4	1	82	10	4
201122325311	2	224.352	4	4	1	82	10	0
201122325351	1	5.472	4	2	2	82	10	11
201122325351	2	5.472	4	2	2	82	10	0
201122325351	3	5.472	4	2	2	82	10	0
201122325351	4	5.472	4	2	2	82	10	0
201122325354	1	5.472	4	2	2	82	10	8
201122325354	1	5.472	4	2	2	82	10	11
201122325354	2	5.472	4	2	2	82	10	0
201122325358	1	5.472	4	2	1	82	10	4
201122325358	2	5.472	4	2	1	82	10	0
201122325358	3	5.472	4	2	1	82	10	0
201122325362	1	98.496	4	6	1	82	10	46
201122325362	1	98.496	4	6	1	82	10	76
201122325362	2	98.496	4	6	1	82	10	76
201122325372	1	10.944	4	3	1	82	10	0
201122325375	1	10.944	4	3	1	82	10	0
201122325375	2	10.944	4	3	1	82	10	0
201122325377	1	49.248	4	5	1	82	10	61
201122325377	1	49.248	4	5	1	82	10	76
201122325377	2	49.248	4	5	1	82	10	0
201122325391	1	98.496	4	6	1	82	10	4
201122325391	1	98.496	4	6	1	82	10	11
201122325391	2	98.496	4	6	1	82	10	0
201122325395	1	10.944	4	3	1	82	10	0
201122325411	1	10.944	4	3	1	82	10	0
201122325411	2	10.944	4	3	1	82	10	0
201122325418	1	98.496	4	6	1	82	10	0
201122325431	1	49.248	4	5	1	82	10	4
201122325460	1	224.352	4	4	1	82	10	0
201122325505	1	224.352	4	4	1	82	10	0
201122325546	1	224.352	4	4	1	82	10	46
201122325546	2	224.352	4	4	1	82	10	0
201122325567	1	5.472	4	2	1	82	10	61
201122325567	2	5.472	4	2	1	82	10	0
201122325571	1	5.472	4	2	1	82	10	0
201122325571	2	5.472	4	2	1	82	10	0
201122325576	1	10.944	4	3	1	82	10	58
201122325576	2	10.944	4	3	1	82	10	71
201122325578	1	98.496	4	6	1	82	10	46
201122325578	2	98.496	4	6	1	82	10	0
201122325582	1	5.472	4	2	1	82	10	0
201122325584	1	5.472	4	2	1	82	10	42
201122325584	1	5.472	4	2	1	82	10	43
201122325584	2	5.472	4	2	1	82	10	0
201122325592	1	5.472	4	2	1	82	10	99
201122325592	2	5.472	4	2	1	82	10	0
201122325603	1	98.496	4	6	1	82	10	46
201122325603	1	98.496	4	6	1	82	10	76
201122325603	2	98.496	4	6	1	82	10	0
201122325611	1	10.944	4	3	1	82	10	0
201122325626	1	98.496	4	6	1	82	10	46
201122325626	2	98.496	4	6	1	82	10	0
201122325630	1	10.944	4	3	1	82	10	4
201122325630	1	10.944	4	3	1	82	10	76
201122325630	2	10.944	4	3	1	82	10	0
201122325693	1	224.352	4	4	1	82	10	4
201122325693	2	224.352	4	4	1	82	10	0
201122325736	1	224.352	4	4	1	82	10	0
201122325777	1	224.352	4	4	1	82	10	0
201122325777	2	224.352	4	4	1	82	10	0
201122325783	1	5.472	4	2	2	82	10	61
201122325783	2	5.472	4	2	2	82	10	0
201122325783	3	5.472	4	2	2	82	10	0
201122325788	1	49.248	4	5	1	82	10	46
201122325788	2	49.248	4	5	1	82	10	0
201122325800	1	10.944	4	3	1	82	10	0
201122325809	1	98.496	4	6	1	82	10	0
201122325809	2	98.496	4	6	1	82	10	0
201122325816	1	49.248	4	5	1	82	10	46
201122325816	1	49.248	4	5	1	82	10	76
201122325816	2	49.248	4	5	1	82	10	0
201122325822	1	10.944	4	3	1	82	10	46
201122325836	1	10.944	4	3	1	82	10	58
201122325836	1	10.944	4	3	1	82	10	71
201122325836	1	10.944	4	3	1	82	10	76
201122325836	1	10.944	4	3	1	82	10	98
201122325836	2	10.944	4	3	1	82	10	0
201122325841	1	49.248	4	5	1	82	10	46
201122325841	2	49.248	4	5	1	82	10	0
201122325842	1	5.472	4	2	1	82	10	0
201122325842	2	5.472	4	2	1	82	10	0
201122325848	1	98.496	4	6	1	82	10	46
201122325848	2	98.496	4	6	1	82	10	0
201122325848	3	98.496	4	6	1	82	10	0
201122325859	1	10.944	4	3	1	82	10	0
201122325859	2	10.944	4	3	1	82	10	74
201122325859	2	10.944	4	3	1	82	10	76
201122325859	3	10.944	4	3	1	82	10	0
201122325870	1	5.472	4	1	1	82	10	2
201122325870	1	5.472	4	1	1	82	10	3
201122325870	1	5.472	4	1	1	82	10	11
201122325870	2	5.472	4	1	1	82	10	0
201122325870	3	5.472	4	1	1	82	10	0
201122325871	1	5.472	4	1	1	82	10	22
201122325872	1	5.472	4	1	1	82	10	46
201122325872	2	5.472	4	1	1	82	10	0
201122325965	1	224.352	4	4	1	82	10	0
201122326010	1	224.352	4	4	1	82	10	0
201122326026	1	5.472	4	2	2	82	10	61
201122326026	2	5.472	4	2	2	82	10	0
201122326026	3	5.472	4	2	2	82	10	0
201122326026	4	5.472	4	2	2	82	10	0
201122326027	1	49.248	4	5	2	82	10	98
201122326051	1	5.472	4	2	2	82	10	58
201122326051	2	5.472	4	2	2	82	10	0
201122326051	3	5.472	4	2	2	82	10	0
201122326079	1	224.352	4	4	1	82	10	0
201122326079	2	224.352	4	4	1	82	10	0
201122326092	1	98.496	4	6	1	82	10	31
201122326092	2	98.496	4	6	1	82	10	0
201122326108	1	10.944	4	3	1	82	10	0
201122326117	1	98.496	4	6	1	82	10	46
201122326117	1	98.496	4	6	1	82	10	75
201122326117	2	98.496	4	6	1	82	10	0
201122326118	1	49.248	4	5	1	82	10	46
201122326118	2	49.248	4	5	1	82	10	0
201122326122	1	5.472	4	2	1	82	10	0
201122326122	2	5.472	4	2	1	82	10	0
201122326125	1	10.944	4	3	1	82	10	0
201122326131	1	10.944	4	3	1	82	10	0
201122326136	1	5.472	4	2	1	82	10	99
201122326136	2	5.472	4	2	1	82	10	0
201122326145	1	10.944	4	3	1	82	10	42
201122326145	2	10.944	4	3	1	82	10	0
201122326150	1	98.496	4	6	1	82	10	37
201122326150	2	98.496	4	6	1	82	10	76
201122326160	1	5.472	4	1	1	82	10	46
201122326160	2	5.472	4	1	1	82	10	0
201122326206	1	224.352	4	4	1	82	10	46
201122326206	2	224.352	4	4	1	82	10	0
201122326250	1	224.352	4	4	1	82	10	0
201122326250	2	224.352	4	4	1	82	10	0
201122326292	1	224.352	4	4	1	82	10	4
201122326292	2	224.352	4	4	1	82	10	0
201122326310	1	224.352	4	4	2	82	10	0
201122326310	2	224.352	4	4	2	82	10	0
201122326315	1	98.496	4	6	2	82	10	23
201122326315	1	98.496	4	6	2	82	10	76
201122326315	2	98.496	4	6	2	82	10	0
201122326324	1	10.944	4	3	2	82	10	7
201122326324	2	10.944	4	3	2	82	10	0
201122326326	1	5.472	4	1	2	82	10	0
201122326326	2	5.472	4	1	2	82	10	0
201122326340	1	10.944	4	3	1	82	10	0
201122326347	1	5.472	4	2	1	82	10	46
201122326347	2	5.472	4	2	1	82	10	0
201122326356	1	98.496	4	6	1	82	10	4
201122326356	1	98.496	4	6	1	82	10	75
201122326356	2	98.496	4	6	1	82	10	0
201122326356	3	98.496	4	6	1	82	10	0
201122326360	1	10.944	4	3	1	82	10	46
201122326360	2	10.944	4	3	1	82	10	0
201122326364	1	10.944	4	3	1	82	10	0
201122326369	1	49.248	4	5	1	82	10	4
201122326369	2	49.248	4	5	1	82	10	0
201122326369	3	49.248	4	5	1	82	10	0
201122326379	1	5.472	4	2	1	82	10	0
201122326379	2	5.472	4	2	1	82	10	0
201122326380	1	98.496	4	6	1	82	10	0
201122326380	2	98.496	4	6	1	82	10	0
201122326384	1	5.472	4	2	1	82	10	46
201122326384	2	5.472	4	2	1	82	10	0
201122326385	1	10.944	4	3	1	82	10	46
201122326388	1	10.944	4	3	1	82	10	46
201122326402	1	5.472	4	1	1	82	10	0
201122326402	2	5.472	4	1	1	82	10	0
201122326403	1	5.472	4	1	1	82	10	3
201122326403	1	5.472	4	1	1	82	10	11
201122326403	1	5.472	4	1	1	82	10	76
201122326404	1	5.472	4	1	1	82	10	0
201122326404	2	5.472	4	1	1	82	10	0
201122326445	1	224.352	4	4	1	82	10	0
201122326487	1	224.352	4	4	1	82	10	0
201122326528	1	224.352	4	4	1	82	10	0
201122326571	1	224.352	4	4	1	82	10	58
201122326571	2	224.352	4	4	1	82	10	0
201122326604	1	98.496	4	6	1	82	10	37
201122326604	2	98.496	4	6	1	82	10	0
201122326615	1	49.248	4	5	1	82	10	46
201122326615	2	49.248	4	5	1	82	10	0
201122326620	1	5.472	4	2	1	82	10	42
201122326620	2	5.472	4	2	1	82	10	0
201122326623	1	5.472	4	2	1	82	10	58
201122326623	2	5.472	4	2	1	82	10	0
201122326624	1	10.944	4	3	1	82	10	0
201122326629	1	10.944	4	3	1	82	10	46
201122326632	1	5.472	4	2	1	82	10	46
201122326632	2	5.472	4	2	1	82	10	0
201122326632	3	5.472	4	2	1	82	10	0
201122326637	1	98.496	4	6	1	82	10	61
201122326637	2	98.496	4	6	1	82	10	0
201122326647	1	10.944	4	3	1	82	10	0
201122326653	1	49.248	4	5	1	82	10	11
201122326654	1	10.944	4	3	1	82	10	4
201122326654	1	10.944	4	3	1	82	10	76
201122326656	1	5.472	4	2	1	82	10	4
201122326656	2	5.472	4	2	1	82	10	0
201122326665	1	10.944	4	3	1	82	10	2
201122326668	1	10.944	4	3	1	82	10	0
201122326668	2	10.944	4	3	1	82	10	0
201122326672	1	98.496	4	6	1	82	10	4
201122326672	1	98.496	4	6	1	82	10	71
201122326672	2	98.496	4	6	1	82	10	0
201122326672	3	98.496	4	6	1	82	10	0
201122326750	1	224.352	4	4	1	82	10	4
201122326750	2	224.352	4	4	1	82	10	0
201122326792	1	224.352	4	4	1	82	10	0
201122326851	1	10.944	4	3	1	82	10	46
201122326854	1	5.472	4	2	1	82	10	58
201122326854	2	5.472	4	2	1	82	10	0
201122326854	3	5.472	4	2	1	82	10	0
201122326859	1	10.944	4	3	1	82	10	0
201122326864	1	10.944	4	3	1	82	10	0
201122326870	1	98.496	4	6	1	82	10	58
201122326870	2	98.496	4	6	1	82	10	0
201122326870	3	98.496	4	6	1	82	10	0
201122326871	1	10.944	4	3	1	82	10	58
201122326871	2	10.944	4	3	1	82	10	0
201122326871	3	10.944	4	3	1	82	10	0
201122326881	1	10.944	4	3	1	82	10	0
201122326888	1	5.472	4	2	1	82	10	0
201122326890	1	10.944	4	3	1	82	10	0
201122326890	2	10.944	4	3	1	82	10	0
201122326897	1	10.944	4	3	1	82	10	76
201122326899	1	5.472	4	1	1	82	10	0
201122326930	1	224.352	4	4	1	82	10	37
201122326930	2	224.352	4	4	1	82	10	0
201122326971	1	224.352	4	4	1	82	10	0
201122326971	2	224.352	4	4	1	82	10	0
201122327066	1	224.352	4	4	1	82	10	58
201122327066	1	224.352	4	4	1	82	10	71
201122327066	1	224.352	4	4	1	82	10	76
201122327066	2	224.352	4	4	1	82	10	0
201122327108	1	224.352	4	4	1	82	10	0
201122327108	2	224.352	4	4	1	82	10	72
201122327108	2	224.352	4	4	1	82	10	76
201122327136	1	5.472	4	2	2	82	10	61
201122327136	2	5.472	4	2	2	82	10	0
201122327146	1	98.496	4	6	2	82	10	58
201122327146	2	98.496	4	6	2	82	10	0
201122327146	3	98.496	4	6	2	82	10	0
201122327148	1	5.472	4	2	2	82	10	58
201122327148	2	5.472	4	2	2	82	10	0
201122327163	1	98.496	4	6	1	82	10	61
201122327163	2	98.496	4	6	1	82	10	0
201122327167	1	5.472	4	2	1	82	10	0
201122327167	2	5.472	4	2	1	82	10	0
201122327171	1	5.472	4	2	1	82	10	31
201122327171	2	5.472	4	2	1	82	10	0
201122327174	1	49.248	4	5	1	82	10	2
201122327174	1	49.248	4	5	1	82	10	11
201122327176	1	10.944	4	3	1	82	10	0
201122327176	2	10.944	4	3	1	82	10	76
201122327179	1	5.472	4	2	1	82	10	0
201122327179	2	5.472	4	2	1	82	10	0
201122327186	1	10.944	4	3	1	82	10	0
201122327192	1	10.944	4	3	1	82	10	4
201122327192	3	10.944	4	3	1	82	10	0
201122327193	1	98.496	4	6	1	82	10	0
201122327195	1	10.944	4	3	1	82	10	0
201122327200	1	10.944	4	3	1	82	10	0
201122327214	1	10.944	4	3	1	82	10	0
201122327218	1	5.472	4	2	1	82	10	0
201122327221	1	98.496	4	6	1	82	10	46
201122327221	2	98.496	4	6	1	82	10	0
201122327225	1	10.944	4	3	1	82	10	46
201122327225	2	10.944	4	3	1	82	10	0
201122327226	1	5.472	4	1	1	82	10	2
201122327226	1	5.472	4	1	1	82	10	75
201122327226	2	5.472	4	1	1	82	10	75
201122327272	1	224.352	4	4	1	82	10	0
201122327315	1	224.352	4	4	1	82	10	58
201122327315	2	224.352	4	4	1	82	10	0
201122327315	3	224.352	4	4	1	82	10	0
201122327356	1	224.352	4	4	1	82	10	58
201122327356	1	224.352	4	4	1	82	10	76
201122327356	2	224.352	4	4	1	82	10	0
201122327390	1	10.944	4	3	1	82	10	0
201122327393	1	10.944	4	3	1	82	10	46
201122327393	2	10.944	4	3	1	82	10	0
201122327399	1	49.248	4	5	1	82	10	46
201122327399	2	49.248	4	5	1	82	10	0
201122327400	1	10.944	4	3	1	82	10	4
201122327400	2	10.944	4	3	1	82	10	71
201122327400	2	10.944	4	3	1	82	10	76
201122327409	1	10.944	4	3	1	82	10	0
201122327409	2	10.944	4	3	1	82	10	0
201122327413	1	98.496	4	6	1	82	10	46
201122327413	1	98.496	4	6	1	82	10	76
201122327413	2	98.496	4	6	1	82	10	0
201122327420	1	10.944	4	3	1	82	10	0
201122327423	1	5.472	4	2	1	82	10	4
201122327423	2	5.472	4	2	1	82	10	0
201122327423	3	5.472	4	2	1	82	10	0
201122327431	1	10.944	4	3	1	82	10	0
201122327442	1	10.944	4	3	1	82	10	95
201122327761	1	224.352	4	4	1	82	10	0
201122327761	2	224.352	4	4	1	82	10	0
201122327803	1	224.352	4	4	1	82	10	0
201122327803	2	224.352	4	4	1	82	10	0
201122327846	1	224.352	4	4	1	82	10	0
201122327889	1	5.472	4	2	2	82	10	23
201122327889	2	5.472	4	2	2	82	10	0
201122327889	3	5.472	4	2	2	82	10	0
201122327895	1	5.472	4	2	2	82	10	0
201122327895	2	5.472	4	2	2	82	10	0
201122327900	1	98.496	4	6	2	82	10	0
201122327903	1	5.472	4	2	1	82	10	46
201122327903	2	5.472	4	2	1	82	10	0
201122327908	1	98.496	4	6	1	82	10	58
201122327908	2	98.496	4	6	1	82	10	0
201122327909	1	10.944	4	3	1	82	10	0
201122327922	1	10.944	4	3	1	82	10	46
201122327929	1	5.472	4	2	1	82	10	98
201122327934	1	98.496	4	6	1	82	10	0
201122327934	2	98.496	4	6	1	82	10	0
201122327936	1	10.944	4	3	1	82	10	0
201122327941	1	49.248	4	5	1	82	10	46
201122327941	2	49.248	4	5	1	82	10	0
201122327953	1	10.944	4	3	1	82	10	0
201122327959	1	10.944	4	3	1	82	10	0
201122327959	2	10.944	4	3	1	82	10	0
201122327963	1	10.944	4	3	1	82	10	0
201122327968	1	98.496	4	6	1	82	10	0
201122327968	2	98.496	4	6	1	82	10	0
201122327970	1	10.944	4	3	1	82	10	0
201122327986	1	5.472	4	1	1	82	10	2
201122327996	1	224.352	4	4	1	82	10	46
201122327996	2	224.352	4	4	1	82	10	0
201122328038	1	224.352	4	4	1	82	10	4
201122328038	1	224.352	4	4	1	82	10	75
201122328038	2	224.352	4	4	1	82	10	0
201122328080	1	224.352	4	4	1	82	10	75
201122328080	2	224.352	4	4	1	82	10	0
201122328121	1	224.352	4	4	1	82	10	0
201122328126	1	224.352	4	4	2	82	10	0
201122328126	2	224.352	4	4	2	82	10	0
201122328152	1	10.944	4	3	1	82	10	46
201122328157	1	98.496	4	6	1	82	10	46
201122328157	2	98.496	4	6	1	82	10	0
201122328160	1	10.944	4	3	1	82	10	0
201122328164	1	5.472	4	2	1	82	10	0
201122328164	2	5.472	4	2	1	82	10	0
201122328166	1	5.472	4	2	1	82	10	11
201122328166	1	5.472	4	2	1	82	10	71
201122328166	2	5.472	4	2	1	82	10	0
201122328167	1	49.248	4	5	1	82	10	23
201122328170	1	10.944	4	3	1	82	10	0
201122328186	1	98.496	4	6	1	82	10	31
201122328186	2	98.496	4	6	1	82	10	0
201122328193	1	10.944	4	3	1	82	10	46
201122328200	1	10.944	4	3	1	82	10	0
201122328204	1	10.944	4	3	1	82	10	72
201122328204	2	10.944	4	3	1	82	10	0
201122328207	1	5.472	4	2	1	82	10	4
201122328207	2	5.472	4	2	1	82	10	0
201122328213	1	49.248	4	5	1	82	10	37
201122328213	2	49.248	4	5	1	82	10	0
201122328248	1	224.352	4	4	2	82	10	22
201122328248	2	224.352	4	4	2	82	10	0
201122328248	3	224.352	4	4	2	82	10	0
201122328289	1	224.352	4	4	2	82	10	58
201122328289	2	224.352	4	4	2	82	10	0
201122328332	1	224.352	4	4	2	82	10	0
201122328353	1	49.248	4	5	2	82	10	2
201122328353	2	49.248	4	5	2	82	10	0
201122328360	1	98.496	4	6	2	82	10	22
201122328360	2	98.496	4	6	2	82	10	0
201122328369	1	10.944	4	3	2	82	10	11
201122328369	1	10.944	4	3	2	82	10	59
201122328369	1	10.944	4	3	2	82	10	76
201122328376	1	5.472	4	2	2	82	10	22
201122328376	2	5.472	4	2	2	82	10	0
201122328377	1	5.472	4	2	2	82	10	22
201122328377	2	5.472	4	2	2	82	10	0
201122328382	1	98.496	4	6	2	82	10	0
201122328392	1	5.472	4	2	2	82	10	58
201122328392	2	5.472	4	2	2	82	10	0
201122328403	1	98.496	4	6	2	82	10	0
201122328406	1	5.472	4	2	2	82	10	0
201122328406	2	5.472	4	2	2	82	10	0
201122328406	3	5.472	4	2	2	82	10	0
201122328409	1	5.472	4	2	2	82	10	76
201122328409	2	5.472	4	2	2	82	10	61
201122328414	1	10.944	4	3	2	82	10	0
201122328414	2	10.944	4	3	2	82	10	0
201122328427	1	5.472	4	2	2	82	10	61
201122328427	2	5.472	4	2	2	82	10	0
201122328427	3	5.472	4	2	2	82	10	0
201122328428	1	5.472	4	2	2	82	10	69
201122328428	2	5.472	4	2	2	82	10	0
201122328429	1	5.472	4	2	2	82	10	61
201122328429	2	5.472	4	2	2	82	10	0
201122328432	1	98.496	4	6	2	82	10	0
201122328442	1	5.472	4	2	2	82	10	22
201122328442	2	5.472	4	2	2	82	10	0
201122328442	3	5.472	4	2	2	82	10	0
201122328442	4	5.472	4	2	2	82	10	0
201122328453	1	98.496	4	6	2	82	10	58
201122328453	2	98.496	4	6	2	82	10	0
201122328453	3	98.496	4	6	2	82	10	0
201122328454	1	10.944	4	3	2	82	10	58
201122328454	2	10.944	4	3	2	82	10	0
201122328454	3	10.944	4	3	2	82	10	0
201122328454	4	10.944	4	3	2	82	10	0
201122328458	1	5.472	4	1	2	82	10	0
201122328487	1	224.352	4	4	2	82	10	58
201122328487	2	224.352	4	4	2	82	10	0
201122328522	1	5.472	4	2	2	82	10	61
201122328522	2	5.472	4	2	2	82	10	0
201122328522	3	5.472	4	2	2	82	10	0
201122328537	1	224.352	4	4	2	82	10	58
201122328537	1	224.352	4	4	2	82	10	76
201122328537	2	224.352	4	4	2	82	10	0
201122328588	1	98.496	4	6	2	82	10	0
201122328600	1	224.352	4	4	2	82	10	11
201122328600	2	224.352	4	4	2	82	10	0
201122328606	1	5.472	4	2	2	82	10	61
201122328606	2	5.472	4	2	2	82	10	0
201122328634	1	98.496	4	6	2	82	10	22
201122328634	2	98.496	4	6	2	82	10	0
201122328657	1	49.248	4	5	2	82	10	0
201122328657	2	49.248	4	5	2	82	10	0
201122328671	1	10.944	4	3	2	82	10	0
201122328675	1	224.352	4	4	2	82	10	61
201122328675	2	224.352	4	4	2	82	10	0
201122328688	1	10.944	4	3	2	82	10	11
201122328711	1	98.496	4	6	2	82	10	22
201122328711	2	98.496	4	6	2	82	10	0
201122328719	1	5.472	4	2	2	82	10	61
201122328719	2	5.472	4	2	2	82	10	0
201122328745	1	224.352	4	4	2	82	10	11
201122328749	1	10.944	4	3	2	82	10	61
201122328749	2	10.944	4	3	2	82	10	0
201122328754	1	5.472	4	2	2	82	10	69
201122328754	2	5.472	4	2	2	82	10	0
201122328785	1	98.496	4	6	2	82	10	22
201122328813	1	5.472	4	1	2	82	10	22
201122328816	1	224.352	4	4	2	82	10	22
201122328816	1	224.352	4	4	2	82	10	76
201122328816	2	224.352	4	4	2	82	10	0
201122328860	1	224.352	4	4	2	82	10	22
201122328860	2	224.352	4	4	2	82	10	0
201122328902	1	5.472	4	2	2	82	10	69
201122328902	2	5.472	4	2	2	82	10	0
201122328905	1	98.496	4	6	2	82	10	22
201122328905	2	98.496	4	6	2	82	10	0
201122328924	1	5.472	4	2	2	82	10	22
201122328924	2	5.472	4	2	2	82	10	0
201122328924	3	5.472	4	2	2	82	10	0
201122328927	1	98.496	4	6	2	82	10	22
201122328927	2	98.496	4	6	2	82	10	0
201122328927	3	98.496	4	6	2	82	10	0
201122328927	4	98.496	4	6	2	82	10	0
201122328932	1	5.472	4	2	2	82	10	0
201122328932	2	5.472	4	2	2	82	10	0
201122328990	1	224.352	4	4	1	82	10	0
201122329032	1	224.352	4	4	1	82	10	0
201122329075	1	224.352	4	4	1	82	10	4
201122329075	2	224.352	4	4	1	82	10	0
201122329092	1	5.472	4	2	2	82	10	0
201122329101	1	98.496	4	6	1	82	10	37
201122329101	2	98.496	4	6	1	82	10	0
201122329105	1	10.944	4	3	1	82	10	0
201122329111	1	10.944	4	3	1	82	10	46
201122329122	1	10.944	4	3	1	82	10	0
201122329126	1	98.496	4	6	1	82	10	0
201122329126	2	98.496	4	6	1	82	10	0
201122329137	1	10.944	4	3	1	82	10	4
201122329145	1	10.944	4	3	1	82	10	0
201122329152	1	98.496	4	6	1	82	10	4
201122329152	2	98.496	4	6	1	82	10	0
201122329159	1	5.472	4	2	1	82	10	0
201122329159	2	5.472	4	2	1	82	10	0
201122329160	1	5.472	4	1	1	82	10	0
201122329178	1	224.352	4	4	2	82	10	0
201122329178	2	224.352	4	4	2	82	10	0
201122329178	3	224.352	4	4	2	82	10	0
201122329178	4	224.352	4	4	2	82	10	0
201122329206	1	224.352	4	4	1	82	10	0
201122329248	1	224.352	4	4	1	82	10	61
201122329248	2	224.352	4	4	1	82	10	0
201122329289	1	224.352	4	4	1	82	10	0
201122329289	2	224.352	4	4	1	82	10	0
201122329329	1	5.472	4	2	2	82	10	71
201122329329	2	5.472	4	2	2	82	10	0
201122329329	3	5.472	4	2	2	82	10	0
201122329337	1	5.472	4	2	2	82	10	23
201122329339	1	5.472	4	1	2	82	10	23
201122329339	2	5.472	4	1	2	82	10	0
201122329339	3	5.472	4	1	2	82	10	0
201122329344	1	5.472	4	2	1	82	10	46
201122329344	2	5.472	4	2	1	82	10	0
201122329352	1	10.944	4	3	1	82	10	46
201122329356	1	49.248	4	5	1	82	10	0
201122329356	2	49.248	4	5	1	82	10	0
201122329362	1	5.472	4	2	1	82	10	58
201122329362	2	5.472	4	2	1	82	10	0
201122329365	1	10.944	4	3	1	82	10	46
201122329366	1	98.496	4	6	1	82	10	4
201122329366	2	98.496	4	6	1	82	10	0
201122329366	3	98.496	4	6	1	82	10	0
201122329369	1	10.944	4	3	1	82	10	46
201122329377	1	10.944	4	3	1	82	10	46
201122329377	2	10.944	4	3	1	82	10	0
201122329387	1	5.472	4	2	1	82	10	23
201122329387	2	5.472	4	2	1	82	10	0
201122329394	1	5.472	4	2	1	82	10	0
201122329394	2	5.472	4	2	1	82	10	0
201122329395	1	10.944	4	3	1	82	10	23
201122329395	2	10.944	4	3	1	82	10	0
201122329398	1	98.496	4	6	1	82	10	23
201122329405	1	10.944	4	3	1	82	10	46
201122329407	1	10.944	4	3	1	82	10	31
201122329445	1	224.352	4	4	1	82	10	58
201122329445	2	224.352	4	4	1	82	10	0
201122329486	1	224.352	4	4	1	82	10	61
201122329486	1	224.352	4	4	1	82	10	75
201122329486	2	224.352	4	4	1	82	10	0
201122329570	1	224.352	4	4	1	82	10	0
201122329586	1	49.248	4	5	2	82	10	23
201122329586	2	49.248	4	5	2	82	10	0
