CASENUM	VEH_NO	WEIGHT	REGION	STRATUM	PJ	PSU	PSUSTRAT	MVIOLATN
201114107652	2	12.5274	2	3	9	74	4	97
201114107664	1	4.1758	2	2	9	74	4	0
201114107664	2	4.1758	2	2	9	74	4	0
201114107670	1	50.1096	2	5	9	74	4	2
201114107670	1	50.1096	2	5	9	74	4	39
201114107670	1	50.1096	2	5	9	74	4	72
201114107670	2	50.1096	2	5	9	74	4	0
201114107670	3	50.1096	2	5	9	74	4	0
201114107682	1	4.1758	2	1	1	74	4	97
201114107682	2	4.1758	2	1	1	74	4	31
201114107685	1	4.1758	2	2	1	74	4	0
201114107685	2	4.1758	2	2	1	74	4	99
201114107685	3	4.1758	2	2	1	74	4	0
201114107687	1	4.1758	2	2	1	74	4	0
201114107694	1	12.5274	2	3	1	74	4	0
201114107694	2	12.5274	2	3	1	74	4	46
201114107695	1	50.1096	2	5	1	74	4	98
201114107695	2	50.1096	2	5	1	74	4	58
201114107703	1	100.2192	2	6	1	74	4	42
201114107703	2	100.2192	2	6	1	74	4	0
201114107713	1	4.1758	2	2	1	74	4	72
201114107713	2	4.1758	2	2	1	74	4	0
201114107724	1	12.5274	2	3	9	74	4	0
201114107734	1	4.1758	2	1	9	74	4	0
201114107734	2	4.1758	2	1	9	74	4	0
201114107738	1	4.1758	2	1	9	74	4	0
201114107744	1	12.5274	2	3	9	74	4	0
201114107747	1	4.1758	2	1	9	74	4	0
201114107747	2	4.1758	2	1	9	74	4	46
201114107747	2	4.1758	2	1	9	74	4	72
201114107755	1	225.4932	2	4	9	74	4	71
201114107755	1	225.4932	2	4	9	74	4	74
201114107755	1	225.4932	2	4	9	74	4	75
201114107755	1	225.4932	2	4	9	74	4	98
201114107755	2	225.4932	2	4	9	74	4	0
201114107768	1	100.2192	2	6	9	74	4	0
201114107768	2	100.2192	2	6	9	74	4	99
201114107770	1	50.1096	2	5	9	74	4	46
201114107770	2	50.1096	2	5	9	74	4	0
201114107770	3	50.1096	2	5	9	74	4	0
201114107779	1	4.1758	2	1	9	74	4	99
201114107806	1	225.4932	2	4	1	74	4	0
201114107806	2	225.4932	2	4	1	74	4	0
201114107817	1	4.1758	2	1	2	74	4	99
201114107818	1	12.5274	2	3	2	74	4	0
201114107837	1	4.1758	2	1	1	74	4	76
201114107837	2	4.1758	2	1	1	74	4	11
201114107841	1	4.1758	2	1	1	74	4	0
201114107846	1	225.4932	2	4	1	74	4	0
201114107889	1	12.5274	2	3	1	74	4	46
201114107889	2	12.5274	2	3	1	74	4	0
201114107889	3	12.5274	2	3	1	74	4	71
201114107912	1	4.1758	2	1	1	74	4	99
201114107915	1	4.1758	2	1	1	74	4	31
201114107915	2	4.1758	2	1	1	74	4	75
201114107915	3	4.1758	2	1	1	74	4	0
201114107926	1	100.2192	2	6	1	74	4	0
201114107926	2	100.2192	2	6	1	74	4	0
201114107943	1	12.5274	2	3	9	74	4	0
201114107943	2	12.5274	2	3	9	74	4	99
201114107952	1	100.2192	2	6	9	74	4	0
201114107952	2	100.2192	2	6	9	74	4	32
201114107962	1	225.4932	2	4	9	74	4	58
201114107962	2	225.4932	2	4	9	74	4	0
201114107972	1	50.1096	2	5	9	74	4	0
201114107972	2	50.1096	2	5	9	74	4	97
201114108005	1	4.1758	2	1	9	74	4	0
201114108024	1	4.1758	2	1	2	74	4	0
201114108029	1	12.5274	2	3	9	74	4	11
201114108029	2	12.5274	2	3	9	74	4	0
201114108061	1	100.2192	2	6	9	74	4	0
201114108061	2	100.2192	2	6	9	74	4	46
201114108066	1	225.4932	2	4	9	74	4	58
201114108066	2	225.4932	2	4	9	74	4	0
201114108087	1	225.4932	2	4	1	74	4	0
201114108088	1	4.1758	2	1	1	74	4	0
201114108088	2	4.1758	2	1	1	74	4	0
201114108089	1	4.1758	2	1	1	74	4	0
201114108089	2	4.1758	2	1	1	74	4	0
201114108089	3	4.1758	2	1	1	74	4	0
201114108094	1	12.5274	2	3	1	74	4	0
201114108094	2	12.5274	2	3	1	74	4	4
201114108112	1	50.1096	2	5	1	74	4	99
201114108112	2	50.1096	2	5	1	74	4	0
201114108112	3	50.1096	2	5	1	74	4	0
201114108143	1	12.5274	2	3	1	74	4	0
201114108143	2	12.5274	2	3	1	74	4	99
201114108164	1	100.2192	2	6	1	74	4	58
201114108164	2	100.2192	2	6	1	74	4	71
201114108168	1	225.4932	2	4	1	74	4	58
201114108168	2	225.4932	2	4	1	74	4	0
201114108185	1	4.1758	2	1	9	74	4	99
201114108194	1	12.5274	2	3	9	74	4	0
201114108194	2	12.5274	2	3	9	74	4	0
201114108194	3	12.5274	2	3	9	74	4	7
201114108194	3	12.5274	2	3	9	74	4	11
201114108194	3	12.5274	2	3	9	74	4	31
201114108203	1	4.1758	2	2	9	74	4	0
201114108203	2	4.1758	2	2	9	74	4	46
201114108208	1	12.5274	2	3	9	74	4	74
201114108208	1	12.5274	2	3	9	74	4	76
201114108221	1	50.1096	2	5	9	74	4	0
201114108221	2	50.1096	2	5	9	74	4	31
201114108236	1	100.2192	2	6	9	74	4	58
201114108236	2	100.2192	2	6	9	74	4	0
201114108248	1	4.1758	2	1	1	74	4	99
201114108259	1	4.1758	2	2	1	74	4	0
201114108259	2	4.1758	2	2	1	74	4	61
201114108259	3	4.1758	2	2	1	74	4	0
201114108264	1	4.1758	2	1	1	74	4	0
201114108264	2	4.1758	2	1	1	74	4	0
201114108286	1	12.5274	2	3	1	74	4	0
201114108313	1	4.1758	2	2	1	74	4	0
201114108318	1	4.1758	2	2	1	74	4	0
201114108318	2	4.1758	2	2	1	74	4	46
201114108323	1	4.1758	2	2	1	74	4	86
201114108323	2	4.1758	2	2	1	74	4	0
201114108329	1	4.1758	2	2	2	74	4	69
201114108329	2	4.1758	2	2	2	74	4	0
201114108337	1	12.5274	2	3	2	74	4	0
201114108338	1	4.1758	2	1	2	74	4	0
201114108345	1	225.4932	2	4	4	74	4	0
201114108345	2	225.4932	2	4	4	74	4	72
201114108356	1	12.5274	2	3	9	74	4	0
201114108364	1	4.1758	2	1	9	74	4	71
201114108364	2	4.1758	2	1	9	74	4	46
201114108369	1	4.1758	2	2	9	74	4	58
201114108369	2	4.1758	2	2	9	74	4	99
201114108369	3	4.1758	2	2	9	74	4	0
201114108370	1	4.1758	2	1	9	74	4	0
201114108376	1	225.4932	2	4	9	74	4	0
201114108376	2	225.4932	2	4	9	74	4	0
201114108420	1	100.2192	2	6	9	74	4	0
201114108420	2	100.2192	2	6	9	74	4	0
201114108451	1	12.5274	2	3	1	74	4	0
201114108452	1	100.2192	2	6	1	74	4	0
201114108452	2	100.2192	2	6	1	74	4	46
201114108454	1	225.4932	2	4	1	74	4	0
201114108454	2	225.4932	2	4	1	74	4	71
201114108454	2	225.4932	2	4	1	74	4	79
201114108474	1	4.1758	2	1	9	74	4	11
201114108474	1	4.1758	2	1	9	74	4	19
201114108474	2	4.1758	2	1	9	74	4	0
201114108502	1	225.4932	2	4	1	74	4	0
201114108519	1	12.5274	2	3	1	74	4	0
201114108535	1	100.2192	2	6	2	74	4	0
201114108537	1	225.4932	2	4	2	74	4	58
201114108537	2	225.4932	2	4	2	74	4	0
201114108537	3	225.4932	2	4	2	74	4	0
201114108542	1	4.1758	2	1	1	74	4	0
201114108542	2	4.1758	2	1	1	74	4	0
201114108543	1	50.1096	2	5	1	74	4	0
201114108545	1	12.5274	2	3	1	74	4	0
201114108568	1	100.2192	2	6	1	74	4	99
201114108568	2	100.2192	2	6	1	74	4	0
201114108588	1	225.4932	2	4	1	74	4	46
201114108588	2	225.4932	2	4	1	74	4	0
201114108614	1	4.1758	2	2	1	74	4	0
201114108635	1	12.5274	2	3	1	74	4	0
201114108643	1	100.2192	2	6	1	74	4	0
201114108643	2	100.2192	2	6	1	74	4	76
201114108652	1	12.5274	2	3	1	74	4	0
201114108652	2	12.5274	2	3	1	74	4	0
201114108658	1	4.1758	2	1	9	74	4	0
201114108668	1	100.2192	2	6	9	74	4	0
201114108668	2	100.2192	2	6	9	74	4	58
201114108668	3	100.2192	2	6	9	74	4	0
201114108690	1	12.5274	2	3	9	74	4	0
201114108690	2	12.5274	2	3	9	74	4	46
201114108709	1	12.5274	2	3	9	74	4	72
201114108709	1	12.5274	2	3	9	74	4	74
201114108755	1	4.1758	2	2	1	74	4	0
201114108755	2	4.1758	2	2	1	74	4	99
201114108769	1	4.1758	2	2	1	74	4	97
201114108769	2	4.1758	2	2	1	74	4	61
201114108782	1	225.4932	2	4	1	74	4	98
201114108784	1	12.5274	2	3	1	74	4	0
201114108790	1	100.2192	2	6	9	74	4	0
201114108790	2	100.2192	2	6	9	74	4	0
201114108790	3	100.2192	2	6	9	74	4	31
201114108795	1	225.4932	2	4	9	74	4	99
201114108795	2	225.4932	2	4	9	74	4	0
201114108800	1	12.5274	2	3	9	74	4	0
201114108801	1	4.1758	2	2	9	74	4	69
201114108801	1	4.1758	2	2	9	74	4	98
201114108801	2	4.1758	2	2	9	74	4	0
201114108831	1	12.5274	2	3	9	74	4	99
201114108831	2	12.5274	2	3	9	74	4	0
201114108832	1	4.1758	2	2	9	74	4	0
201114108832	2	4.1758	2	2	9	74	4	69
201114108847	1	100.2192	2	6	9	74	4	0
201114108847	2	100.2192	2	6	9	74	4	31
201114108854	1	225.4932	2	4	9	74	4	0
201114108854	2	225.4932	2	4	9	74	4	99
201114108871	1	12.5274	2	3	1	74	4	99
201114108871	2	12.5274	2	3	1	74	4	99
201114108880	1	100.2192	2	6	1	74	4	72
201114108880	1	100.2192	2	6	1	74	4	76
201114108880	2	100.2192	2	6	1	74	4	0
201114108909	1	225.4932	2	4	1	74	4	0
201114108909	2	225.4932	2	4	1	74	4	0
201114108948	1	12.5274	2	3	2	74	4	0
201114108962	1	12.5274	2	3	9	74	4	0
201114108963	1	50.1096	2	5	9	74	4	37
201114108963	2	50.1096	2	5	9	74	4	0
201114108967	1	4.1758	2	1	9	74	4	35
201114108967	2	4.1758	2	1	9	74	4	0
201114108998	1	4.1758	2	1	9	74	4	0
201114108998	2	4.1758	2	1	9	74	4	99
201114109005	1	100.2192	2	6	9	74	4	0
201114109005	2	100.2192	2	6	9	74	4	46
201114109034	1	12.5274	2	3	1	74	4	0
201114109041	1	50.1096	2	5	1	74	4	0
201114109041	2	50.1096	2	5	1	74	4	0
201114109041	3	50.1096	2	5	1	74	4	46
201114109050	1	100.2192	2	6	1	74	4	0
201114109050	2	100.2192	2	6	1	74	4	0
201114109050	3	100.2192	2	6	1	74	4	58
201114109073	1	4.1758	2	2	1	74	4	0
201114109073	2	4.1758	2	2	1	74	4	46
201114109094	1	4.1758	2	1	1	74	4	99
201114109102	1	225.4932	2	4	1	74	4	0
201114109102	2	225.4932	2	4	1	74	4	0
201114109122	1	4.1758	2	1	1	74	4	99
201114109122	2	4.1758	2	1	1	74	4	0
201114109126	1	12.5274	2	3	1	74	4	0
201114109157	1	12.5274	2	3	1	74	4	0
201114109157	2	12.5274	2	3	1	74	4	0
201114109163	1	100.2192	2	6	1	74	4	72
201114109163	1	100.2192	2	6	1	74	4	98
201114109180	1	4.1758	2	2	1	74	4	0
201114109180	2	4.1758	2	2	1	74	4	0
201114109181	1	4.1758	2	1	1	74	4	99
201114109189	1	225.4932	2	4	1	74	4	0
201114109189	2	225.4932	2	4	1	74	4	72
201114109189	2	225.4932	2	4	1	74	4	82
201114109189	2	225.4932	2	4	1	74	4	98
201114109207	1	50.1096	2	5	1	74	4	0
201114109207	2	50.1096	2	5	1	74	4	0
201114109214	1	4.1758	2	1	1	74	4	46
201114109214	2	4.1758	2	1	1	74	4	74
201114109219	1	4.1758	2	1	9	74	4	99
201114109219	2	4.1758	2	1	9	74	4	0
201114109222	1	225.4932	2	4	9	74	4	0
201114109222	2	225.4932	2	4	9	74	4	46
201114109253	1	12.5274	2	3	1	74	4	0
201114109258	1	4.1758	2	1	1	74	4	35
201114109258	2	4.1758	2	1	1	74	4	0
201114109258	3	4.1758	2	1	1	74	4	0
201114109273	1	12.5274	2	3	9	74	4	0
201114109280	1	225.4932	2	4	9	74	4	58
201114109280	2	225.4932	2	4	9	74	4	0
201114109313	1	12.5274	2	3	9	74	4	46
201114109317	1	4.1758	2	2	9	74	4	4
201114109329	1	50.1096	2	5	2	74	4	0
201114109340	1	12.5274	2	3	9	74	4	99
201114109340	2	12.5274	2	3	9	74	4	0
201114109364	1	225.4932	2	4	9	74	4	0
201114109364	2	225.4932	2	4	9	74	4	99
201114109380	1	4.1758	2	1	1	74	4	99
201114109388	1	12.5274	2	3	1	74	4	0
201114109410	1	4.1758	2	1	1	74	4	0
201114109410	2	4.1758	2	1	1	74	4	46
201114109414	1	12.5274	2	3	1	74	4	0
201114109420	1	4.1758	2	2	1	74	4	97
201114109420	2	4.1758	2	2	1	74	4	97
201114109440	1	4.1758	2	1	9	74	4	0
201114109440	2	4.1758	2	1	9	74	4	99
201114109444	1	4.1758	2	1	9	74	4	0
201114109444	2	4.1758	2	1	9	74	4	0
201114109444	3	4.1758	2	1	9	74	4	0
201114109444	4	4.1758	2	1	9	74	4	99
201114109466	1	225.4932	2	4	9	74	4	0
201114109466	2	225.4932	2	4	9	74	4	0
201114109479	1	225.4932	2	4	2	74	4	0
201114109479	2	225.4932	2	4	2	74	4	0
201114109492	1	12.5274	2	3	9	74	4	0
201114109535	1	225.4932	2	4	9	74	4	0
201114109535	2	225.4932	2	4	9	74	4	58
201114109546	1	4.1758	2	2	9	74	4	0
201114109546	2	4.1758	2	2	9	74	4	69
201114109553	1	12.5274	2	3	1	74	4	0
201114109569	1	4.1758	2	1	1	74	4	0
201114109569	2	4.1758	2	1	1	74	4	46
201114109588	1	4.1758	2	2	1	74	4	0
201114109588	2	4.1758	2	2	1	74	4	61
201114109593	1	100.2192	2	6	1	74	4	0
201114109593	2	100.2192	2	6	1	74	4	58
201114109607	1	4.1758	2	1	9	74	4	99
201114109607	2	4.1758	2	1	9	74	4	0
201114109611	1	4.1758	2	2	9	74	4	0
201114109611	2	4.1758	2	2	9	74	4	0
201114109611	3	4.1758	2	2	9	74	4	23
201114109613	1	12.5274	2	3	9	74	4	0
201114109635	1	4.1758	2	2	9	74	4	46
201114109635	1	4.1758	2	2	9	74	4	75
201114109635	2	4.1758	2	2	9	74	4	0
201114109652	1	100.2192	2	6	9	74	4	98
201114109663	1	12.5274	2	3	1	74	4	0
201114109663	2	12.5274	2	3	1	74	4	0
201114109664	1	225.4932	2	4	1	74	4	0
201114109664	2	225.4932	2	4	1	74	4	46
201114109666	1	100.2192	2	6	1	74	4	46
201114109666	2	100.2192	2	6	1	74	4	0
201114109719	1	100.2192	2	6	1	74	4	58
201114109719	2	100.2192	2	6	1	74	4	0
201114109720	1	4.1758	2	2	1	74	4	58
201114109720	2	4.1758	2	2	1	74	4	0
201114109720	3	4.1758	2	2	1	74	4	0
201114109724	1	12.5274	2	3	1	74	4	0
201114109726	1	4.1758	2	2	1	74	4	0
201114109726	2	4.1758	2	2	1	74	4	99
201114109731	1	4.1758	2	1	1	74	4	0
201114109731	2	4.1758	2	1	1	74	4	0
201114109737	1	225.4932	2	4	9	74	4	0
201114109738	1	4.1758	2	1	9	74	4	0
201114109738	2	4.1758	2	1	9	74	4	0
201114109760	1	12.5274	2	3	9	74	4	0
201114109768	1	4.1758	2	2	2	74	4	0
201114109768	2	4.1758	2	2	2	74	4	0
201114109770	1	4.1758	2	1	2	74	4	0
201114109770	2	4.1758	2	1	2	74	4	0
201114109787	1	4.1758	2	1	2	74	4	0
201114109813	1	225.4932	2	4	9	74	4	0
201114109813	2	225.4932	2	4	9	74	4	0
201114109849	1	12.5274	2	3	1	74	4	0
201114109850	1	4.1758	2	1	1	74	4	99
201114109854	1	4.1758	2	2	1	74	4	99
201114109854	2	4.1758	2	2	1	74	4	0
201114109862	1	225.4932	2	4	1	74	4	58
201114109862	2	225.4932	2	4	1	74	4	0
201114109895	1	12.5274	2	3	2	74	4	0
201114109895	2	12.5274	2	3	2	74	4	37
201114109909	1	4.1758	2	1	2	74	4	0
201114109927	1	100.2192	2	6	2	74	4	0
201114109927	2	100.2192	2	6	2	74	4	58
201114109932	1	4.1758	2	2	4	74	4	0
201114109943	1	4.1758	2	2	9	74	4	0
201114109945	1	225.4932	2	4	9	74	4	0
201114109945	2	225.4932	2	4	9	74	4	99
201114109982	1	4.1758	2	1	9	74	4	99
201114109984	1	4.1758	2	1	9	74	4	99
201114110004	1	12.5274	2	3	9	74	4	99
201114110012	1	4.1758	2	2	9	74	4	0
201114110012	2	4.1758	2	2	9	74	4	0
201114110024	1	4.1758	2	1	1	74	4	0
201114110027	1	12.5274	2	3	1	74	4	0
201114110032	1	225.4932	2	4	1	74	4	0
201114110032	2	225.4932	2	4	1	74	4	46
201114110048	1	4.1758	2	2	1	74	4	99
201114110048	2	4.1758	2	2	1	74	4	0
201114110048	3	4.1758	2	2	1	74	4	0
201114110068	1	12.5274	2	3	1	74	4	0
201114110074	1	100.2192	2	6	1	74	4	31
201114110074	2	100.2192	2	6	1	74	4	0
201114110075	1	4.1758	2	1	1	74	4	31
201114110075	2	4.1758	2	1	1	74	4	0
201114110111	1	12.5274	2	3	2	74	4	0
201114110111	2	12.5274	2	3	2	74	4	0
201114110113	1	4.1758	2	2	2	74	4	0
201114110113	2	4.1758	2	2	2	74	4	0
201114110119	1	4.1758	2	2	2	74	4	0
201114110119	2	4.1758	2	2	2	74	4	0
201114110120	1	4.1758	2	2	2	74	4	0
201114110120	2	4.1758	2	2	2	74	4	0
201114110126	1	4.1758	2	1	1	74	4	99
201114110138	1	4.1758	2	1	1	74	4	0
201114110138	2	4.1758	2	1	1	74	4	0
201114110150	1	225.4932	2	4	1	74	4	0
201114110150	2	225.4932	2	4	1	74	4	0
201114110164	1	12.5274	2	3	1	74	4	0
201114110164	2	12.5274	2	3	1	74	4	0
201114110172	1	50.1096	2	5	1	74	4	46
201114110172	2	50.1096	2	5	1	74	4	0
201114110174	1	100.2192	2	6	1	74	4	0
201114110190	1	12.5274	2	3	1	74	4	0
201114110223	1	4.1758	2	2	1	74	4	0
201114110223	2	4.1758	2	2	1	74	4	99
201114110235	1	4.1758	2	2	9	74	4	31
201114110235	2	4.1758	2	2	9	74	4	0
201114110239	1	12.5274	2	3	9	74	4	99
201114110239	2	12.5274	2	3	9	74	4	0
201114110243	1	50.1096	2	5	9	74	4	0
201114110243	2	50.1096	2	5	9	74	4	0
201114110245	1	100.2192	2	6	9	74	4	0
201114110245	2	100.2192	2	6	9	74	4	0
201114110245	3	100.2192	2	6	9	74	4	0
201114110247	1	225.4932	2	4	9	74	4	72
201114110247	2	225.4932	2	4	9	74	4	46
201114110306	1	4.1758	2	1	9	74	4	99
201114110306	2	4.1758	2	1	9	74	4	0
201114110323	1	4.1758	2	1	1	74	4	0
201114110323	2	4.1758	2	1	1	74	4	0
201114110323	3	4.1758	2	1	1	74	4	99
201114110340	1	225.4932	2	4	1	74	4	72
201114110340	1	225.4932	2	4	1	74	4	98
201114110349	1	100.2192	2	6	1	74	4	0
201114110349	2	100.2192	2	6	1	74	4	0
201114110354	1	12.5274	2	3	1	74	4	0
201114110354	2	12.5274	2	3	1	74	4	0
201114110385	1	12.5274	2	3	1	74	4	0
201114110390	1	12.5274	2	3	9	74	4	46
201114110390	1	12.5274	2	3	9	74	4	72
201114110390	1	12.5274	2	3	9	74	4	75
201114110390	2	12.5274	2	3	9	74	4	0
201114110398	1	100.2192	2	6	9	74	4	0
201114110398	2	100.2192	2	6	9	74	4	99
201114110402	1	225.4932	2	4	9	74	4	0
201114110402	2	225.4932	2	4	9	74	4	99
201114110445	1	4.1758	2	1	9	74	4	0
201114110454	1	12.5274	2	3	9	74	4	11
201114110468	1	50.1096	2	5	9	74	4	0
201114110468	2	50.1096	2	5	9	74	4	58
201114110468	2	50.1096	2	5	9	74	4	75
201114110470	1	4.1758	2	2	9	74	4	0
201114110470	3	4.1758	2	2	9	74	4	0
201114110497	1	100.2192	2	6	9	74	4	37
201114110497	1	100.2192	2	6	9	74	4	74
201114110497	1	100.2192	2	6	9	74	4	76
201114110497	2	100.2192	2	6	9	74	4	0
201114110501	1	225.4932	2	4	9	74	4	0
201114110501	2	225.4932	2	4	9	74	4	58
201114110535	1	12.5274	2	3	9	74	4	58
201114110535	1	12.5274	2	3	9	74	4	72
201114110535	2	12.5274	2	3	9	74	4	0
201114110570	1	12.5274	2	3	9	74	4	46
201114110604	1	100.2192	2	6	9	74	4	99
201114110604	2	100.2192	2	6	9	74	4	0
201114110611	1	225.4932	2	4	9	74	4	0
201114110611	2	225.4932	2	4	9	74	4	99
201114110723	1	4.1758	2	2	1	74	4	99
201114110723	2	4.1758	2	2	1	74	4	0
201114110726	1	4.1758	2	2	1	74	4	2
201114110726	1	4.1758	2	2	1	74	4	83
201114110726	2	4.1758	2	2	1	74	4	0
201114110733	1	4.1758	2	1	1	74	4	99
201114110745	1	12.5274	2	3	1	74	4	0
201114110747	1	4.1758	2	1	1	74	4	37
201114110747	1	4.1758	2	1	1	74	4	71
201114110747	2	4.1758	2	1	1	74	4	0
201114110762	1	50.1096	2	5	1	74	4	0
201114110762	2	50.1096	2	5	1	74	4	11
201114110770	1	4.1758	2	1	9	74	4	97
201114110774	1	225.4932	2	4	9	74	4	0
201114110774	2	225.4932	2	4	9	74	4	58
201114110809	1	225.4932	2	4	9	74	4	0
201114110809	2	225.4932	2	4	9	74	4	99
201114110819	1	100.2192	2	6	9	74	4	0
201114110819	2	100.2192	2	6	9	74	4	58
201114110825	1	4.1758	2	1	9	74	4	97
201114110833	1	4.1758	2	2	9	74	4	31
201114110833	2	4.1758	2	2	9	74	4	0
201114110880	1	225.4932	2	4	1	74	4	58
201114110880	2	225.4932	2	4	1	74	4	0
201114110880	3	225.4932	2	4	1	74	4	0
201114110888	1	4.1758	2	2	1	74	4	0
201114110888	2	4.1758	2	2	1	74	4	58
201114110888	3	4.1758	2	2	1	74	4	0
201114110900	1	4.1758	2	1	1	74	4	3
201114110900	1	4.1758	2	1	1	74	4	11
201114110913	1	12.5274	2	3	1	74	4	31
201114110913	1	12.5274	2	3	1	74	4	46
201114110913	1	12.5274	2	3	1	74	4	76
201114110928	1	225.4932	2	4	1	74	4	98
201114110933	2	12.5274	2	3	1	74	4	2
201114110933	2	12.5274	2	3	1	74	4	98
201114110942	1	225.4932	2	4	9	74	4	0
201114110942	2	225.4932	2	4	9	74	4	0
201114110943	1	4.1758	2	1	9	74	4	0
201114110943	2	4.1758	2	1	9	74	4	0
201114110950	1	12.5274	2	3	9	74	4	99
201114110950	2	12.5274	2	3	9	74	4	99
201114110952	1	4.1758	2	1	9	74	4	0
201114110952	2	4.1758	2	1	9	74	4	0
201114110952	3	4.1758	2	1	9	74	4	46
201114110955	1	4.1758	2	1	9	74	4	0
201114110955	2	4.1758	2	1	9	74	4	46
201114110963	1	100.2192	2	6	9	74	4	0
201114110963	2	100.2192	2	6	9	74	4	99
201114110976	1	4.1758	2	1	9	74	4	0
201114110976	2	4.1758	2	1	9	74	4	0
201114110985	1	12.5274	2	3	9	74	4	0
201114110989	1	225.4932	2	4	9	74	4	0
201114110989	2	225.4932	2	4	9	74	4	46
201114111005	1	100.2192	2	6	9	74	4	0
201114111005	2	100.2192	2	6	9	74	4	39
201114111063	1	12.5274	2	3	1	74	4	0
201114111097	1	225.4932	2	4	1	74	4	0
201114111097	2	225.4932	2	4	1	74	4	99
201114111105	1	50.1096	2	5	1	74	4	0
201114111105	2	50.1096	2	5	1	74	4	58
201114111105	2	50.1096	2	5	1	74	4	71
201114111111	1	100.2192	2	6	1	74	4	4
201114111111	1	100.2192	2	6	1	74	4	7
201114111111	1	100.2192	2	6	1	74	4	11
201114111111	1	100.2192	2	6	1	74	4	71
201114111130	1	4.1758	2	2	1	74	4	46
201114111130	2	4.1758	2	2	1	74	4	0
201114111160	1	4.1758	2	1	1	74	4	99
201114111160	2	4.1758	2	1	1	74	4	99
201114111179	1	100.2192	2	6	1	74	4	0
201114111179	2	100.2192	2	6	1	74	4	31
201114111179	2	100.2192	2	6	1	74	4	46
201114111186	1	4.1758	2	1	1	74	4	97
201114111226	1	100.2192	2	6	9	74	4	0
201114111226	2	100.2192	2	6	9	74	4	99
201114111230	1	225.4932	2	4	9	74	4	0
201114111230	2	225.4932	2	4	9	74	4	0
201114111245	1	4.1758	2	1	9	74	4	11
201114111245	1	4.1758	2	1	9	74	4	71
201114111245	1	4.1758	2	1	9	74	4	98
201114111245	2	4.1758	2	1	9	74	4	0
201114111251	1	4.1758	2	2	9	74	4	0
201114111251	2	4.1758	2	2	9	74	4	0
201114111261	1	4.1758	2	2	9	74	4	0
201114111300	1	4.1758	2	1	2	74	4	0
201114111340	1	12.5274	2	3	9	74	4	0
201114111340	2	12.5274	2	3	9	74	4	58
201114111371	1	225.4932	2	4	9	74	4	0
201114111371	2	225.4932	2	4	9	74	4	46
201114111381	1	50.1096	2	5	9	74	4	0
201114111381	2	50.1096	2	5	9	74	4	46
201114111384	1	100.2192	2	6	9	74	4	58
201114111384	2	100.2192	2	6	9	74	4	0
201114111384	3	100.2192	2	6	9	74	4	0
201114111394	1	12.5274	2	3	1	74	4	95
201114111395	1	225.4932	2	4	1	74	4	42
201114111395	2	225.4932	2	4	1	74	4	0
201114111407	1	50.1096	2	5	1	74	4	0
201114111407	2	50.1096	2	5	1	74	4	46
201114111422	1	4.1758	2	2	1	74	4	0
201114111422	2	4.1758	2	2	1	74	4	0
201114111439	1	100.2192	2	6	1	74	4	52
201114111439	2	100.2192	2	6	1	74	4	0
201114111466	1	4.1758	2	2	1	74	4	23
201114111466	1	4.1758	2	2	1	74	4	72
201114111466	2	4.1758	2	2	1	74	4	0
201114111466	3	4.1758	2	2	1	74	4	0
201114111474	1	4.1758	2	2	1	74	4	46
201114111474	2	4.1758	2	2	1	74	4	0
201114111485	1	225.4932	2	4	1	74	4	0
201114111485	2	225.4932	2	4	1	74	4	0
201114111498	1	225.4932	2	4	2	74	4	99
201114111507	1	100.2192	2	6	2	74	4	46
201114111507	2	100.2192	2	6	2	74	4	46
201114111588	1	4.1758	2	2	9	74	4	0
201114111588	2	4.1758	2	2	9	74	4	58
201114111590	1	225.4932	2	4	9	74	4	0
201114111590	2	225.4932	2	4	9	74	4	58
201114111609	1	4.1758	2	1	9	74	4	0
201114111609	2	4.1758	2	1	9	74	4	99
201114111623	1	4.1758	2	2	9	74	4	0
201114111623	2	4.1758	2	2	9	74	4	69
201114111632	1	4.1758	2	2	4	74	4	0
201114111632	2	4.1758	2	2	4	74	4	31
201114111640	1	100.2192	2	6	4	74	4	0
201114111640	2	100.2192	2	6	4	74	4	0
201114111663	1	4.1758	2	1	9	74	4	11
201114111701	1	12.5274	2	3	1	74	4	0
201114111701	2	12.5274	2	3	1	74	4	0
201114111719	1	100.2192	2	6	1	74	4	0
201114111719	2	100.2192	2	6	1	74	4	46
201114111722	1	50.1096	2	5	1	74	4	0
201114111722	2	50.1096	2	5	1	74	4	46
201114111727	1	4.1758	2	1	1	74	4	0
201114111740	1	4.1758	2	1	2	74	4	0
201114111763	1	100.2192	2	6	1	74	4	0
201114111763	2	100.2192	2	6	1	74	4	46
201114111763	2	100.2192	2	6	1	74	4	72
201114111778	1	4.1758	2	1	1	74	4	0
201114111778	2	4.1758	2	1	1	74	4	0
201114111778	3	4.1758	2	1	1	74	4	15
201114111778	3	4.1758	2	1	1	74	4	31
201114111780	1	12.5274	2	3	1	74	4	0
201114111792	1	4.1758	2	1	1	74	4	0
201114111817	1	12.5274	2	3	9	74	4	0
201114111817	2	12.5274	2	3	9	74	4	99
201114111819	1	100.2192	2	6	9	74	4	0
201114111827	1	225.4932	2	4	9	74	4	58
201114111827	2	225.4932	2	4	9	74	4	0
201114111835	1	4.1758	2	1	9	74	4	0
