CASENUM	VEH_NO	PER_NO	WEIGHT	REGION	STRATUM	PJ	PSU	PSUSTRAT	MSAFEQMT
201114745242	0	1	38.9667	2	3	1	13	6	1
201114745263	0	1	38.9667	2	3	1	13	6	1
201114745269	0	1	233.8002	2	4	1	13	6	1
201114745273	0	1	38.9667	2	3	1	13	6	1
201114745396	0	1	38.9667	2	3	1	13	6	1
201114745450	0	1	38.9667	2	3	1	13	6	1
201114745452	0	1	233.8002	2	4	1	13	6	1
201114745537	0	1	38.9667	2	3	1	13	6	1
201114745540	0	1	38.9667	2	3	1	13	6	1
201114745567	0	1	233.8002	2	4	3	13	6	1
201114745709	0	1	38.9667	2	3	5	13	6	1
201114745893	0	1	38.9667	2	3	1	13	6	1
201114745904	0	1	38.9667	2	3	1	13	6	8
201114745918	0	1	38.9667	2	3	1	13	6	1
201114746085	0	1	38.9667	2	3	1	13	6	1
201114746144	0	1	38.9667	2	3	3	13	6	1
201114746144	0	2	38.9667	2	3	3	13	6	1
201114746292	0	1	38.9667	2	3	5	13	6	1
201114746458	0	1	38.9667	2	3	1	13	6	1
201114746481	0	1	183.372614	2	4	7	13	6	1
201114900350	0	1	11.135008	2	3	12	33	5	1
201114981062	0	1	9.373037	2	3	6	33	5	1
201114981063	0	1	9.373037	2	3	6	33	5	1
201114981089	0	1	9.373037	2	3	6	33	5	1
201114981645	0	1	9.373037	2	3	6	33	5	1
201114981739	0	1	12.51034	2	3	8	33	5	1
201114981897	0	1	22.771587	2	3	16	33	5	1
201114981897	0	2	22.771587	2	3	16	33	5	1
201114982597	0	1	9.373037	2	3	6	33	5	1
201114982732	0	1	12.51034	2	3	8	33	5	1
201114982787	0	1	11.135008	2	3	12	33	5	1
201114982899	0	1	11.135008	2	3	12	33	5	1
201114983653	0	1	17.006254	2	3	17	10	5	2
201114984938	0	1	9.628104	2	3	8	10	5	1
201114984996	0	1	13.59662	2	3	15	10	5	1
201114985062	0	1	17.006254	2	3	17	10	5	2
201114985315	0	1	13.5035	2	3	1	10	5	1
201114985718	0	1	13.5035	2	3	3	10	5	1
201114986014	0	1	226.15392	2	4	5	10	5	1
201114986014	0	2	226.15392	2	4	5	10	5	1
201114986050	0	1	9.628104	2	3	8	10	5	1
201114986055	0	1	9.628104	2	3	8	10	5	1
201114986068	0	1	9.628104	2	3	8	10	5	1
201114986599	0	1	9.373037	2	3	6	33	5	1
201114986629	0	1	9.373037	2	3	6	33	5	1
201114987460	0	1	15.076928	2	3	5	10	5	1
201114987486	0	1	9.628104	2	3	8	10	5	1
201114987528	0	1	13.59662	2	3	15	10	5	1
201114987583	0	1	27.097744	2	3	24	10	5	8
201114987891	0	1	13.8498	2	3	3	33	5	1
201114988120	0	1	224.952888	2	4	6	33	5	1
201114988147	0	1	12.51034	2	3	8	33	5	1
201114988810	0	1	13.5035	2	3	4	10	5	1
201114988956	0	1	15.076928	2	3	5	10	5	1
201114989154	0	1	15.076928	2	3	5	10	5	1
201114989193	0	1	9.628104	2	3	8	10	5	1
201114989247	0	1	17.006254	2	3	17	10	5	1
201114989871	0	1	9.373037	2	3	6	33	5	1
201114990075	0	1	13.5035	2	3	2	10	5	1
201114990470	0	1	13.8498	2	3	1	33	5	2
201114990531	0	1	22.771587	2	3	16	33	5	1
201114990884	0	1	13.8498	2	3	3	33	5	1
201114990972	0	1	13.5035	2	3	4	10	5	1
201114991043	0	1	13.8498	2	3	1	33	5	1
201114991086	0	1	4.6166	2	2	4	33	5	1
201114991114	0	1	12.51034	2	3	8	33	5	1
201114991119	0	1	11.135008	2	3	12	33	5	1
201114991119	0	2	11.135008	2	3	12	33	5	1
201114991334	0	1	22.771587	2	3	16	33	5	1
201114991409	0	1	13.5035	2	3	2	10	5	2
201114991544	0	1	17.006254	2	3	17	10	5	1
201114991636	0	1	15.076928	2	3	5	10	5	1
201114992047	0	1	13.8498	2	3	1	33	5	1
201114992118	0	1	13.5035	2	3	2	10	5	9
201114992429	0	1	9.373037	2	3	6	33	5	1
201114992976	0	1	15.076928	2	3	5	10	5	1
201114993072	0	1	13.5035	2	3	3	10	5	1
201114993104	0	1	17.006254	2	3	17	10	5	1
201114993276	0	1	22.771587	2	3	16	33	5	1
201114993544	0	1	9.373037	2	3	6	33	5	2
201114993631	0	1	15.076928	2	3	5	10	5	1
201114993804	0	1	17.006254	2	3	17	10	5	1
201114994463	0	1	226.15392	2	4	5	10	5	1
201114994470	0	1	13.59662	2	3	15	10	5	1
201114994481	0	1	17.006254	2	3	17	10	5	1
201114994653	0	1	12.51034	2	3	8	33	5	1
201114994730	0	1	15.076928	2	3	5	10	5	1
201114994749	0	1	9.628104	2	3	8	10	5	9
201114994913	0	1	11.135008	2	3	12	33	5	1
201114995091	0	1	17.006254	2	3	17	10	5	1
201114995183	0	1	13.5035	2	3	2	10	5	2
201114995251	0	1	9.628104	2	3	8	10	5	9
201114995382	0	1	13.8498	2	3	1	33	5	1
201114995493	0	1	22.771587	2	3	16	33	5	1
201114995497	0	1	227.71587	2	4	16	33	5	1
201114995646	0	1	13.5035	2	3	4	10	5	1
201114995706	0	1	13.59662	2	3	15	10	5	1
201114996047	0	1	13.5035	2	3	2	10	5	1
201114996067	0	1	13.5035	2	3	3	10	5	1
201114996152	0	1	9.628104	2	3	8	10	5	1
201114996158	0	1	13.59662	2	3	15	10	5	1
201114996810	0	1	17.006254	2	3	17	10	5	1
201114996860	0	1	13.8498	2	3	1	33	5	1
201114997112	0	1	9.373037	2	3	6	33	5	1
201114997124	0	1	9.373037	2	3	6	33	5	1
201114997131	0	1	12.51034	2	3	8	33	5	1
201114997139	0	1	12.51034	2	3	8	33	5	1
201114997140	0	1	6.25517	2	2	8	33	5	1
201114997510	0	1	13.5035	2	3	3	10	5	1
201114997553	0	1	13.5035	2	3	4	10	5	1
201114998542	0	1	9.373037	2	3	6	33	5	1
201114998572	0	1	11.135008	2	3	12	33	5	1
201114999339	0	1	224.1581	2	4	1	10	5	1
201115452463	0	1	10.0268	3	3	1	41	7	1
201115452483	0	1	10.0268	3	3	1	41	7	1
201115452533	0	1	10.0268	3	3	1	41	7	2
201115452537	0	1	10.0268	3	3	1	41	7	1
201115452619	0	1	10.0268	3	3	1	41	7	1
201115452731	0	1	10.0268	3	3	1	41	7	1
201115452757	0	1	10.0268	3	3	2	41	7	1
201115452812	0	1	10.0268	3	3	2	41	7	1
201115452817	0	1	10.0268	3	3	1	41	7	1
201115452827	0	1	10.0268	3	3	1	41	7	1
201115452830	0	1	10.0268	3	3	1	41	7	1
201115452841	0	1	10.0268	3	3	1	41	7	1
201115452866	0	1	10.0268	3	3	1	41	7	1
201115452869	0	1	10.0268	3	3	1	41	7	1
201115452874	0	1	10.0268	3	3	1	41	7	1
201115452884	0	1	220.5896	3	4	1	41	7	9
201115452890	0	1	10.0268	3	3	1	41	7	1
201115452897	0	1	10.0268	3	3	1	41	7	1
201115452904	0	1	10.0268	3	3	1	41	7	1
201115452917	0	1	10.0268	3	3	1	41	7	1
201115452930	0	1	10.0268	3	3	1	41	7	1
201115452948	0	1	10.0268	3	3	1	41	7	1
201115452955	0	1	50.134	3	5	2	41	7	1
201115452968	0	1	10.0268	3	3	1	41	7	1
201115452970	0	1	10.0268	3	3	1	41	7	1
201115453063	0	1	10.0268	3	3	1	41	7	1
201115453063	0	2	10.0268	3	3	1	41	7	1
201115453100	0	1	10.0268	3	3	1	41	7	1
201115453103	0	1	10.0268	3	3	1	41	7	1
201115453128	0	1	10.0268	3	3	1	41	7	8
201115453141	0	1	10.0268	3	3	1	41	7	1
201115453149	0	1	10.0268	3	3	2	41	7	1
201115453178	0	1	220.5896	3	4	2	41	7	1
201115453219	0	1	10.0268	3	3	1	41	7	2
201115453242	0	1	10.0268	3	3	1	41	7	1
201115453244	0	1	10.0268	3	3	1	41	7	1
201115453254	0	1	10.0268	3	3	1	41	7	1
201115453263	0	1	10.0268	3	3	1	41	7	1
201115453264	0	1	10.0268	3	3	1	41	7	1
201115453330	0	1	10.0268	3	3	2	41	7	8
201115453362	0	1	10.0268	3	3	1	41	7	1
201115453379	0	1	10.0268	3	3	1	41	7	1
201115453382	0	1	10.0268	3	3	1	41	7	1
201115453403	0	1	10.0268	3	3	1	41	7	1
201115453418	0	1	10.0268	3	3	1	41	7	1
201115453456	0	1	10.0268	3	3	1	41	7	1
201115453467	0	1	10.0268	3	3	1	41	7	1
201115453472	0	1	10.0268	3	3	2	41	7	1
201115453560	0	1	10.0268	3	3	1	41	7	1
201115453572	0	1	10.0268	3	3	1	41	7	1
201115453579	0	1	10.0268	3	3	1	41	7	1
201115453592	0	1	10.0268	3	3	1	41	7	1
201115453605	0	1	10.0268	3	3	1	41	7	1
201115453798	0	1	10.0268	3	3	1	41	7	1
201115453810	0	1	10.0268	3	3	1	41	7	1
201115453828	0	1	10.0268	3	3	1	41	7	1
201115453859	0	1	220.5896	3	4	1	41	7	1
201115453862	0	1	10.0268	3	3	1	41	7	1
201115454056	0	1	10.0268	3	3	1	41	7	1
201115454075	0	1	10.0268	3	3	1	41	7	1
201115454084	0	1	10.0268	3	3	1	41	7	1
201115454147	0	1	10.0268	3	3	1	41	7	1
201115454217	0	1	10.0268	3	3	1	41	7	1
201115454220	0	1	10.0268	3	3	1	41	7	1
201115454247	0	1	10.0268	3	3	1	41	7	1
201115454292	0	1	10.0268	3	3	3	41	7	1
201115454369	0	1	10.0268	3	1	3	41	7	1
201115454381	0	1	10.0268	3	3	1	41	7	1
201115454446	0	1	10.0268	3	3	1	41	7	1
201115454508	0	1	10.0268	3	3	2	41	7	1
201115454677	0	1	10.0268	3	3	2	41	7	2
201115454680	0	1	10.0268	3	3	2	41	7	1
201115454759	0	1	10.0268	3	3	1	41	7	1
201115454824	0	1	10.0268	3	3	1	41	7	1
201115454833	0	1	10.0268	3	3	1	41	7	1
201115454931	0	1	10.0268	3	3	1	41	7	1
201115454934	0	1	10.0268	3	3	1	41	7	1
201115454940	0	1	10.0268	3	3	1	41	7	1
201115454965	0	1	10.0268	3	3	1	41	7	1
201115455052	0	1	10.0268	3	3	2	41	7	1
201115455144	0	1	10.0268	3	3	1	41	7	1
201115455168	0	1	10.0268	3	3	1	41	7	1
201115455231	0	1	10.0268	3	3	2	41	7	8
201115455240	0	1	10.0268	3	3	2	41	7	1
201115455324	0	1	10.0268	3	3	2	41	7	1
201115455432	0	1	10.0268	3	3	1	41	7	2
201115455433	0	1	10.0268	3	3	1	41	7	1
201115455519	0	1	10.0268	3	3	2	41	7	1
201115455540	0	1	10.0268	3	3	2	41	7	1
201115455576	0	1	10.0268	3	3	1	41	7	1
201115455580	0	1	10.0268	3	3	1	41	7	1
201115455590	0	1	10.0268	3	3	1	41	7	1
201115455599	0	1	10.0268	3	3	1	41	7	1
201115455657	0	1	10.0268	3	3	2	41	7	1
201115455751	0	1	10.0268	3	3	2	41	7	8
201115455830	0	1	10.0268	3	3	2	41	7	1
201115455855	0	1	10.0268	3	3	2	41	7	1
201115455863	0	1	10.0268	3	3	2	41	7	1
201115455863	0	2	10.0268	3	3	2	41	7	1
201115455863	0	3	10.0268	3	3	2	41	7	1
201115455914	0	1	10.0268	3	3	2	41	7	1
201115455914	0	2	10.0268	3	3	2	41	7	1
201115455931	0	1	10.0268	3	3	2	41	7	1
201115455961	0	1	10.0268	3	3	1	41	7	1
201115455961	0	2	10.0268	3	3	1	41	7	1
201115456016	0	1	10.0268	3	3	1	41	7	1
201115456020	0	1	10.0268	3	3	1	41	7	1
201115456030	0	1	10.0268	3	3	1	41	7	1
201115456049	0	1	10.0268	3	3	1	41	7	1
201115456064	0	1	10.0268	3	3	1	41	7	1
201115456075	0	1	10.0268	3	3	1	41	7	1
201115456079	0	1	10.0268	3	3	1	41	7	1
201115456172	0	1	10.0268	3	3	1	41	7	1
201115456199	0	1	10.0268	3	3	1	41	7	1
201115456210	0	1	10.0268	3	3	1	41	7	1
201115456216	0	1	10.0268	3	3	1	41	7	1
201115456245	0	1	10.0268	3	3	2	41	7	1
201115456245	0	2	10.0268	3	3	2	41	7	1
201115456308	0	1	10.0268	3	3	1	41	7	1
201115456308	0	2	10.0268	3	3	1	41	7	1
201115456313	0	1	10.0268	3	3	1	41	7	5
201115456313	0	2	10.0268	3	3	1	41	7	5
201115456320	0	1	10.0268	3	3	2	41	7	1
201115456338	0	1	10.0268	3	3	1	41	7	1
201115456342	0	1	10.0268	3	3	1	41	7	1
201115456349	0	1	10.0268	3	2	1	41	7	1
201115456383	0	1	10.0268	3	3	2	41	7	1
201115456384	0	1	10.0268	3	3	2	41	7	1
201115456430	0	1	10.0268	3	3	2	41	7	1
201115456431	0	1	10.0268	3	3	2	41	7	1
201115456436	0	1	10.0268	3	3	2	41	7	1
201115456436	0	2	10.0268	3	3	2	41	7	1
201115456530	0	1	10.0268	3	3	1	41	7	1
201115456542	0	1	10.0268	3	3	1	41	7	1
201115456636	0	1	10.0268	3	3	2	41	7	1
201115456703	0	1	10.0268	3	3	1	41	7	1
201115456705	0	1	10.0268	3	3	1	41	7	1
201115456709	0	1	10.0268	3	3	1	41	7	2
201115456800	0	1	10.0268	3	3	2	41	7	1
201115456801	0	1	10.0268	3	3	2	41	7	1
201115456808	0	1	10.0268	3	3	2	41	7	1
201115456837	0	1	10.0268	3	3	1	41	7	1
201115456914	0	1	10.0268	3	3	2	41	7	1
201115456931	0	1	10.0268	3	3	2	41	7	1
201115456939	0	1	10.0268	3	3	1	41	7	8
201115456947	0	1	10.0268	3	3	1	41	7	1
201115456955	0	1	10.0268	3	3	1	41	7	1
201115457015	0	1	10.0268	3	3	1	41	7	2
201115457025	0	1	220.5896	3	4	1	41	7	1
201115457175	0	1	10.0268	3	3	1	41	7	1
201115457185	0	1	10.0268	3	3	1	41	7	1
201115457217	0	1	10.0268	3	3	2	41	7	1
201115457314	0	1	10.0268	3	3	2	41	7	1
201115457333	0	1	10.0268	3	3	1	41	7	1
201115457369	0	1	10.0268	3	3	1	41	7	1
201115457398	0	1	10.0268	3	3	1	41	7	1
201115457462	0	1	10.0268	3	3	2	41	7	1
201115457485	0	1	10.0268	3	3	1	41	7	1
201115457487	0	1	10.0268	3	3	1	41	7	2
201115457565	0	1	10.0268	3	3	2	41	7	1
201115457613	0	1	10.0268	3	3	1	41	7	1
201115457688	0	1	10.0268	3	3	1	41	7	9
201115457742	0	1	10.0268	3	3	1	41	7	1
201115457754	0	1	10.0268	3	3	1	41	7	1
201115457772	0	1	10.0268	3	3	1	41	7	1
201115457798	0	1	10.0268	3	3	1	41	7	1
201115457855	0	1	10.0268	3	3	2	41	7	1
201115457868	0	1	10.0268	3	3	2	41	7	1
201115457875	0	1	10.0268	3	3	1	41	7	2
201115457880	0	1	10.0268	3	3	1	41	7	1
201115457880	0	2	10.0268	3	3	1	41	7	1
201115457884	0	1	10.0268	3	3	1	41	7	1
201115457896	0	1	10.0268	3	3	1	41	7	1
201115457898	0	1	10.0268	3	3	1	41	7	1
201115457956	0	1	10.0268	3	3	1	41	7	1
201115457979	0	1	10.0268	3	3	1	41	7	1
201115457980	0	1	10.0268	3	3	1	41	7	1
201115458001	0	1	50.134	3	5	3	41	7	8
201115458068	0	1	10.0268	3	3	1	41	7	1
201115458095	0	1	10.0268	3	3	1	41	7	1
201115458114	0	1	10.0268	3	3	2	41	7	1
201115458131	0	1	10.0268	3	3	1	41	7	1
201115458131	0	2	10.0268	3	3	1	41	7	1
201115458164	0	1	10.0268	3	3	1	41	7	1
201115458167	0	1	10.0268	3	3	1	41	7	2
201115458186	0	1	10.0268	3	3	1	41	7	1
201115458209	0	1	10.0268	3	3	1	41	7	1
201115458215	0	1	10.0268	3	3	1	41	7	1
201115458276	0	1	10.0268	3	3	2	41	7	1
201115458374	0	1	10.0268	3	3	1	41	7	1
201115458386	0	1	10.0268	3	3	2	41	7	1
201115458392	0	1	10.0268	3	3	1	41	7	1
201115458453	0	1	10.0268	3	3	1	41	7	1
201115458475	0	1	10.0268	3	3	1	41	7	8
201115458476	0	1	10.0268	3	3	1	41	7	1
201115458484	0	1	10.0268	3	3	1	41	7	1
201115458508	0	1	10.0268	3	3	1	41	7	1
201115458514	0	1	10.0268	3	3	1	41	7	9
201115458517	0	1	10.0268	3	3	1	41	7	1
201115458520	0	1	10.0268	3	3	1	41	7	1
201115458520	0	2	10.0268	3	3	1	41	7	1
201115458520	0	3	10.0268	3	3	1	41	7	1
201115458575	0	1	10.0268	3	3	1	41	7	1
201115458651	0	1	10.0268	3	3	2	41	7	2
201115458740	0	1	10.0268	3	3	2	41	7	1
201115458742	0	1	10.0268	3	3	2	41	7	1
201115458831	0	1	10.0268	3	3	3	41	7	1
201115458831	0	2	10.0268	3	3	3	41	7	1
201115458831	0	3	10.0268	3	3	3	41	7	1
201115458831	0	4	10.0268	3	3	3	41	7	1
201115458874	0	1	10.0268	3	3	1	41	7	1
201115458930	0	1	10.0268	3	3	2	41	7	1
201115458958	0	1	10.0268	3	3	2	41	7	1
201115459054	0	1	10.0268	3	3	1	41	7	1
201115459058	0	1	10.0268	3	3	1	41	7	8
201115459080	0	1	10.0268	3	3	2	41	7	1
201115459113	0	1	10.0268	3	3	2	41	7	1
201115459130	0	1	10.0268	3	3	2	41	7	1
201115459153	0	1	10.0268	3	3	1	41	7	5
201115459214	0	1	10.0268	3	3	3	41	7	1
201115459233	0	1	10.0268	3	3	1	41	7	1
201115459239	0	1	10.0268	3	3	1	41	7	1
201115459241	0	1	10.0268	3	3	1	41	7	1
201115459261	0	1	10.0268	3	3	1	41	7	1
201115459295	0	1	10.0268	3	3	3	41	7	1
201115459296	0	1	10.0268	3	3	3	41	7	1
201115459303	0	1	10.0268	3	3	1	41	7	1
201115459348	0	1	10.0268	3	3	3	41	7	1
201115459460	0	1	10.0268	3	3	2	41	7	1
201116155575	0	1	12.2215	3	3	1	43	9	1
201116155575	0	2	12.2215	3	3	1	43	9	1
201116155589	0	1	12.2215	3	3	1	43	9	1
201116155793	0	1	12.2215	3	3	1	43	9	1
201116155808	0	1	12.2215	3	3	1	43	9	1
201116155836	0	1	12.2215	3	3	1	43	9	1
201116155896	0	1	12.2215	3	3	1	43	9	1
201116155896	0	2	12.2215	3	3	1	43	9	1
201116156159	0	1	12.2215	3	3	1	43	9	1
201116156503	0	1	12.2215	3	3	1	43	9	1
201116156609	0	1	12.2215	3	3	1	43	9	1
201116156616	0	1	12.2215	3	3	3	43	9	1
201116156833	0	1	12.2215	3	3	1	43	9	3
201116156861	0	1	97.772	3	6	1	43	9	1
201116156949	0	1	12.2215	3	3	3	43	9	1
201116156975	0	1	12.2215	3	3	1	43	9	2
201116157087	0	1	12.2215	3	3	1	43	9	1
201116157934	0	1	207.086595	3	4	6	43	9	1
201116158085	0	1	12.2215	3	3	1	43	9	1
201116158293	0	1	41.417319	3	3	6	43	9	1
201116158606	0	1	12.2215	3	3	1	43	9	1
201116158777	0	1	12.2215	3	3	1	43	9	1
201116158904	0	1	12.2215	3	3	1	43	9	1
201116159045	0	1	41.417319	3	3	6	43	9	1
201116159159	0	1	12.2215	3	3	1	43	9	1
201116159159	0	2	12.2215	3	3	1	43	9	1
201116160093	0	1	12.2215	3	3	1	43	9	1
201116160261	0	1	12.2215	3	3	1	43	9	1
201116160311	0	1	12.2215	3	3	1	43	9	2
201116160400	0	1	12.2215	3	3	3	43	9	1
201116160772	0	1	12.2215	3	3	3	43	9	1
201116160846	0	1	12.2215	3	3	1	43	9	1
201116161080	0	1	12.2215	3	3	1	43	9	1
201116161222	0	1	12.2215	3	3	1	43	9	7
201116161365	0	1	41.417319	3	3	6	43	9	2
201116161436	0	1	12.2215	3	3	1	43	9	1
201116161506	0	1	12.2215	3	3	2	43	9	1
201116161908	0	1	12.2215	3	3	3	43	9	1
201116162163	0	1	12.2215	3	3	1	43	9	2
201116162275	0	1	12.2215	3	3	1	43	9	1
201116162291	0	1	12.2215	3	3	1	43	9	2
201116162376	0	1	41.417319	3	3	6	43	9	1
201116162456	0	1	12.2215	3	3	1	43	9	1
201116162456	0	2	12.2215	3	3	1	43	9	1
201116162461	0	1	12.2215	3	3	1	43	9	1
201116162464	0	1	12.2215	3	3	1	43	9	1
201116162469	0	1	12.2215	3	3	1	43	9	1
201116162470	0	1	12.2215	3	3	1	43	9	1
201116162648	0	1	12.2215	3	3	2	43	9	1
201116162924	0	1	12.2215	3	3	4	43	9	1
201116162967	0	1	12.2215	3	3	2	43	9	2
201116163079	0	1	12.2215	3	3	1	43	9	1
201116163229	0	1	12.2215	3	3	4	43	9	1
201116163278	0	1	12.2215	3	3	3	43	9	1
201116163317	0	1	12.2215	3	3	2	43	9	2
201116163447	0	1	12.2215	3	3	1	43	9	1
201116163472	0	1	41.417319	3	3	6	43	9	4
201116163777	0	1	12.2215	3	3	1	43	9	2
201116164092	0	1	12.2215	3	3	4	43	9	1
201116164199	0	1	12.2215	3	3	1	43	9	1
201116164353	0	1	12.2215	3	3	1	43	9	1
201116164354	0	1	12.2215	3	3	1	43	9	1
201116164371	0	1	12.2215	3	3	1	43	9	1
201116165930	0	1	12.2215	3	3	3	43	9	1
201116166234	0	1	12.2215	3	3	1	43	9	1
201116166238	0	1	12.2215	3	3	1	43	9	1
201116166992	0	1	12.2215	3	3	2	43	9	7
201116167235	0	1	12.2215	3	3	2	43	9	1
201116167374	0	1	12.2215	3	3	1	43	9	2
201116167425	0	1	12.2215	3	3	1	43	9	1
201116167444	0	1	12.2215	3	3	1	43	9	1
201116167584	0	1	12.2215	3	3	1	43	9	1
201116167639	0	1	12.2215	3	3	1	43	9	1
201116167667	0	1	12.2215	3	3	1	43	9	1
201116167755	0	1	12.2215	3	3	2	43	9	1
201116167810	0	1	12.2215	3	3	3	43	9	3
201116167978	0	1	12.2215	3	3	1	43	9	1
201116168010	0	1	12.2215	3	3	1	43	9	1
201116168313	0	1	12.2215	3	3	1	43	9	1
201116168418	0	1	12.2215	3	3	1	43	9	1
201116168432	0	1	12.2215	3	3	1	43	9	1
201116168593	0	1	12.2215	3	3	1	43	9	1
201116168646	0	1	12.2215	3	3	1	43	9	1
201116168654	0	1	12.2215	3	3	1	43	9	1
201116168709	0	1	12.2215	3	3	3	43	9	2
201116168712	0	1	12.2215	3	3	3	43	9	1
201116168819	0	1	12.2215	3	3	1	43	9	1
201116168939	0	1	12.2215	3	3	1	43	9	2
201116169152	0	1	12.2215	3	3	1	43	9	1
201116169159	0	1	12.2215	3	3	1	43	9	1
201116169375	0	1	12.2215	3	3	1	43	9	1
201116169469	0	1	12.2215	3	3	1	43	9	1
201116169786	0	1	12.2215	3	3	1	43	9	1
201116170185	0	1	12.2215	3	3	1	43	9	1
201116170405	0	1	12.2215	3	3	3	43	9	2
201116170425	0	1	12.2215	3	3	3	43	9	2
201116170850	0	1	12.2215	3	3	1	43	9	1
201116170912	0	1	12.2215	3	3	1	43	9	1
201116171340	0	1	12.2215	3	3	1	43	9	1
201116171341	0	1	12.2215	3	3	1	43	9	1
201116171341	0	2	12.2215	3	3	1	43	9	1
201116171368	0	1	12.2215	3	3	4	43	9	1
201116171746	0	1	219.987	3	4	2	43	9	1
201116171776	0	1	12.2215	3	3	2	43	9	1
201116172104	0	1	12.2215	3	3	1	43	9	1
201116172460	0	1	41.417319	3	3	6	43	9	1
201116172609	0	1	219.987	3	4	3	43	9	1
201116172759	0	1	12.2215	3	3	4	43	9	1
201116172842	0	1	12.2215	3	3	1	43	9	1
201116173478	0	1	12.2215	3	3	1	43	9	1
201116173558	0	1	12.2215	3	3	1	43	9	1
201116173565	0	1	12.2215	3	3	1	43	9	1
201116569319	0	1	10.1062	3	3	1	45	8	1
201116569501	0	1	10.1062	3	3	1	45	8	1
201116569623	0	1	222.3364	3	4	2	45	8	8
201116569699	0	1	10.1062	3	3	1	45	8	1
201116570046	0	1	10.1062	3	3	1	45	8	1
201116570511	0	1	10.1062	3	3	2	45	8	1
201116570836	0	1	10.1062	3	3	1	45	8	2
201116571062	0	1	10.1062	3	3	1	45	8	1
201116571238	0	1	10.1062	3	3	1	45	8	1
201116571356	0	1	10.1062	3	3	1	45	8	1
201116571385	0	1	10.1062	3	3	1	45	8	1
201116571426	0	1	10.1062	3	3	1	45	8	1
201116571691	0	1	10.1062	3	3	1	45	8	1
201116572458	0	1	10.1062	3	1	2	45	8	1
201116572785	0	1	10.1062	3	3	1	45	8	1
201116573158	0	1	10.1062	3	3	1	45	8	1
201116573267	0	1	10.1062	3	3	1	45	8	1
201116574323	0	1	10.1062	3	3	1	45	8	1
201116574329	0	1	10.1062	3	3	1	45	8	1
201116574700	0	1	10.1062	3	3	1	45	8	1
201116574762	0	1	10.1062	3	3	2	45	8	8
201116574871	0	1	10.1062	3	3	1	45	8	1
201116574906	0	1	10.1062	3	3	1	45	8	2
201116575292	0	1	10.1062	3	3	1	45	8	1
201116575658	0	1	10.1062	3	3	1	45	8	1
201116575859	0	1	10.1062	3	3	1	45	8	1
201116575873	0	1	10.1062	3	3	1	45	8	1
201116575969	0	1	10.1062	3	3	1	45	8	1
201116575969	0	2	10.1062	3	3	1	45	8	1
201116575990	0	1	10.1062	3	3	2	45	8	8
201116576247	0	1	10.1062	3	3	1	45	8	1
201116576838	0	1	10.1062	3	3	1	45	8	1
201116577214	0	1	10.1062	3	3	1	45	8	1
201116577325	0	1	222.3364	3	4	2	45	8	8
201116577418	0	1	10.1062	3	3	1	45	8	1
201116577687	0	1	10.1062	3	3	2	45	8	9
201116577698	0	1	10.1062	3	3	1	45	8	1
201116577766	0	1	10.1062	3	3	1	45	8	1
201116577858	0	1	10.1062	3	3	1	45	8	1
201116578112	0	1	10.1062	3	3	1	45	8	1
201116578144	0	1	10.1062	3	3	1	45	8	1
201116578290	0	1	10.1062	3	3	1	45	8	1
201116578329	0	1	222.3364	3	4	1	45	8	2
201116578720	0	1	10.1062	3	3	1	45	8	1
201116579594	0	1	10.1062	3	3	1	45	8	1
201116579650	0	1	10.1062	3	3	1	45	8	1
201116579651	0	1	10.1062	3	3	1	45	8	1
201116579971	0	1	10.1062	3	3	1	45	8	1
201116580932	0	1	10.1062	3	3	1	45	8	1
201116581444	0	1	10.1062	3	3	1	45	8	1
201116581593	0	1	10.1062	3	3	1	45	8	1
201117267868	0	1	51.964	3	3	1	48	9	8
201117268590	0	1	51.964	3	3	1	48	9	1
201117268884	0	1	51.964	3	3	3	48	9	1
201117268971	0	1	51.964	3	3	1	48	9	1
201117269805	0	1	103.928	3	6	2	48	9	1
201117269805	0	2	103.928	3	6	2	48	9	1
201117270289	0	1	51.964	3	3	11	48	9	5
201117270299	0	1	51.964	3	3	3	48	9	1
201117270490	0	1	51.964	3	3	1	48	9	1
201117270754	0	1	51.964	3	3	2	48	9	1
201117271608	0	1	51.964	3	3	3	48	9	1
201117271721	0	1	51.964	3	3	2	48	9	1
201117272112	0	1	51.964	3	3	1	48	9	1
201117272112	0	2	51.964	3	3	1	48	9	1
201117272338	0	1	51.964	3	3	4	48	9	1
201117272556	0	1	51.964	3	3	1	48	9	2
201117272726	0	1	51.964	3	3	4	48	9	1
201117273009	0	1	51.964	3	3	1	48	9	1
201117273113	0	1	51.964	3	3	1	48	9	8
201117505719	0	1	13.8125	1	3	1	6	1	1
201117505731	0	1	14.820011	1	3	20	6	1	1
201117505802	0	1	20.242467	1	3	26	6	1	1
201117505832	0	1	11.492	1	3	4	6	1	1
201117505840	0	1	8.941356	1	3	11	6	1	9
201117505840	0	2	8.941356	1	3	11	6	1	9
201117505840	0	3	8.941356	1	3	11	6	1	9
201117505840	0	4	8.941356	1	3	11	6	1	9
201117505840	0	5	8.941356	1	3	11	6	1	9
201117505852	0	1	11.62076	1	3	14	6	1	1
201117505868	0	1	20.242467	1	3	26	6	1	1
201117505872	0	1	222.667137	1	4	26	6	1	1
201117505954	0	1	8.941356	1	3	11	6	1	1
