CASENUM	VEH_NO	PER_NO	WEIGHT	REGION	STRATUM	PJ	PSU	PSUSTRAT	MSAFEQMT
201117505963	0	1	11.492	1	3	4	6	1	8
201117505967	0	1	13.8125	1	3	2	6	1	1
201117505967	0	2	13.8125	1	3	2	6	1	8
201117506003	0	1	20.242467	1	3	26	6	1	1
201117506039	0	1	101.212335	1	6	26	6	1	8
201117506056	0	1	11.62076	1	3	14	6	1	8
201117506094	0	1	11.62076	1	3	14	6	1	1
201117506097	0	1	11.62076	1	3	14	6	1	1
201117506098	0	1	11.62076	1	3	14	6	1	1
201117506099	0	1	11.62076	1	3	14	6	1	1
201117506118	0	1	10.975026	1	3	7	6	1	1
201117506169	0	1	11.492	1	3	4	6	1	1
201117506193	0	1	11.492	1	3	4	6	1	1
201117506194	0	1	2.7625	1	2	2	6	1	8
201117506239	0	1	222.667137	1	4	26	6	1	1
201117506256	0	1	8.941356	1	3	11	6	1	1
201117506256	0	2	8.941356	1	3	11	6	1	1
201117506266	0	1	13.8125	1	3	1	6	1	1
201117506269	0	1	11.62076	1	3	14	6	1	1
201117506277	0	1	220.79444	1	4	14	6	1	1
201117506280	0	1	11.62076	1	3	14	6	1	9
201117506298	0	1	10.975026	1	3	7	6	1	9
201117506336	0	1	49.725	1	5	30	6	1	8
201117506345	0	1	20.242467	1	3	26	6	1	1
201117506349	0	1	20.242467	1	3	26	6	1	1
201117506372	0	1	11.62076	1	3	14	6	1	1
201117506408	0	1	13.8125	1	3	2	6	1	1
201117506457	0	1	20.242467	1	3	26	6	1	1
201117506458	0	1	20.242467	1	3	26	6	1	1
201117506474	0	1	10.975026	1	3	7	6	1	1
201117506474	0	2	10.975026	1	3	7	6	1	1
201117506474	0	3	10.975026	1	3	7	6	1	1
201117506474	0	4	10.975026	1	3	7	6	1	1
201117506558	0	1	223.5339	1	4	11	6	1	1
201117506566	0	1	11.62076	1	3	14	6	1	1
201117506567	0	1	11.62076	1	3	14	6	1	1
201117506576	0	1	14.820011	1	3	20	6	1	1
201117506585	0	1	10.975026	1	3	7	6	1	1
201117506606	0	1	20.242467	1	3	26	6	1	1
201117506634	0	1	20.242467	1	3	26	6	1	1
201117506638	0	1	222.667137	1	4	26	6	1	1
201117506644	0	1	10.908946	1	3	5	6	1	1
201117506674	0	1	11.62076	1	3	14	6	1	1
201117506697	0	1	8.941356	1	3	11	6	1	1
201117506702	0	1	13.8125	1	3	2	6	1	1
201117506707	0	1	8.941356	1	3	11	6	1	1
201117506708	0	1	5.454473	1	1	5	6	1	1
201117506708	0	2	5.454473	1	1	5	6	1	1
201117506708	0	3	5.454473	1	1	5	6	1	1
201117506727	0	1	11.62076	1	3	14	6	1	9
201117506758	0	1	10.975026	1	3	7	6	1	9
201117506762	0	1	20.242467	1	3	26	6	1	8
201117506764	0	1	20.242467	1	3	26	6	1	1
201117506765	0	1	20.242467	1	3	26	6	1	1
201117506772	0	1	20.242467	1	3	26	6	1	1
201117506782	0	1	11.492	1	3	4	6	1	9
201117506817	0	1	20.242467	1	3	26	6	1	8
201117506830	0	1	10.975026	1	3	7	6	1	9
201117506837	0	1	11.62076	1	3	14	6	1	8
201117506841	0	1	11.62076	1	3	14	6	1	8
201117506851	0	1	13.8125	1	3	1	6	1	8
201117506898	0	1	20.242467	1	3	26	6	1	9
201117506924	0	1	11.62076	1	3	14	6	1	8
201117506926	0	1	11.62076	1	3	14	6	1	8
201117506942	0	1	8.941356	1	3	11	6	1	2
201117506942	0	1	8.941356	1	3	11	6	1	3
201117506979	0	1	13.8125	1	3	1	6	1	8
201117506984	0	1	222.667137	1	4	26	6	1	8
201117507010	0	1	14.820011	1	3	20	6	1	2
201117507010	0	1	14.820011	1	3	20	6	1	7
201117507021	0	1	220.79444	1	4	14	6	1	8
201117507022	0	1	11.62076	1	3	14	6	1	8
201117507022	0	2	11.62076	1	3	14	6	1	8
201117507022	0	3	11.62076	1	3	14	6	1	8
201117507034	0	1	8.941356	1	3	11	6	1	9
201117507041	0	1	8.941356	1	3	11	6	1	8
201117507055	0	1	13.8125	1	3	2	6	1	8
201117507105	0	1	14.820011	1	3	20	6	1	8
201117507109	0	1	11.62076	1	3	14	6	1	8
201117507118	0	1	11.62076	1	3	14	6	1	1
201117507130	0	1	13.8125	1	3	1	6	1	1
201117507143	0	1	8.941356	1	3	11	6	1	9
201117507143	0	2	8.941356	1	3	11	6	1	1
201117507144	0	1	8.941356	1	3	11	6	1	1
201117507147	0	1	13.8125	1	3	2	6	1	1
201117507166	0	1	11.492	1	3	4	6	1	8
201117507196	0	1	222.300165	1	4	20	6	1	8
201117507208	0	1	8.941356	1	3	11	6	1	8
201117507209	0	1	8.941356	1	3	11	6	1	8
201117507212	0	1	8.941356	1	3	11	6	1	1
201117507250	0	1	13.8125	1	3	2	6	1	8
201117507269	0	1	20.242467	1	3	26	6	1	8
201117507270	0	1	222.667137	1	4	26	6	1	8
201117507280	0	1	10.908946	1	3	5	6	1	8
201117507287	0	1	10.975026	1	3	7	6	1	1
201117507302	0	1	11.62076	1	3	14	6	1	8
201117507309	0	1	8.941356	1	3	11	6	1	1
201117507344	0	1	10.975026	1	3	7	6	1	8
201117507351	0	1	11.62076	1	3	14	6	1	9
201117507357	0	1	13.8125	1	3	1	6	1	8
201117507391	0	1	20.242467	1	3	26	6	1	8
201117507401	0	1	11.62076	1	3	14	6	1	8
201117507436	0	1	223.7625	1	4	1	6	1	1
201117507439	0	1	13.8125	1	3	1	6	1	1
201117507439	0	2	13.8125	1	3	1	6	1	1
201117507448	0	1	11.62076	1	3	14	6	1	1
201117507451	0	1	11.62076	1	3	14	6	1	8
201117507466	0	1	222.300165	1	4	20	6	1	1
201117507497	0	1	20.242467	1	3	26	6	1	1
201117507500	0	1	20.242467	1	3	26	6	1	1
201117507505	0	1	20.242467	1	2	26	6	1	1
201117507512	0	1	8.941356	1	3	11	6	1	8
201117507557	0	1	223.5339	1	4	11	6	1	1
201117507586	0	1	11.62076	1	3	14	6	1	1
201117507590	0	1	11.62076	1	3	14	6	1	1
201117507604	0	1	222.667137	1	4	26	6	1	8
201117507614	0	1	11.492	1	3	4	6	1	1
201117507668	0	1	10.908946	1	3	5	6	1	8
201117507680	0	1	14.820011	1	3	20	6	1	8
201117507733	0	1	20.242467	1	3	26	6	1	1
201117507736	0	1	20.242467	1	3	26	6	1	1
201117507739	0	1	20.242467	1	3	26	6	1	1
201117507803	0	1	11.62076	1	2	14	6	1	1
201117507805	0	1	11.62076	1	3	14	6	1	8
201117507816	0	1	14.820011	1	3	20	6	1	1
201117507819	0	1	14.820011	1	3	20	6	1	1
201117507857	0	1	20.242467	1	3	26	6	1	1
201117507860	0	1	20.242467	1	3	26	6	1	1
201117507867	0	1	8.941356	1	3	11	6	1	1
201117507905	0	1	11.62076	1	3	14	6	1	1
201117507924	0	1	20.242467	1	3	26	6	1	2
201117507928	0	1	20.242467	1	3	26	6	1	8
201117507931	0	1	20.242467	1	3	26	6	1	1
201117507933	0	1	20.242467	1	3	26	6	1	1
201117507934	0	1	20.242467	1	3	26	6	1	1
201117507951	0	1	20.242467	1	3	26	6	1	1
201117507965	0	1	10.908946	1	3	5	6	1	1
201117507972	0	1	10.975026	1	3	7	6	1	9
201117507983	0	1	14.820011	1	3	20	6	1	1
201117507988	0	1	14.820011	1	3	20	6	1	1
201117507995	0	1	11.62076	1	3	14	6	1	8
201117508008	0	1	8.941356	1	3	11	6	1	8
201117508031	0	1	11.492	1	3	4	6	1	1
201117508035	0	1	11.492	1	3	4	6	1	1
201117508069	0	1	10.975026	1	3	7	6	1	1
201117508074	0	1	223.633393	1	4	5	6	1	8
201117508115	0	1	11.492	1	3	4	6	1	1
201117508161	0	1	10.908946	1	3	5	6	1	8
201117508175	0	1	11.492	1	3	4	6	1	8
201117508232	0	1	8.941356	1	3	11	6	1	8
201117508234	0	1	8.941356	1	3	11	6	1	9
201117508258	0	1	11.62076	1	3	14	6	1	1
201117508319	0	1	13.8125	1	3	2	6	1	1
201117508322	0	1	13.8125	1	3	1	6	1	1
201117508340	0	1	11.62076	1	3	14	6	1	8
201117508350	0	1	222.300165	1	4	20	6	1	1
201117508351	0	1	14.820011	1	3	20	6	1	1
201117508355	0	1	10.975026	1	3	7	6	1	1
201117508359	0	1	14.820011	1	3	20	6	1	1
201117508368	0	1	20.242467	1	3	26	6	1	1
201117508413	0	1	5.746	1	2	4	6	1	8
201117508438	0	1	14.820011	1	3	20	6	1	1
201117508440	0	1	14.820011	1	3	20	6	1	1
201117508441	0	1	14.820011	1	3	20	6	1	1
201117508444	0	1	10.908946	1	3	5	6	1	8
201117508449	0	1	20.242467	1	3	26	6	1	8
201117508455	0	1	20.242467	1	3	26	6	1	8
201117508552	0	1	8.941356	1	3	11	6	1	1
201117508570	0	1	13.8125	1	3	1	6	1	8
201117508611	0	1	222.667137	1	4	26	6	1	8
201117508614	0	1	20.242467	1	3	26	6	1	1
201117508629	0	1	11.492	1	3	4	6	1	1
201117508651	0	1	8.941356	1	3	11	6	1	8
201117508670	0	1	11.62076	1	3	14	6	1	1
201117508682	0	1	10.908946	1	3	5	6	1	8
201117508682	0	2	10.908946	1	3	5	6	1	8
201117508693	0	1	20.242467	1	3	26	6	1	8
201117508762	0	1	8.941356	1	3	11	6	1	9
201117508771	0	1	11.62076	1	3	14	6	1	1
201117508791	0	1	222.667137	1	4	26	6	1	1
201117508800	0	1	10.908946	1	3	5	6	1	1
201117508838	0	1	11.62076	1	3	14	6	1	1
201117508853	0	1	223.7625	1	4	2	6	1	1
201117508863	0	1	14.820011	1	3	20	6	1	1
201117508871	0	1	14.820011	1	3	20	6	1	1
201117508878	0	1	20.242467	1	3	26	6	1	1
201117508881	0	1	20.242467	1	3	26	6	1	1
201117508885	0	1	20.242467	1	3	26	6	1	8
201117508887	0	1	20.242467	1	3	26	6	1	8
201117508895	0	1	2.7625	1	2	1	6	1	1
201117508916	0	1	8.941356	1	3	11	6	1	1
201117508920	0	1	8.941356	1	3	11	6	1	1
201117508925	0	1	8.941356	1	3	11	6	1	1
201117508948	0	1	8.941356	1	3	11	6	1	1
201117508950	0	1	20.242467	1	3	26	6	1	8
201117508971	0	1	13.8125	1	3	1	6	1	9
201117509020	0	1	220.79444	1	4	14	6	1	1
201117509023	0	1	11.62076	1	3	14	6	1	1
201117509025	0	1	11.62076	1	3	14	6	1	1
201117509032	0	1	222.300165	1	4	20	6	1	1
201117509035	0	1	14.820011	1	3	20	6	1	1
201117509045	0	1	10.975026	1	3	7	6	1	1
201117509067	0	1	20.242467	1	3	26	6	1	1
201117509069	0	1	20.242467	1	3	26	6	1	8
201117509079	0	1	20.242467	1	3	26	6	1	1
201117509093	0	1	13.8125	1	3	2	6	1	1
201117509111	0	1	11.492	1	3	4	6	1	1
201117509163	0	1	10.908946	1	3	5	6	1	1
201117509181	0	1	11.62076	1	3	14	6	1	1
201117509252	0	1	13.8125	1	3	2	6	1	1
201117509266	0	1	11.492	1	3	4	6	1	1
201117509294	0	1	8.941356	1	3	11	6	1	8
201117509344	0	1	11.62076	1	3	14	6	1	1
201117509345	0	1	11.62076	1	3	14	6	1	1
201117509359	0	1	10.975026	1	3	7	6	1	1
201117509372	0	1	222.667137	1	4	26	6	1	1
201117509381	0	1	10.908946	1	3	5	6	1	8
201117509403	0	1	14.820011	1	3	20	6	1	1
201117509406	0	1	11.62076	1	2	14	6	1	1
201117509429	0	1	13.8125	1	3	2	6	1	1
201117509451	0	1	11.62076	1	3	14	6	1	1
201117509454	0	1	13.8125	1	3	1	6	1	1
201117509468	0	1	20.242467	1	3	26	6	1	1
201117509470	0	1	11.492	1	3	4	6	1	1
201117509503	0	1	11.62076	1	3	14	6	1	1
201117509512	0	1	222.300165	1	4	20	6	1	1
201117509524	0	1	10.908946	1	3	5	6	1	1
201117509592	0	1	11.62076	1	3	14	6	1	1
201117509595	0	1	11.62076	1	3	14	6	1	1
201117509605	0	1	10.975026	1	3	7	6	1	1
201117509658	0	1	20.242467	1	3	26	6	1	1
201117509672	0	1	11.62076	1	3	14	6	1	1
201117509863	0	1	10.908946	1	3	5	6	1	9
201117653429	0	1	10.4276	3	3	1	49	7	8
201117653429	0	2	10.4276	3	3	1	49	7	8
201117653467	0	1	10.4276	3	3	1	49	7	8
201117653703	0	1	10.4276	3	3	1	49	7	1
201117653921	0	1	224.1934	3	4	1	49	7	1
201117654005	0	1	10.4276	3	3	1	49	7	2
201117654372	0	1	5.2138	3	1	1	49	7	1
201117654455	0	1	13.0345	3	3	3	49	7	1
201117654481	0	1	2.6069	3	2	3	49	7	1
201117654533	0	1	10.4276	3	3	1	49	7	1
201117654846	0	1	10.4276	3	3	1	49	7	1
201117655039	0	1	10.4276	3	3	1	49	7	1
201117655078	0	1	10.4276	3	3	1	49	7	1
201117655278	0	1	10.4276	3	3	1	49	7	1
201117655365	0	1	10.4276	3	3	1	49	7	1
201117655377	0	1	10.4276	3	3	1	49	7	1
201117655409	0	1	10.4276	3	3	1	49	7	1
201117655507	0	1	2.6069	3	2	3	49	7	1
201117655780	0	1	10.4276	3	3	1	49	7	1
201117655810	0	1	10.4276	3	3	1	49	7	1
201117656038	0	1	10.4276	3	3	1	49	7	1
201117656049	0	1	5.2138	3	2	1	49	7	1
201117656242	0	1	10.4276	3	3	1	49	7	1
201117656582	0	1	10.4276	3	3	1	49	7	9
201117656595	0	1	5.2138	3	2	1	49	7	1
201117656737	0	1	13.0345	3	3	3	49	7	1
201117656811	0	1	13.0345	3	3	3	49	7	1
201117656861	0	1	10.4276	3	3	1	49	7	1
201117656861	0	2	10.4276	3	3	1	49	7	1
201117656861	0	3	10.4276	3	3	1	49	7	1
201117657117	0	1	10.4276	3	3	1	49	7	1
201117657238	0	1	99.0622	3	6	1	49	7	1
201117657473	0	1	10.4276	3	3	1	49	7	1
201117657623	0	1	10.4276	3	3	1	49	7	1
201117657937	0	1	10.4276	3	3	1	49	7	8
201117658015	0	1	10.4276	3	3	1	49	7	1
201117658025	0	1	10.4276	3	3	1	49	7	1
201117658101	0	1	10.4276	3	3	1	49	7	1
201117658103	0	1	10.4276	3	3	1	49	7	1
201117658110	0	1	10.4276	3	3	1	49	7	1
201117658132	0	1	10.4276	3	3	1	49	7	2
201117658162	0	1	10.4276	3	3	1	49	7	1
201117658421	0	1	5.2138	3	2	1	49	7	1
201117658498	0	1	10.4276	3	3	1	49	7	1
201117658866	0	1	10.4276	3	3	1	49	7	1
201117659065	0	1	10.4276	3	3	1	49	7	1
201117659233	0	1	10.4276	3	3	1	49	7	1
201117659897	0	1	10.4276	3	3	1	49	7	2
201117660154	0	1	10.4276	3	3	1	49	7	1
201117660201	0	1	10.4276	3	3	1	49	7	1
201117660360	0	1	10.4276	3	3	1	49	7	1
201117660360	0	2	10.4276	3	3	1	49	7	1
201117660970	0	1	10.4276	3	3	1	49	7	1
201117661000	0	1	10.4276	3	3	1	49	7	1
201117661000	0	2	10.4276	3	3	1	49	7	1
201117661000	0	3	10.4276	3	3	1	49	7	1
201117661157	0	1	13.0345	3	3	3	49	7	1
201117661419	0	1	10.4276	3	3	1	49	7	1
201117661511	0	1	10.4276	3	3	1	49	7	1
201117661704	0	1	10.4276	3	3	1	49	7	1
201117661828	0	1	10.4276	3	3	1	49	7	1
201117661866	0	1	10.4276	3	3	1	49	7	1
201117662041	0	1	10.4276	3	3	1	49	7	1
201117662733	0	1	10.4276	3	3	1	49	7	8
201117662840	0	1	10.4276	3	3	1	49	7	8
201117662866	0	1	10.4276	3	3	1	49	7	8
201117662968	0	1	10.4276	3	3	1	49	7	8
201117662986	0	1	10.4276	3	3	1	49	7	8
201117663495	0	1	10.4276	3	3	1	49	7	8
201117663803	0	1	10.4276	3	3	1	49	7	8
201117663942	0	1	10.4276	3	3	1	49	7	8
201117664165	0	1	10.4276	3	3	1	49	7	8
201117664311	0	1	10.4276	3	3	1	49	7	8
201117665016	0	1	10.4276	3	3	1	49	7	8
201117665406	0	1	10.4276	3	3	1	49	7	8
201117665515	0	1	10.4276	3	3	1	49	7	8
201117665853	0	1	10.4276	3	3	1	49	7	8
201117666139	0	1	10.4276	3	3	1	49	7	2
201117666139	0	2	10.4276	3	3	1	49	7	2
201117666367	0	1	10.4276	3	3	1	49	7	8
201117666453	0	1	10.4276	3	3	1	49	7	8
201117666562	0	1	10.4276	3	3	1	49	7	8
201117666842	0	1	10.4276	3	3	1	49	7	8
201117666867	0	1	10.4276	3	3	1	49	7	8
201117666908	0	1	10.4276	3	3	1	49	7	8
201117667006	0	1	224.1934	3	4	1	49	7	8
201117667013	0	1	10.4276	3	3	1	49	7	8
201117667049	0	1	10.4276	3	3	1	49	7	8
201117667414	0	1	10.4276	3	3	1	49	7	8
201118471319	0	1	5	2	2	6	72	13	9
201118471442	0	1	15	2	3	4	72	13	1
201118471792	0	1	5	2	2	6	72	13	8
201118472473	0	1	5	2	2	3	72	13	8
201118473465	0	1	15	2	3	3	72	13	8
201118473465	0	2	15	2	3	3	72	13	8
201118473966	0	1	5	2	2	3	72	13	1
201118474003	0	1	15	2	3	1	72	13	1
201118474083	0	1	15	2	3	6	72	13	1
201118474223	0	1	15	2	3	3	72	13	9
201118474415	0	1	50	2	5	4	72	13	9
201118474415	0	2	50	2	5	4	72	13	8
201118474824	0	1	5	2	2	3	72	13	1
201118474825	0	1	15	2	3	3	72	13	1
201118474887	0	1	15	2	3	3	72	13	9
201118474945	0	1	15	2	3	6	72	13	9
201118475123	0	1	15	2	3	2	72	13	1
201118475198	0	1	15	2	3	1	72	13	1
201118475546	0	1	15	2	3	4	72	13	1
201118475571	0	1	15	2	3	3	72	13	1
201118475601	0	1	5	2	2	1	72	13	2
201118475613	0	1	15	2	3	1	72	13	1
201118475789	0	1	5	2	2	6	72	13	1
201118476244	0	1	15	2	3	1	72	13	1
201118476302	0	1	15	2	3	3	72	13	1
201118476447	0	1	15	2	3	6	72	13	1
201118476450	0	1	15	2	3	6	72	13	1
201118476791	0	1	15	2	3	2	72	13	1
201118476902	0	1	15	2	3	3	72	13	1
201118477004	0	1	15	2	3	3	72	13	1
201118477347	0	1	15	2	3	1	72	13	1
201118477603	0	1	15	2	3	4	72	13	1
201118477624	0	1	15	2	3	3	72	13	1
201118477666	0	1	15	2	3	1	72	13	8
201118477868	0	1	15	2	3	2	72	13	1
201118477870	0	1	15	2	3	4	72	13	1
201118477873	0	1	5	2	2	3	72	13	1
201118478014	0	1	15	2	3	6	72	13	9
201118478233	0	1	15	2	3	2	72	13	1
201118478236	0	1	15	2	3	3	72	13	1
201118478236	0	2	15	2	3	3	72	13	1
201118478356	0	1	15	2	3	1	72	13	1
201118478799	0	1	15	2	3	6	72	13	1
201118479046	0	1	15	2	3	3	72	13	1
201118479060	0	1	15	2	3	1	72	13	9
201118479063	0	1	15	2	3	1	72	13	1
201118479108	0	1	15	2	3	4	72	13	1
201118479270	0	1	15	2	3	3	72	13	1
201118479630	0	1	15	2	3	6	72	13	1
201118479682	0	1	15	2	3	1	72	13	1
201118479747	0	1	5	2	2	4	72	13	1
201118479764	0	1	5	2	2	3	72	13	8
201118479833	0	1	15	2	3	6	72	13	1
201118479959	0	1	15	2	3	1	72	13	1
201118480167	0	1	15	2	3	6	72	13	1
201118480188	0	1	15	2	3	4	72	13	1
201118480455	0	1	15	2	3	1	72	13	1
201118480477	0	1	15	2	3	1	72	13	1
201118480527	0	1	15	2	3	1	72	13	1
201118480585	0	1	15	2	3	4	72	13	8
201118480591	0	1	15	2	3	6	72	13	1
201118480602	0	1	5	2	2	4	72	13	1
201118480748	0	1	15	2	3	3	72	13	1
201118480748	0	2	15	2	3	3	72	13	1
201118480830	0	1	5	2	2	1	72	13	1
201118480978	0	1	15	2	3	2	72	13	1
201118481097	0	1	15	2	3	3	72	13	1
201118481118	0	1	15	2	3	4	72	13	1
201118481282	0	1	15	2	3	4	72	13	1
201118481395	0	1	5	2	2	1	72	13	1
201118481665	0	1	15	2	3	1	72	13	1
201118481942	0	1	15	2	3	6	72	13	1
201118482015	0	1	15	2	3	4	72	13	1
201118482039	0	1	15	2	3	1	72	13	1
201118482127	0	1	15	2	3	2	72	13	1
201118482264	0	1	5	2	2	2	72	13	8
201118482433	0	1	15	2	3	4	72	13	8
201118482458	0	1	5	2	2	3	72	13	8
201118482460	0	1	15	2	3	3	72	13	8
201118482595	0	1	15	2	3	3	72	13	8
201118482965	0	1	15	2	3	1	72	13	8
201118483040	0	1	15	2	3	1	72	13	8
201118483111	0	1	5	2	2	6	72	13	8
201118483238	0	1	5	2	2	3	72	13	8
201118483491	0	1	15	2	3	1	72	13	8
201118483603	0	1	15	2	3	6	72	13	8
201118483635	0	1	15	2	3	4	72	13	8
201118483833	0	1	15	2	3	6	72	13	1
201118483935	0	1	15	2	3	1	72	13	8
201118483965	0	1	5	2	2	6	72	13	8
201118483967	0	1	5	2	2	4	72	13	8
201118483968	0	1	5	2	2	4	72	13	8
201118483973	0	1	15	2	3	3	72	13	2
201118484269	0	1	15	2	3	3	72	13	8
201118484372	0	1	15	2	3	6	72	13	9
201118484390	0	1	15	2	3	2	72	13	8
201118484404	0	1	15	2	3	1	72	13	8
201118484698	0	1	15	2	3	3	72	13	8
201118484773	0	1	15	2	3	1	72	13	8
201118484864	0	1	15	2	3	2	72	13	8
201118484890	0	1	15	2	3	6	72	13	8
201118484890	0	2	15	2	3	6	72	13	8
201118484943	0	1	15	2	3	4	72	13	8
201118485015	0	1	5	2	2	3	72	13	8
201118485152	0	1	15	2	3	2	72	13	8
201118485399	0	1	15	2	3	3	72	13	8
201118485488	0	1	15	2	3	6	72	13	8
201118485518	0	1	15	2	3	4	72	13	8
201118485545	0	1	15	2	3	3	72	13	8
201118485754	0	1	50	2	5	6	72	13	3
201118485929	0	1	15	2	3	4	72	13	9
201118486057	0	1	15	2	3	3	72	13	2
201118486161	0	1	15	2	3	2	72	13	8
201118486305	0	1	15	2	3	6	72	13	8
201118486446	0	1	15	2	3	2	72	13	1
201118486512	0	1	15	2	3	1	72	13	8
201118486598	0	1	15	2	3	6	72	13	9
201118486678	0	1	5	2	2	3	72	13	8
201118486764	0	1	15	2	3	4	72	13	8
201118486782	0	1	225	2	4	3	72	13	3
201118486789	0	1	15	2	3	3	72	13	8
201118486796	0	1	15	2	3	1	72	13	8
201118486917	0	1	15	2	3	6	72	13	3
201118486973	0	1	15	2	3	4	72	13	8
201118487007	0	1	15	2	3	3	72	13	8
201118487007	0	2	15	2	3	3	72	13	2
201118487037	0	1	15	2	3	1	72	13	8
201118487186	0	1	15	2	3	4	72	13	8
201118487311	0	1	15	2	3	4	72	13	8
201118487470	0	1	15	2	3	6	72	13	8
201118487517	0	1	15	2	3	4	72	13	8
201118487538	0	1	15	2	3	3	72	13	8
201118488132	0	1	15	2	3	1	72	13	8
201118488303	0	1	15	2	3	2	72	13	8
201118488322	0	1	15	2	3	4	72	13	8
201118488464	0	1	15	2	3	1	72	13	8
201118488501	0	1	15	2	3	4	72	13	8
201118488654	0	1	15	2	3	1	72	13	8
201118488703	0	1	15	2	3	6	72	13	8
201118488712	0	1	15	2	3	2	72	13	8
201118490647	0	1	15	2	3	2	72	13	8
201118502694	0	1	14.3925	3	3	6	9	8	8
201118989703	0	1	10.9806	2	3	2	73	5	1
201118989859	0	1	10.9806	2	3	1	73	5	8
201118990584	0	1	21.642927	2	3	9	73	5	8
201118990767	0	1	10.9806	2	3	2	73	5	8
201118990799	0	1	10.9806	2	3	2	73	5	8
201118991058	0	1	10.9806	2	3	2	73	5	8
201118991097	0	1	10.9806	2	3	2	73	5	8
201118991604	0	1	10.125815	2	3	5	73	5	8
201118991635	0	1	21.642927	2	3	9	73	5	8
201118991922	0	1	10.9806	2	3	2	73	5	1
201118992069	0	1	10.9806	2	3	1	73	5	1
201118992268	0	1	5.4903	2	2	1	73	5	1
201118992268	0	2	5.4903	2	2	1	73	5	1
201118992311	0	1	10.9806	2	3	2	73	5	1
201118992670	0	1	31.925051	2	3	10	73	5	1
201118993106	0	1	10.9806	2	3	2	73	5	8
201118993120	0	1	10.9806	2	3	2	73	5	8
201118993307	0	1	10.9806	2	3	2	73	5	8
201118993364	0	1	10.9806	2	3	1	73	5	8
201118993677	0	1	5.4903	2	1	2	73	5	1
201118993764	0	1	10.9806	2	3	1	73	5	8
201118993787	0	1	10.9806	2	3	1	73	5	8
201118993787	0	2	10.9806	2	3	1	73	5	8
201118993822	0	1	10.125815	2	3	5	73	5	8
201118993842	0	1	10.125815	2	3	5	73	5	8
201118993853	0	1	21.642927	2	3	9	73	5	1
201118994440	0	1	10.9806	2	3	3	73	5	1
201118994491	0	1	10.9806	2	3	1	73	5	1
201118994491	0	2	10.9806	2	3	1	73	5	1
201118994543	0	1	31.925051	2	3	10	73	5	8
201118994866	0	1	10.9806	2	3	1	73	5	8
201118994942	0	1	31.925051	2	3	10	73	5	8
201118995067	0	1	10.9806	2	3	3	73	5	1
201118995256	0	1	10.125815	2	3	5	73	5	8
201118995419	0	1	10.9806	2	3	1	73	5	8
201118995612	0	1	10.9806	2	3	1	73	5	1
201118995755	0	1	31.925051	2	3	10	73	5	8
201118995840	0	1	10.125815	2	3	5	73	5	8
201118995989	0	1	10.9806	2	3	1	73	5	1
201118996397	0	1	10.9806	2	3	1	73	5	1
201118996452	0	1	10.9806	2	3	2	73	5	8
201118996628	0	1	10.125815	2	3	5	73	5	8
201118996667	0	1	10.9806	2	3	2	73	5	8
201118996700	0	1	95.775153	2	6	10	73	5	8
201118996700	0	2	95.775153	2	6	10	73	5	8
201118996700	0	3	95.775153	2	6	10	73	5	8
201118996747	0	1	10.9806	2	3	1	73	5	8
201118996900	0	1	10.9806	2	3	2	73	5	8
201118997190	0	1	10.9806	2	3	1	73	5	8
201118997215	0	1	10.9806	2	3	2	73	5	8
201118997274	0	1	21.642927	2	3	9	73	5	8
201118997682	0	1	10.125815	2	3	5	73	5	8
201118997750	0	1	10.9806	2	3	2	73	5	8
201118997790	0	1	10.9806	2	3	1	73	5	8
201118997827	0	1	10.9806	2	3	3	73	5	8
201118997858	0	1	21.642927	2	3	9	73	5	8
201118998055	0	1	10.125815	2	2	5	73	5	8
201118998079	0	1	21.642927	2	3	9	73	5	8
201118998145	0	1	10.9806	2	3	2	73	5	8
201118998163	0	1	10.9806	2	3	2	73	5	8
201118998196	0	1	10.9806	2	3	1	73	5	8
201118998267	0	1	10.9806	2	3	2	73	5	8
201118998281	0	1	10.9806	2	3	2	73	5	8
201118998501	0	1	21.642927	2	3	9	73	5	8
201118998554	0	1	10.9806	2	3	2	73	5	8
201118999098	0	1	10.9806	2	3	2	73	5	8
201118999278	0	1	10.9806	2	3	1	73	5	8
201118999776	0	1	10.9806	2	3	1	73	5	8
201118999801	0	1	10.9806	2	3	1	73	5	8
201118999857	0	1	21.642927	2	3	9	73	5	8
201119389986	0	1	4.1758	2	1	9	74	4	1
201119390653	0	1	12.5274	2	3	9	74	4	1
201119390792	0	1	12.5274	2	3	1	74	4	1
201119391335	0	1	12.5274	2	3	1	74	4	1
201119391540	0	1	12.5274	2	3	1	74	4	8
201119391643	0	1	4.1758	2	2	1	74	4	1
201119391943	0	1	12.5274	2	3	9	74	4	8
201119392318	0	1	12.5274	2	3	1	74	4	8
201119392367	0	1	12.5274	2	3	3	74	4	1
201119392388	0	1	12.5274	2	3	9	74	4	8
201119392849	0	1	12.5274	2	3	9	74	4	2
201119392849	0	1	12.5274	2	3	9	74	4	5
201119392890	0	1	12.5274	2	3	2	74	4	5
201119393338	0	1	12.5274	2	3	9	74	4	8
201119393625	0	1	12.5274	2	3	9	74	4	8
201119393965	0	1	12.5274	2	3	9	74	4	8
201120190863	0	1	226.1056	4	4	2	75	11	8
201120191315	0	1	16.1504	4	3	2	75	11	2
