CASENUM	VEH_NO	WEIGHT	REGION	STRATUM	PJ	PSU	PSUSTRAT	PVE_Forms	PNUMOCCS	PMONTH	PHOUR	PMINUTE	PHARM_EV	PMAN_COLL	PTYPE	PHIT_RUN	PMAKE	PMODEL	PBODYTYP	PMODYEAR	PVIN	PTRAILER	PMCARR_I1	PMCARR_I2	PMCARR_ID	PGVWR	PV_CONFIG	PCARGTYP	PHAZ_INV	PHAZPLAC	PHAZ_ID	PHAZ_CNO	PHAZ_REL	PBUS_USE	PSP_USE	PEM_USE	PIMPACT1	PIMPACT2	PVEH_SEV	PTOWED	PM_HARM	PFIRE
201112418308	2	56.764392	1	5	15	8	2	1	0	10	19	42	14	0	2	0	12	481	31	1995	1FTEX14N7SKC	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	7	7	9	1	12	0
201112418308	3	56.764392	1	5	15	8	2	1	0	10	19	42	14	0	2	0	30	40	4	2003	3VWSE69M63M0	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	6	2	1	14	0
201112418351	2	99.47996	1	6	4	8	2	1	0	10	17	12	14	0	2	0	37	31	2	2003	1HGEM22913L0	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	6	2	1	12	0
201112418395	3	51.386148	1	5	2	8	2	2	0	10	18	34	12	2	2	0	7	472	30	2002	1B7HG38N22S5	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	3	3	2	1	12	0
201112418396	2	56.764392	1	5	15	8	2	1	0	10	0	21	14	0	3	0	14	6	4	1992	2MECM75W7NX7	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	10	10	4	1	12	0
201112418396	3	56.764392	1	5	15	8	2	1	0	10	0	21	14	0	3	0	6	441	20	2001	2C4GP44301R2	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	6	4	1	12	0
201112418480	2	99.479597	1	6	69	8	2	1	0	11	12	20	14	0	2	0	49	32	4	2002	1NXBR12E12Z6	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	6	6	2	12	0
201112418516	2	29.744785	1	1	22	8	2	1	0	11	99	99	33	0	2	0	99	899	78	9999	888888888888	0	77	777777777	77777777777	9	19	98	1	0	0	0	0	0	0	0	98	98	8	1	12	0
201112418562	1	61.54734	1	5	51	8	2	1	0	11	13	24	14	0	2	0	20	37	4	2002	1G1ND52J92M5	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	9	9	2	1	12	0
201112418562	3	61.54734	1	5	51	8	2	1	0	11	13	24	14	0	2	0	9	20	4	1998	1P3ES47C1WD6	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	7	7	6	2	12	0
201112418562	4	61.54734	1	5	51	8	2	1	0	11	13	24	14	0	2	0	20	461	21	2005	1GCHG35U4512	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	7	7	2	1	12	0
201112418611	3	56.764392	1	5	15	8	2	2	0	12	9	29	12	6	2	0	49	472	30	2009	5TELU42N89Z6	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	6	2	4	12	0
201112418715	2	12.434995	1	3	4	8	2	1	0	12	99	99	14	0	2	0	49	482	31	2000	5TBRT3416YS0	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	1	1	4	1	12	0
201112801303	1	228.6084	2	4	2	11	6	1	0	2	16	27	14	0	3	0	12	442	20	2003	2FMZA53483BB	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	8	8	4	1	14	0
201112801482	1	228.6084	2	4	2	11	6	1	0	8	20	38	14	0	3	0	20	2	4	2010	2G1WA5EK6A12	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	6	2	1	12	0
201113043722	2	100.7475	3	6	5	9	8	1	0	1	23	29	8	0	2	0	35	472	30	2002	1N6DD26S92C3	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	6	6	2	14	0
201113043722	3	100.7475	3	6	5	9	8	1	0	1	23	29	8	0	2	0	12	481	31	1999	1FTRX17W9XNA	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	6	4	1	14	0
201113044573	2	100.7475	3	6	5	9	8	1	0	1	3	52	14	0	2	0	59	31	4	1998	JT8BF28G0W50	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	12	12	2	4	12	0
201113044573	3	100.7475	3	6	5	9	8	1	0	1	3	52	14	0	2	0	37	31	4	2007	1HGFA158X7L0	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	6	6	8	14	0
201113044573	4	100.7475	3	6	5	9	8	1	0	1	3	52	14	0	2	0	7	41	4	2004	2B3AD46RX4H7	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	6	2	4	14	0
201113044703	2	97.18008	3	6	13	9	8	1	0	2	7	37	14	0	3	0	20	2	4	2000	2G1WF52E5Y93	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	63	63	4	1	14	0
201113044741	2	47.975	3	5	4	9	8	1	1	2	7	40	14	0	2	0	37	32	4	1998	1HGCG6674WA1	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	12	12	6	2	12	0
201113044891	2	225.4825	3	4	3	9	8	1	1	3	7	20	14	0	3	0	37	403	14	2005	5J6YH18675L0	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	7	7	2	1	14	0
201113045326	2	47.975	3	5	3	9	8	1	0	3	22	58	14	0	3	0	12	481	31	2000	1FTZF0829YKA	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	11	11	4	1	14	0
201113045326	3	47.975	3	5	3	9	8	1	0	3	22	58	14	0	3	0	49	40	4	2003	4T1BE30K73U6	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	10	10	4	1	14	0
201113045490	2	100.7475	3	6	4	9	8	1	0	3	8	4	14	0	3	0	12	17	4	2002	1FAFP53U32A2	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	12	12	4	1	14	0
201113045914	2	225.4825	3	4	5	9	8	1	0	4	13	5	14	0	2	0	20	481	31	1996	2GCEC19R3T11	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	10	10	4	1	12	0
201113046111	2	216.323496	3	4	16	9	8	1	0	3	0	43	14	0	3	0	35	472	30	1998	1N6DD21Y8WC3	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	6	4	1	12	0
201113046241	2	97.18008	3	6	13	9	8	1	0	4	13	37	14	0	2	0	7	461	21	2003	2D7HB11Y63K5	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	6	4	1	12	0
201113047270	2	100.7475	3	6	7	9	8	1	0	5	23	30	14	0	2	0	35	472	30	2001	1N6ED27Y91C3	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	7	7	6	2	12	0
201113047270	3	100.7475	3	6	7	9	8	1	0	5	23	30	14	0	2	0	99	399	9	9999	999999999999	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	61	12	8	9	12	0
201113047539	2	102.398699	3	6	8	9	8	1	0	5	5	40	14	0	2	0	49	401	14	2000	JT3HN87R4Y90	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	6	4	1	12	0
201113047541	2	48.59004	3	5	13	9	8	1	0	5	2	12	14	0	2	0	7	42	2	1996	4B3AU52NXTE3	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	11	11	6	2	12	0
201113047541	3	48.59004	3	5	13	9	8	1	0	5	2	12	14	0	2	0	34	35	4	1997	WBADE6320VBW	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	12	12	4	1	12	0
201113047842	3	7.876823	3	2	8	9	8	2	0	6	14	26	12	6	3	0	23	461	21	2008	1GDGG31C4819	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	9	9	4	1	12	0
201113048049	2	47.975	3	5	4	9	8	1	0	6	11	10	38	0	3	0	34	35	4	1999	WBADN6339XGM	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	12	12	6	4	12	0
201113048091	2	97.18008	3	6	13	9	8	1	0	6	8	57	14	0	2	0	18	20	4	1993	2G4WB54L6P14	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	63	63	4	1	14	0
201113048220	2	225.4825	3	4	3	9	8	1	0	6	18	15	14	0	2	0	37	31	4	1997	2HGEJ6671VH5	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	6	2	1	12	0
201113049278	2	100.7475	3	6	3	9	8	1	0	8	2	27	14	0	2	0	49	40	4	1994	4T1GK12E0RU0	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	6	6	2	14	0
201113049278	3	100.7475	3	6	3	9	8	1	0	8	2	27	14	0	2	0	37	31	4	1997	1HGEJ6228VL1	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	6	4	1	14	0
201113049290	2	4.7975	3	2	3	9	8	1	0	8	15	0	30	0	3	0	84	884	61	2004	1HTMMAAL24H6	0	77	777777777	77777777777	2	1	96	1	0	0	0	0	0	0	0	12	12	2	1	14	0
201113049887	3	100.7475	3	6	3	9	8	2	0	8	20	21	12	1	3	0	49	442	20	2003	4T3ZF13C03U5	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	3	3	4	1	12	0
201113050444	2	100.7475	3	6	2	9	8	1	1	9	3	56	45	0	4	0	98	998	97	9999	999999999999	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	6	2	1	12	0
201113050891	2	100.7475	3	6	3	9	8	1	0	9	4	9	14	0	2	0	37	402	14	2002	JHLRD78812C0	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	11	11	6	2	12	0
201113051264	2	218.65518	3	4	13	9	8	1	0	10	0	57	14	0	2	0	49	43	4	1995	4T1GB11E1SU0	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	61	61	2	4	14	0
201113052071	2	4.7975	3	2	1	9	8	1	0	11	5	47	14	0	2	0	82	899	78	2004	1FUJBBCG7400	1	57	2008482	572008482	9	19	99	1	0	0	0	0	0	0	0	6	6	2	1	12	0
201113052210	2	218.65518	3	4	13	9	8	1	0	11	1	57	14	0	2	0	49	40	2	2005	4T1CA38P45U0	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	6	6	2	14	0
201113052990	2	218.65518	3	4	13	9	8	1	0	12	2	1	14	0	2	0	54	35	4	2002	19UUA56882A0	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	7	7	4	4	14	0
201113053162	2	100.7475	3	6	5	9	8	1	0	12	20	8	14	0	2	0	20	482	31	2003	3GNEK13T63G2	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	6	8	1	14	0
201113053488	2	4.7975	3	1	4	9	8	1	0	10	8	12	14	0	2	0	35	47	4	2004	1N4AL11D64C1	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	61	61	4	1	12	0
201113053523	2	100.7475	3	6	6	9	8	1	0	12	6	42	14	0	2	0	35	49	9	2004	JN8AZ08W54W3	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	6	4	1	12	0
201113053523	3	100.7475	3	6	6	9	8	1	0	12	6	42	14	0	2	0	12	471	30	2001	1FTYR14U41TA	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	6	4	1	12	0
201113053579	2	225.4825	3	4	4	9	8	1	0	12	18	37	14	0	2	0	53	33	4	2003	JS2RA41S6351	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	9	9	4	1	14	0
201113054317	2	4.7975	3	1	5	9	8	1	0	12	3	11	14	0	2	0	49	43	4	2002	4T1BF28B62U5	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	1	1	6	4	12	0
201113054317	3	4.7975	3	1	5	9	8	1	0	12	3	11	14	0	3	0	49	43	4	2008	4T1BK36B38U2	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	82	82	4	1	12	0
201113540338	2	95.2535	2	6	4	11	6	1	0	1	7	55	14	0	3	0	19	18	4	2007	1G6DM57T3701	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	12	12	6	2	14	0
201113540439	2	228.6084	2	4	2	11	6	1	0	1	9	50	14	0	3	0	63	32	4	2005	KNADC1256563	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	7	7	2	1	14	0
201113540750	1	228.6084	2	4	3	11	6	1	2	1	23	38	14	0	3	0	12	16	9	2003	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	1	0	9	9	2	1	14	0
201113541024	2	228.6084	2	4	3	11	6	1	0	1	10	7	14	0	3	0	49	40	9	2011	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	7	7	2	1	14	0
201113541194	2	19.0507	2	3	1	11	6	1	0	1	10	5	14	0	3	0	37	399	9	2002	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	9	9	4	3	14	0
201113541604	3	19.0507	2	3	3	11	6	2	0	2	11	37	12	7	3	0	18	401	14	2002	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	7	7	2	1	14	0
201113541818	2	228.6084	2	4	3	11	6	1	0	2	15	44	14	0	3	0	35	47	9	2008	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	11	11	2	1	14	0
201113542004	2	228.6084	2	4	3	11	6	1	0	2	19	4	14	0	3	0	7	20	9	2005	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	7	7	2	3	14	0
201113542070	2	228.6084	2	4	5	11	6	1	1	2	10	12	14	0	3	0	12	17	9	2002	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	3	3	2	1	14	0
201113542179	2	19.0507	2	3	1	11	6	1	1	2	23	51	8	0	3	0	18	401	14	2003	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	10	10	2	1	14	0
201113542365	2	228.6084	2	4	1	11	6	1	0	3	22	30	14	0	3	0	24	401	14	2007	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	9	9	2	1	14	0
201113542479	2	19.0507	2	3	1	11	6	1	0	3	18	25	14	0	3	0	20	399	9	1996	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	12	12	6	2	14	0
201113542541	2	95.2535	2	6	1	11	6	1	0	3	15	43	14	0	3	0	24	399	9	2000	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	7	9	4	1	14	0
201113542549	1	228.6084	2	4	1	11	6	1	0	3	11	23	14	0	3	0	20	37	9	2006	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	9	9	2	1	14	0
201113542737	2	228.6084	2	4	1	11	6	1	0	3	14	16	14	0	3	0	22	22	9	2008	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	6	2	1	14	0
201113542884	2	228.6084	2	4	3	11	6	1	0	3	17	34	14	0	3	0	48	45	9	2006	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	11	11	2	1	14	0
201113543440	2	95.2535	2	6	1	11	6	2	0	4	21	51	14	0	3	0	20	2	9	1992	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	6	2	1	12	0
201113543440	3	95.2535	2	6	1	11	6	2	0	4	21	51	14	0	3	0	63	399	4	2001	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	6	4	1	12	0
201113543702	1	228.6084	2	4	3	11	6	1	1	5	13	2	14	0	3	0	24	10	6	2007	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	11	9	2	1	12	0
201113543733	2	19.0507	2	3	5	11	6	1	0	5	12	0	44	0	2	0	49	999	49	1994	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	7	7	0	1	12	0
201113543929	1	19.0507	2	3	1	11	6	1	0	4	1	42	8	0	3	0	18	399	9	1992	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	9	9	2	1	12	0
201113544062	1	228.6084	2	4	1	11	6	1	0	5	16	40	14	0	2	0	63	38	4	2010	999999999999	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	7	7	2	1	14	0
201113544112	2	228.6084	2	4	3	11	6	1	0	6	7	44	14	0	2	0	12	37	9	2008	999999999999	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	6	2	1	14	0
201113544395	2	228.6084	2	4	1	11	6	1	0	5	16	30	14	0	2	0	12	35	4	1999	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	9	9	2	1	12	0
201113544504	2	19.0507	2	3	3	11	6	1	0	6	22	59	14	0	2	0	12	399	4	2004	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	9	9	0	1	12	0
201113544604	1	228.6084	2	4	1	11	6	1	0	6	4	0	14	0	2	0	12	999	49	2010	999999999999	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	7	7	2	1	14	0
201113544860	2	228.6084	2	4	3	11	6	1	0	7	23	19	14	0	2	0	6	441	20	2006	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	9	9	2	1	12	0
201113545171	2	228.6084	2	4	3	11	6	1	0	7	13	39	14	0	2	0	20	22	9	2006	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	6	4	3	12	0
201113545889	2	228.6084	2	4	3	11	6	1	1	8	16	46	14	0	2	0	49	40	9	1999	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	7	7	2	1	12	0
201113545953	1	228.6084	2	4	3	11	6	1	0	8	21	30	14	0	2	0	20	37	9	2011	999999999999	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	9	9	2	1	12	0
201113545966	2	228.6084	2	4	3	11	6	1	0	8	2	7	14	0	2	0	35	398	2	2009	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	9	9	2	1	12	0
201113546409	2	228.6084	2	4	3	11	6	1	0	9	20	1	14	0	2	0	12	17	4	2011	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	11	11	2	1	14	0
201113546421	2	57.1521	2	5	3	11	6	1	0	9	1	23	14	0	2	0	23	499	39	1992	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	7	7	6	2	14	0
201113546421	3	57.1521	2	5	3	11	6	1	0	9	1	23	14	0	2	0	23	499	19	2002	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	6	2	1	12	0
201113546424	2	228.6084	2	4	3	11	6	1	0	9	17	6	14	0	2	0	38	999	49	1995	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	7	7	4	4	12	0
201113546428	2	95.2535	2	6	3	11	6	1	0	9	3	34	14	0	2	0	37	441	20	2003	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	12	12	4	4	14	0
201113546428	3	95.2535	2	6	3	11	6	1	0	9	3	34	14	0	2	0	48	38	9	2008	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	12	12	4	4	14	0
201113546930	2	228.6084	2	4	4	11	6	1	0	10	13	33	14	0	2	0	34	399	4	1999	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	11	11	2	1	12	0
201113547287	2	228.6084	2	4	3	11	6	1	0	10	13	15	14	0	2	0	14	443	20	1995	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	3	3	2	1	12	0
201113547354	2	228.6084	2	4	1	11	6	1	0	10	0	31	14	0	2	0	12	499	39	1994	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	7	7	2	1	12	0
201113547515	2	228.6084	2	4	3	11	6	1	0	10	11	55	14	0	2	0	37	39	5	2010	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	6	4	3	12	0
201113547522	2	95.2535	2	6	3	11	6	1	0	10	20	20	14	0	2	0	12	471	30	2001	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	6	6	2	12	0
201113547522	3	95.2535	2	6	3	11	6	1	0	10	20	20	14	0	2	0	23	401	14	2002	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	6	4	1	12	0
201113547586	2	228.6084	2	4	4	11	6	1	1	11	7	15	14	0	2	0	12	399	9	2008	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	9	9	4	1	12	0
201113547817	2	228.6084	2	4	1	11	6	1	0	11	16	54	14	0	2	0	7	24	4	2008	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	9	9	4	1	12	0
201113547910	2	228.6084	2	4	5	11	6	1	0	11	17	57	14	0	3	0	6	441	20	2007	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	6	2	1	12	0
201113548106	2	228.6084	2	4	5	11	6	1	0	10	9	24	14	0	2	0	48	401	14	2003	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	6	2	1	12	0
201113548305	2	228.6084	2	4	3	11	6	1	1	11	21	40	14	0	2	0	41	51	9	2005	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	11	11	2	1	14	0
201113548434	2	57.1521	2	5	1	11	6	1	0	11	0	10	14	0	2	0	22	401	14	2003	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	9	9	6	2	12	0
201113548622	1	228.6084	2	4	4	11	6	1	1	11	9	30	45	0	4	0	84	884	78	2007	888888888888	0	77	777777777	77777777777	9	19	4	1	0	0	0	0	0	0	0	6	6	0	1	12	0
201113549042	2	228.6084	2	4	3	11	6	1	0	12	18	24	14	0	2	0	20	481	39	1999	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	6	4	1	12	0
201113549581	2	228.6084	2	4	3	11	6	1	0	12	15	32	14	0	2	0	18	399	9	1997	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	1	11	2	1	12	0
201113550072	2	48.987542	2	1	7	11	6	1	0	12	14	20	14	0	2	0	20	399	9	2005	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	12	12	6	2	12	0
201113800139	2	225.4825	3	4	6	9	8	1	0	8	16	43	14	0	2	0	37	32	4	2007	1HGCM56367A0	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	5	5	2	1	12	0
201113800344	2	4.7975	3	1	6	9	8	1	0	10	1	6	14	0	2	0	7	482	31	2011	5A3C61256B10	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	6	4	1	12	0
201113800421	2	225.4825	3	4	6	9	8	1	0	10	9	30	14	0	2	0	6	441	20	2005	2C4GP64LX5R4	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	81	81	4	1	14	0
201114075901	2	226.8936	2	4	1	12	5	1	0	3	8	25	14	0	3	0	20	39	5	2008	KL1TD66668B2	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	11	11	4	1	14	0
201114076101	2	251.053986	2	4	14	12	5	1	0	3	22	56	14	0	3	0	22	20	4	2007	2G2WP5525711	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	11	11	2	1	14	0
201114076373	2	226.8936	2	4	1	12	5	1	0	4	20	20	14	0	3	0	51	46	4	2001	YV1VS29501F6	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	11	11	2	1	12	0
201114076620	3	12.211288	2	1	5	12	5	2	0	4	23	20	12	1	3	0	20	401	14	2002	1GCDT13W62K1	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	9	9	2	1	12	0
201114077044	3	6.3026	2	1	1	12	5	2	0	4	21	30	12	6	3	0	22	401	14	2002	3G7DA03E72S5	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	3	3	8	4	12	0
201114077173	3	226.8936	2	4	1	12	5	2	1	5	13	12	12	6	3	0	21	17	4	1996	1G3AJ55MXT64	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	12	12	2	1	12	0
201114077514	2	226.8936	2	4	1	12	5	1	0	5	16	12	14	0	3	0	20	421	15	2010	1GNMCAE07AR2	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	12	12	2	1	12	0
201114077610	2	226.8936	2	4	1	12	5	1	0	6	22	15	14	0	3	0	19	3	4	1994	1G6KD52B3RU2	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	7	7	2	1	12	0
201114077650	2	228.66305	2	4	9	12	5	1	0	6	21	20	14	0	3	0	22	18	4	1999	1G2NE52EXXC5	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	11	11	2	1	12	0
201114078194	2	12.211288	2	2	5	12	5	1	0	8	21	36	25	0	2	0	84	881	63	1993	1HSHBBEN1PH4	0	57	475669mi	57475669mi	3	1	97	1	0	0	0	0	0	0	0	6	6	4	1	12	0
201114078268	3	100.8416	2	6	3	12	5	2	0	7	15	57	12	6	2	0	99	999	99	9999	999999999999	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	3	3	8	9	12	0
201114078385	2	83.684662	2	6	14	12	5	1	0	6	16	40	14	0	3	0	20	481	31	2000	1GCGK29U4YE1	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	6	2	1	12	0
201114079077	2	226.8936	2	4	3	12	5	1	0	9	23	15	14	0	2	0	32	42	4	2003	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	9	9	4	4	12	0
201114079531	2	226.8936	2	4	4	12	5	1	0	10	7	59	14	0	2	0	22	20	2	1996	1G2WJ12M9TF2	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	7	7	2	1	12	0
201114080018	2	12.211288	2	2	5	12	5	1	1	11	16	9	45	0	4	0	84	881	62	2000	1HTSCAAMXYH2	0	77	777777777	77777777777	2	1	97	1	0	0	0	0	0	0	0	6	6	2	1	12	0
201114080155	2	6.3026	2	1	1	12	5	1	0	11	20	22	14	0	3	0	99	999	99	9999	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	98	98	8	8	12	0
201114081414	2	226.8936	2	4	1	12	5	1	0	12	22	0	14	0	2	0	12	481	31	2010	1FTEX1E84AFA	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	9	9	2	1	12	0
201114107438	3	4.1758	2	1	1	74	4	2	0	4	13	5	12	6	3	0	62	421	15	2006	SALMF15426A2	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	6	4	1	14	0
201114107517	1	225.4932	2	4	9	74	4	1	0	4	7	50	14	0	2	0	20	481	31	2008	3GCEK13338G2	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	62	62	4	1	14	0
201114107610	1	225.4932	2	4	1	74	4	1	0	5	9	40	14	0	2	0	48	402	14	2008	4S4WX92D3844	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	83	83	2	1	14	0
